N	3gram	Trubetskoy_1	Mirosoze
1	не может быть	1	8
2	друг к другу	1	5
3	добра и зла	1	5
4	для того чтобы	5	4
5	что и в	1	4
6	до сих пор	5	3
7	так же как	3	3
8	и в этом	2	3
9	это и есть	1	3
10	но для этого	1	2
11	есть один из	1	2
12	и никогда не	1	2
13	может быть и	2	2
14	друг за друга	3	2
15	о том что	4	2
16	по отношению к	1	2
17	после того как	1	2
18	в том что	3	2
19	а между тем	1	1
20	а следовательно и	1	1
21	не всегда легко	1	1
22	потому что в	1	1
23	ничего не стоит	1	1
24	в которых он	1	1
25	только тогда когда	1	1
26	по своему значению	1	1
27	с точки зрения	6	1
28	друг на друга	2	1
29	в этом отношении	2	1
30	все те же	1	1
31	на то что	2	1
32	его жизнь в	1	1
33	человека и в	1	1
34	которые могли бы	1	1
35	не потому что	1	1
36	смысле этого слова	1	1
37	по сравнению с	2	1
38	что он существует	1	1
39	стоит и перед	1	1
40	и в этой	1	1
41	в этом направлении	1	1
42	потому только что	1	1
43	сих пор не	1	1
44	к богу и	1	1
45	нет ничего кроме	1	1
46	своей духовной жизни	1	1
47	между народом и	1	1
48	ничего подобного нет	1	1
49	той или иной	2	1
50	друг друга а	1	1
51	любви к богу	1	1
52	в конце концов	3	1
53	том что все	1	1
54	именно потому что	1	1
