N	3gram	Vinokur_St_1	Dialekti
1	и т д	21	19
2	с точки зрения	8	12
3	ни в каком	1	8
4	в том что	17	7
5	то же время	4	4
6	можно было бы	8	4
7	по крайней мере	2	4
8	с другой стороны	6	4
9	в каком случае	1	4
10	на то что	4	4
11	в то же	4	4
12	потому что он	1	3
13	имеет ничего общего	2	3
14	в этом смысле	1	3
15	только то что	1	3
16	что в нем	2	3
17	может быть и	2	3
18	не значит что	3	3
19	в конце концов	1	3
20	и в этом	3	3
21	не может быть	5	3
22	содержит в себе	1	3
23	значит что в	1	3
24	ничего общего с	3	3
25	не имеет ничего	2	3
26	той или иной	1	3
27	т д и	2	2
28	я никогда не	1	2
29	на самом деле	6	2
30	до сих пор	7	2
31	и в то	1	2
32	на точку зрения	2	2
33	что он не	1	2
34	т д но	4	2
35	в этом отношении	7	2
36	и т п	9	2
37	точно так же	1	2
38	то или иное	3	2
39	с одной стороны	2	2
40	прежде всего необходимо	1	2
41	во всяком случае	6	2
42	ни в чем	1	2
43	д и т	1	2
44	о том что	11	2
45	с этой стороны	1	2
46	каком случае не	1	2
47	и даже не	2	2
48	к тому что	1	2
49	в каждом из	1	2
50	то все же	1	1
51	а между тем	1	1
52	в голову не	1	1
53	в той или	1	1
54	я не могу	1	1
55	если бы все	1	1
56	сказать что в	3	1
57	если я скажу	1	1
58	мы имеем дело	1	1
59	было бы установить	1	1
60	дело в том	4	1
61	не наука а	1	1
62	то время как	1	1
63	об этом не	1	1
64	вы увидите что	1	1
65	в самом деле	5	1
66	но даже и	1	1
67	так или иначе	2	1
68	есть такой же	1	1
69	так что в	1	1
70	т е не	1	1
71	и в голову	1	1
72	что же касается	3	1
73	в нем нельзя	1	1
74	самом деле не	1	1
75	мне кажется что	2	1
76	сами по себе	1	1
77	только в том	3	1
78	но это не	1	1
79	в другом совсем	1	1
80	и не в	1	1
81	и вовсе не	1	1
82	конечно это не	1	1
83	прямого отношения к	1	1
84	значит что мы	1	1
85	ни на одну	1	1
86	что там где	1	1
87	что каждая из	1	1
88	можно ли считать	1	1
89	в том чтобы	1	1
90	если бы мы	2	1
91	но в то	2	1
92	то что она	1	1
93	я вовсе не	3	1
94	в то время	2	1
95	и в отношении	1	1
96	говорит об их	1	1
97	во всех этих	1	1
98	чтобы можно было	1	1
99	я скажу что	1	1
100	не в том	2	1
101	она ни была	1	1
102	то что он	1	1
103	это не значит	3	1
104	т д на	1	1
105	в первую очередь	2	1
106	я имею в	1	1
107	уже и сейчас	1	1
108	никто не станет	1	1
109	те или иные	1	1
110	что же это	1	1
111	на одну минуту	1	1
112	не существует что	1	1
113	каким он является	1	1
114	случае дело не	1	1
115	а в том	1	1
116	сих пор не	1	1
117	имею в виду	1	1
118	было бы совершенно	1	1
119	но также и	4	1
120	бы мы стали	1	1
121	хотя бы в	1	1
122	и так и	1	1
123	вплоть до последних	1	1
124	но все же	3	1
125	же это за	1	1
126	отделены друг от	1	1
127	что это не	2	1
128	никогда и не	1	1
129	а на самом	1	1
130	друг от друга	1	1
131	в то или	1	1
132	хотя это и	1	1
133	чтобы думать что	1	1
134	мы находим например	1	1
135	тем не менее	2	1
136	дело не в	2	1
137	для того чтобы	10	1
138	если бы это	1	1
139	нечего и говорить	1	1
140	т д в	1	1
141	и о том	1	1
142	точки зрения той	1	1
