N	2gram	Nazirov_Tv_1	Problemy
1	и в	21	43
2	и не	7	29
3	т е	1	26
4	может быть	5	23
5	как бы	17	22
6	не может	4	18
7	как и	12	14
8	у достоевского	28	14
9	но и	3	14
10	и т	3	13
11	в этом	6	13
12	что он	6	13
13	в нем	3	12
14	в одном	1	12
15	слова и	1	12
16	не только	7	11
17	в каждом	3	11
18	не в	2	11
19	по себе	1	11
20	и на	7	10
21	но в	7	10
22	в его	13	10
23	прежде всего	4	10
24	в сущности	1	9
25	еще не	1	9
26	он не	8	9
27	слово и	1	9
28	никогда не	3	9
29	т п	2	9
30	то же	13	8
31	макара девушкина	1	8
32	для него	6	8
33	яков петрович	2	8
34	и его	6	8
35	с самим	1	8
36	или в	2	8
37	перед нами	2	7
38	в самом	3	7
39	к себе	1	7
40	в то	15	7
41	и сам	1	7
42	в него	2	7
43	до сих	1	7
44	а не	5	7
45	что же	1	7
46	сих пор	1	7
47	то что	8	7
48	и наконец	2	6
49	так сказать	2	6
50	при этом	7	6
51	к одному	1	6
52	в этих	2	6
53	что я	3	6
54	приводит к	2	6
55	макар девушкин	2	6
56	о нем	1	6
57	в том	7	6
58	что ж	1	6
59	в котором	6	6
60	у него	7	6
61	и все	6	6
62	самом деле	2	5
63	нам кажется	1	5
64	и он	2	5
65	но не	3	5
66	по отношению	1	5
67	хотя и	3	5
68	в себе	2	5
69	все эти	1	5
70	да и	1	5
71	таким образом	5	5
72	и с	3	5
73	было бы	1	5
74	о том	6	5
75	никак не	1	5
76	и что	1	5
77	же время	12	5
78	к нему	1	5
79	так что	2	5
80	вовсе не	5	5
81	все это	10	5
82	а что	2	5
83	а в	6	5
84	героя и	2	5
85	отношению к	1	5
86	голядкина и	1	4
87	достоевского в	12	4
88	и до	1	4
89	а как	2	4
90	слово о	1	4
91	я не	3	4
92	с его	11	4
93	во всех	1	4
94	отличие от	2	4
95	в своем	4	4
96	героев достоевского	3	4
97	господин голядкин	1	4
98	т д	1	4
99	если же	1	4
100	человека в	6	4
101	же не	1	4
102	в них	1	4
103	далеко не	3	4
104	во время	1	4
105	в своей	4	4
106	в отличие	2	4
107	но он	2	4
108	том же	1	4
109	в самой	1	4
110	достоевский в	3	4
111	среди них	1	4
112	в направлении	2	4
113	к тому	2	4
114	и это	1	4
115	по мере	1	4
116	этот вопрос	1	4
117	только в	5	4
118	принимает форму	1	4
119	же и	2	4
120	так как	3	4
121	как раз	1	4
122	с другой	3	4
123	на этот	1	4
124	до конца	2	4
125	не на	1	4
126	то есть	12	4
127	не могут	1	4
128	но это	5	4
129	что в	12	4
130	но эти	1	4
131	себя как	2	3
132	также и	1	3
133	мы уже	1	3
134	той же	3	3
135	что если	1	3
136	и со	1	3
137	в виду	2	3
138	здесь нет	2	3
139	он был	1	3
140	он сам	6	3
141	что так	1	3
142	в одной	2	3
143	в художественном	1	3
144	кроме того	1	3
145	когда он	2	3
146	и к	1	3
147	еще один	1	3
148	только на	2	3
149	тому же	1	3
150	чем у	1	3
151	самим собой	4	3
152	это не	4	3
153	в жизни	2	3
154	кажется что	1	3
155	такой же	2	3
156	и их	1	3
157	в бедных	5	3
158	в их	3	3
159	образом и	1	3
160	в диалоге	1	3
161	даже в	3	3
162	в одно	2	3
163	в отношении	1	3
164	она не	1	3
165	на него	1	3
166	уже говорили	1	3
167	могут быть	2	3
168	не менее	6	3
169	но при	1	3
170	он с	1	3
171	в себя	2	3
172	так и	2	3
173	и даже	3	3
174	с ним	3	3
175	и здесь	1	3
176	между тем	1	3
177	что и	2	3
178	достоевского это	4	3
179	наконец в	1	3
180	его в	1	3
181	тот же	2	3
182	том или	1	3
183	и ее	1	3
184	со всеми	3	3
185	себя в	1	3
186	уже не	3	3
187	в виде	3	3
188	творчестве достоевского	5	3
189	достоевского не	6	3
190	тем что	1	3
191	не укладывается	1	3
192	себя и	1	3
