N	2gram	Tiupa_Lite_2	KFilosof
1	может быть	17	43
2	в его	4	39
3	в нем	3	31
4	не может	9	27
5	и не	11	26
6	по отношению	4	25
7	и в	19	22
8	в себе	6	21
9	отношению к	3	21
10	и его	3	17
11	в ее	2	17
12	а не	20	17
13	в этом	9	13
14	точки зрения	4	13
15	но не	5	12
16	для него	4	12
17	все эти	1	11
18	в своей	1	11
19	не в	4	11
20	во всех	3	10
21	в своем	1	10
22	это не	1	10
23	с точки	3	10
24	от себя	1	10
25	в их	3	9
26	в целом	2	9
27	в единственном	2	9
28	бытия и	1	9
29	но и	10	9
30	как бы	2	9
31	и для	3	9
32	и все	1	9
33	было бы	2	8
34	мир в	1	8
35	смертного человека	1	8
36	со стороны	3	8
37	не было	2	8
38	жизни и	4	8
39	я должен	1	7
40	то что	7	7
41	во всем	1	7
42	на основе	1	7
43	в себя	3	7
44	что и	2	7
45	себя в	6	7
46	в единстве	1	7
47	вовсе не	2	7
48	я не	5	6
49	отнюдь не	4	6
50	и я	1	6
51	мира в	2	6
52	он не	5	6
53	но лишь	3	6
54	в мире	9	6
55	и только	2	6
56	уже не	2	6
57	но это	3	6
58	в смысле	1	6
59	в том	10	6
60	от своей	1	5
61	мы имеем	1	5
62	жизни как	2	5
63	но как	2	5
64	все же	2	5
65	но в	2	5
66	жизнь как	2	5
67	не только	8	5
68	то же	12	5
69	его в	1	5
70	как и	10	5
71	что я	2	5
72	от его	1	5
73	но эта	1	5
74	не имеет	1	5
75	никогда не	3	5
76	бытия как	1	5
77	для себя	2	5
78	ни одно	1	5
79	с ним	2	5
80	именно в	1	5
81	есть лишь	1	5
82	в контексте	1	5
83	ее и	1	5
84	в основе	2	5
85	в ценностном	1	5
86	хотя бы	2	5
87	жизни в	4	5
88	не знает	2	5
89	ко всему	2	5
90	себя а	1	4
91	в чем	1	4
92	это мир	1	4
93	при этом	6	4
94	мне в	2	4
95	здесь мы	1	4
96	место в	1	4
97	тем самым	3	4
98	не по	2	4
99	и т.д	7	4
100	ценностного центра	1	4
101	мира и	1	4
102	во всей	1	4
103	могло бы	2	4
104	ни было	2	4
105	в одном	2	4
106	в эстетическом	1	4
107	том что	7	4
108	для нас	2	4
109	отношению ко	1	4
110	а в	3	4
111	только как	1	4
112	со мной	4	4
113	что в	4	4
114	в своих	2	4
115	самом деле	1	3
116	на самом	1	3
117	должна быть	1	3
118	для которого	1	3
119	мы не	4	3
120	что это	1	3
121	слово не	2	3
122	в ней	4	3
123	еще не	2	3
124	и на	6	3
125	не могу	2	3
126	себе и	3	3
127	нет и	1	3
128	данный момент	1	3
129	прошлое и	1	3
130	всех этих	1	3
131	для того	2	3
132	всех своих	3	3
133	в каждом	2	3
134	в другом	3	3
135	нет в	2	3
136	рядом с	1	3
137	меня как	1	3
138	что этот	1	3
139	не менее	6	3
140	я буду	1	3
141	ничего не	3	3
142	могут быть	2	3
143	здесь не	1	3
144	культуры и	1	3
145	в виду	2	3
146	лишь при	1	3
147	о том	2	3
148	ним и	1	3
149	того что	5	3
150	был бы	2	3
151	тем что	4	3
152	в данный	1	3
153	что не	2	3
154	до конца	2	3
155	и жизни	3	3
156	ценностным центром	1	3
157	от него	1	3
158	своей единственной	1	3
159	в свою	1	3
160	в то	9	3
161	себя как	2	2
162	и то	3	2
163	я и	4	2
164	это и	1	2
165	едва ли	4	2
166	на первом	2	2
167	своих границах	1	2
168	а для	1	2
169	ему в	1	2
170	и конечно	1	2
171	в данном	3	2
172	свою жизнь	1	2
173	как в	1	2
174	ценностный центр	1	2
175	как к	3	2
176	сознания в	3	2
177	и как	3	2
178	эстетическому субъекту	1	2
179	от этого	1	2
180	себе как	1	2
181	в этой	3	2
182	в принципе	5	2
183	ни был	1	2
184	так и	7	2
185	то ни	1	2
186	а по	1	2
187	ответственность за	1	2
188	и мы	1	2
189	в жизни	2	2
190	соответствии с	2	2
191	с тем	2	2
192	и само	1	2
193	знает и	1	2
194	тем не	2	2
195	войти в	1	2
196	случае мы	1	2
197	тому что	1	2
198	что есть	1	2
199	возможным и	1	2
200	в определенной	1	2
201	мышления и	1	2
202	сознания как	1	2
203	того чтобы	1	2
204	же время	9	2
205	именно она	1	2
206	не нужен	1	2
207	в сознании	1	2
208	для другого	1	2
209	в области	4	2
210	бытия не	2	2
211	той или	1	2
212	ничего общего	1	2
213	можно и	1	2
214	на нем	1	2
215	во главе	1	2
216	всей своей	3	2
217	и когда	1	2
218	жизнь и	1	2
219	с этого	1	2
220	сводится к	1	2
221	смертной жизни	1	2
222	бы то	1	2
223	и просто	1	2
224	основе своей	1	2
225	мыслю я	1	2
226	в ту	1	2
227	в него	2	2
228	что только	1	2
229	тот же	2	2
230	дело с	1	2
231	что он	3	2
232	а с	1	2
233	со всеми	1	2
234	в качестве	5	2
235	сознания не	1	2
236	и других	4	2
237	слова в	1	2
238	поступающего сознания	1	2
239	себе а	1	2
240	или иной	1	2
241	для этого	2	2
242	себя и	2	2
243	прежде всего	4	2
244	в соответствии	1	2
245	только по	1	2
246	эстетического субъекта	3	2
247	он и	2	2
248	для этой	1	2
249	и потому	1	2
250	пространства и	1	2
251	выход в	1	2
252	быть не	2	2
253	в это	1	2
254	которой он	1	2
255	единой и	1	2
256	еще более	1	2
257	ни к	1	2
258	потому что	2	2
259	отношении к	1	2
260	которой я	1	2
261	и эта	1	2
262	к этому	1	2
263	даже более	1	1
264	бы там	1	1
265	ту же	2	1
266	в движение	1	1
267	тем же	3	1
268	здесь и	1	1
269	мной как	1	1
270	всем что	1	1
271	и до	2	1
272	исходит из	1	1
273	мы вызвали	1	1
274	мышления но	1	1
275	его что	1	1
276	отношения к	1	1
277	той же	2	1
278	его не	1	1
279	из всех	1	1
280	и себя	1	1
281	что уже	1	1
282	время от	1	1
283	именно к	1	1
284	он как	1	1
285	ориентирована на	1	1
286	эстетики и	1	1
287	как я	3	1
288	и он	3	1
289	причастности к	4	1
290	мысли и	2	1
291	столь же	5	1
292	в нашем	2	1
293	мной в	1	1
294	для жизни	1	1
295	землю и	1	1
296	так по	1	1
297	а он	1	1
298	высшей ценностью	1	1
299	и будет	1	1
300	не просто	1	1
301	в истории	2	1
302	более чем	1	1
303	нам остается	1	1
304	и наконец	2	1
305	и к	2	1
306	в действительности	1	1
307	эстетический субъект	3	1
308	и свою	1	1
309	в этот	1	1
310	в первом	1	1
311	за собой	1	1
312	где все	1	1
313	поэтому он	1	1
314	в самом	1	1
315	ни один	1	1
316	в известном	1	1
317	на то	1	1
318	с чем	1	1
319	не следует	1	1
320	не отменяет	1	1
321	жизни вообще	1	1
322	а скорее	1	1
323	перестает быть	3	1
324	под небом	1	1
325	с нашим	1	1
326	не укоренен	1	1
327	не к	2	1
328	оно должно	1	1
329	их в	1	1
330	я с	1	1
331	и по	1	1
332	на этом	2	1
333	а затем	2	1
334	ценностей где	1	1
335	и с	3	1
336	то есть	5	1
337	единственное и	1	1
338	и иных	2	1
339	он есть	1	1
340	полноте и	1	1
341	всю свою	1	1
342	практически не	1	1
343	должен был	1	1
344	и единственным	1	1
345	и вечный	1	1
346	отказа от	2	1
347	который по	1	1
348	причастен и	1	1
349	и незаменимое	1	1
350	все равно	2	1
351	а за	2	1
352	всю жизнь	1	1
353	сегодняшний день	1	1
354	в не	1	1
355	и было	1	1
356	такой же	3	1
357	не мог	1	1
358	в этих	1	1
359	жизни мира	1	1
360	жизнь не	1	1
361	от своего	1	1
362	и поскольку	1	1
363	художественного творчества	2	1
364	общее дело	1	1
365	он должен	1	1
366	которого является	1	1
367	не от	1	1
368	не путем	1	1
369	предполагает не	1	1
370	сам же	1	1
371	но он	1	1
372	в отношении	1	1
373	видится и	1	1
374	что ему	1	1
375	одна из	5	1
376	ценностью для	1	1
377	что ей	1	1
378	но только	2	1
379	не могло	1	1
380	только не	1	1
381	видения вокруг	1	1
382	субъекта но	1	1
383	до их	1	1
384	субъекта не	2	1
