N	3gram	Propp_Isto_7	Tvorches
1	в том что	4	6
2	о том что	5	5
3	в одной из	2	2
4	и та же	1	2
5	и т п	1	2
6	точно так же	2	2
7	в этой связи	1	2
8	в данном случае	3	2
9	не только в	5	2
10	тем не менее	4	2
11	хотя и не	1	1
12	представление о городе	1	1
13	то же самое	1	1
14	дело не только	1	1
15	нам кажется что	1	1
16	по отношению к	1	1
17	то это означало	1	1
18	до сих пор	2	1
19	им в виде	1	1
20	и в других	2	1
21	что он не	1	1
22	друг на друга	1	1
23	но все это	1	1
24	то что в	3	1
25	они представляют собой	1	1
26	бы то ни	1	1
27	то и другое	1	1
28	вместе с тем	1	1
29	перед тем как	1	1
30	ту или иную	1	1
31	все это в	1	1
32	и что в	1	1
33	не в его	1	1
34	то ни было	1	1
35	с одной стороны	4	1
36	в связи с	1	1
37	одна и та	1	1
38	что у него	4	1
39	не может и	1	1
40	нет ли в	1	1
41	это означало бы	1	1
42	у него и	1	1
43	потому что я	1	1
44	означало бы что	1	1
45	у него есть	2	1
46	это значит что	1	1
47	и всякий раз	1	1
48	он не может	1	1
49	мы имеем в	4	1
50	один из самых	1	1
51	с другой стороны	8	1
52	в один момент	1	1
53	как и сам	1	1
54	таким образом и	1	1
55	но это не	2	1
56	к тому что	1	1
57	как и в	2	1
58	на первый взгляд	4	1
59	дело не в	3	1
60	и т д	16	1
