N	3gram	Bakhtin_Fr_5	Otkroven
1	для того чтобы	6	3
2	и в самой	1	2
3	не может быть	2	2
4	как и все	1	2
5	с его стремлением	1	2
6	своем художественном творчестве	1	2
7	в своем художественном	1	2
8	в другом месте	2	1
9	она и не	1	1
10	хотя и не	1	1
11	и мысли и	1	1
12	в строгом смысле	1	1
13	в самой жизни	2	1
14	потому что в	1	1
15	он был необычайно	1	1
16	том что в	1	1
17	в самом деле	1	1
18	как бы в	2	1
19	он не только	2	1
20	о том как	2	1
21	с вопросом о	1	1
22	дается в форме	1	1
23	которая была скрыта	1	1
24	в отношении ко	1	1
25	после того как	1	1
26	он и не	1	1
27	о том что	1	1
28	в этом отношении	5	1
29	то что в	1	1
30	вложена в уста	1	1
31	и в самом	1	1
32	он еще не	1	1
33	и прежде всего	3	1
34	в том что	6	1
35	он ни был	1	1
36	бы он ни	1	1
37	и не в	2	1
38	с ним может	1	1
39	друг с другом	2	1
40	проповеди а в	1	1
41	в самом начале	1	1
42	никогда и нигде	1	1
43	здесь нужно искать	1	1
44	как и в	1	1
45	от того что	1	1
