N	2gram	Bakhtin_Pr_1	Psycholo
1	и в	23	38
2	то что	18	35
3	все время	1	30
4	в том	11	25
5	в самом	8	25
6	самом деле	5	21
7	что в	8	20
8	может быть	21	19
9	и что	1	18
10	что она	2	16
11	точки зрения	21	16
12	в ней	1	15
13	то есть	24	15
14	том что	9	14
15	если бы	10	14
16	как бы	28	14
17	потому что	12	14
18	в этом	25	13
19	в этой	4	13
20	не только	13	12
21	таким образом	11	12
22	было бы	6	12
23	не в	6	12
24	мы видим	3	12
25	мы увидим	1	12
26	что он	10	11
27	то же	10	10
28	в сущности	5	10
29	что это	1	10
30	и не	34	10
31	же самое	1	10
32	и все	3	10
33	с точки	15	9
34	того чтобы	4	9
35	и то	1	8
36	с этим	1	8
37	все же	5	8
38	и как	8	8
39	как и	8	8
40	в одном	9	8
41	видим что	1	8
42	и это	5	8
43	но только	1	8
44	так что	1	8
45	вовсе не	8	8
46	как раз	4	8
47	для того	2	8
48	перед нами	4	8
49	для нас	3	8
50	из этого	1	8
51	мы уже	2	7
52	с другой	2	7
53	заключается в	2	7
54	не может	11	7
55	все то	4	7
56	как мы	5	7
57	в ее	1	7
58	что у	1	7
59	никак не	2	7
60	между тем	5	7
61	может служить	1	7
62	а не	20	7
63	а в	7	7
64	и на	10	6
65	в которых	2	6
66	он не	4	6
67	в котором	2	6
68	тому что	2	6
69	она не	5	6
70	самого начала	3	6
71	и его	13	6
72	к тому	1	6
73	с самого	2	6
74	и здесь	3	6
75	о том	2	6
76	второй план	1	6
77	один из	2	6
78	если мы	1	6
79	из них	2	6
80	так как	7	6
81	до сих	2	6
82	там где	6	6
83	он говорит	2	6
84	должна быть	2	5
85	мы не	2	5
86	я не	3	5
87	в своем	8	5
88	могли бы	3	5
89	в которой	4	5
90	так сказать	3	5
91	несмотря на	6	5
92	в своей	11	5
93	казалось бы	1	5
94	в его	24	5
95	в какой	1	5
96	но и	11	5
97	вместе с	2	5
98	в той	6	5
99	сих пор	2	5
100	другой стороны	2	5
101	совершенно не	1	5
102	рассказ и	1	4
103	что если	1	4
104	время как	1	4
105	во всех	5	4
106	не то	1	4
107	что они	1	4
108	идет о	3	4
109	как в	6	4
110	в целом	4	4
111	все эти	8	4
112	в тех	1	4
113	в себе	5	4
114	в нем	20	4
115	при этом	3	4
116	здесь мы	2	4
117	смысл и	2	4
118	не могли	2	4
119	и другое	1	4
120	одна из	2	4
121	в нас	1	4
122	из него	1	4
