N	2gram	Tiupa_Anal_2	Mirosoze
1	и в	16	46
2	в нем	1	22
3	у него	4	22
4	может быть	6	21
5	в этом	18	20
6	не только	16	18
7	и не	12	18
8	никогда не	3	18
9	для него	4	18
10	есть лишь	1	17
11	но и	12	15
12	не может	4	15
13	человека в	1	14
14	как и	14	13
15	ведет к	1	13
16	а не	10	13
17	не есть	2	13
18	прежде всего	3	12
19	потому что	1	12
20	и он	2	11
21	у нас	1	11
22	но в	6	10
23	в себе	7	10
24	он не	2	10
25	он был	2	9
26	не в	4	9
27	не знает	3	9
28	в своем	4	8
29	так как	1	8
30	она не	2	8
31	как бы	10	8
32	но это	1	8
33	в мире	6	7
34	как в	4	7
35	и к	5	7
36	в нашем	3	7
37	в этой	9	7
38	хотя бы	1	7
39	и потому	1	7
40	и для	2	7
41	судьба человека	1	6
42	там и	1	6
43	и здесь	1	6
44	так же	2	6
45	того что	2	6
46	и там	1	6
47	по преимуществу	4	5
48	то же	4	5
49	есть не	1	5
50	я не	1	5
51	совсем не	1	5
52	в самом	6	5
53	бы и	1	5
54	привести к	1	5
55	что она	2	5
56	что все	2	5
57	в своей	2	5
58	в отношении	1	5
59	в конце	4	5
60	и его	4	5
61	к тому	7	5
62	те же	2	5
63	это не	1	5
64	один из	2	5
65	в его	2	5
66	то что	7	5
67	тот кто	2	5
68	и все	3	5
69	также и	1	4
70	с его	1	4
71	в жизни	1	4
72	том что	12	4
73	жизнь и	1	4
74	тому что	1	4
75	не имеет	2	4
76	только и	1	4
77	должны быть	1	4
78	так и	15	4
79	себя в	2	4
80	уже не	4	4
81	вопроса о	1	4
82	что и	3	4
83	в свою	1	4
84	самого себя	1	4
85	т е	2	4
86	что в	2	4
87	все что	2	4
88	к другому	1	3
89	той же	2	3
90	они были	1	3
91	и самого	1	3
92	и на	6	3
93	иное как	1	3
94	в чем	1	3
95	он в	4	3
96	как он	1	3
97	идеи и	1	3
98	в каждом	1	3
99	в глубине	1	3
100	его в	2	3
101	с самим	3	3
102	ни в	1	3
103	в них	1	3
104	он же	2	3
105	все равно	1	3
106	и тогда	1	3
107	не мог	3	3
108	в такой	1	3
109	что иное	1	3
110	по своей	1	3
111	только с	1	3
112	себя и	1	3
113	в образе	1	3
114	было в	1	3
115	если бы	3	3
116	с ним	2	3
117	о том	7	3
118	и во	2	3
119	в том	12	3
120	только в	4	3
121	есть в	3	3
122	не так	4	3
123	тем что	3	3
124	с другим	1	3
125	для человека	1	3
126	от свободы	1	3
127	отношении к	1	3
128	отрекается от	1	3
129	на смену	3	3
130	сказать что	2	3
131	не что	1	3
132	я и	3	2
133	отношения к	2	2
134	лишь одна	1	2
135	и за	3	2
136	его не	1	2
137	с личностью	1	2
138	не был	3	2
139	во всех	4	2
140	то он	1	2
141	по отношению	4	2
142	себе и	1	2
143	в центре	3	2
144	хотя и	4	2
145	в действительности	3	2
146	в которой	1	2
147	момент его	2	2
148	бы не	1	2
149	и тот	1	2
150	и те	1	2
151	если он	1	2
152	но на	1	2
153	и если	3	2
154	на его	3	2
155	не к	1	2
156	на этом	4	2
157	с собой	1	2
158	еще более	2	2
159	тут не	1	2
160	лишь в	9	2
161	то все	1	2
162	в этих	2	2
163	точки зрения	4	2
164	ее в	1	2
165	место в	3	2
166	но эта	2	2
167	которые в	1	2
168	его до	1	2
169	тогда когда	1	2
170	ничего не	9	2
171	жизни не	1	2
172	связи с	1	2
173	к соединению	1	2
174	было не	1	2
175	как будто	3	2
176	самим собою	1	2
177	можно было	3	2
178	еще в	2	2
179	в последней	1	2
180	по себе	2	2
181	в разных	1	2
182	и что	1	2
183	в сущности	4	2
184	к нему	1	2
185	это лишь	1	2
186	подобно тому	3	2
187	своих и	1	2
188	мы видим	1	2
189	тот же	1	2
190	на природу	1	2
191	между тем	2	2
192	одни и	1	2
193	так что	3	2
194	же и	1	2
195	со своим	3	2
196	уже в	1	2
197	не о	2	2
198	не случайно	8	2
199	или иной	3	2
200	как у	1	2
201	превращается в	2	2
202	не означает	1	2
203	и своим	1	2
204	личности в	1	2
205	своим другим	1	2
206	было для	1	2
207	личности и	2	2
208	такой степени	1	2
209	вместе с	2	2
210	своему другому	1	2
211	к своему	2	2
212	такого рода	2	2
213	тому как	3	2
214	что же	1	2
215	да и	1	2
216	сам не	1	2
217	человек и	1	2
218	но когда	1	2
219	бы в	3	2
220	а в	3	2
221	к самому	1	2
222	отношением к	1	2
223	отношению к	4	2
224	это была	1	2
225	до пределов	1	1
226	и то	3	1
227	самом деле	1	1
228	бы для	1	1
229	мере в	1	1
230	с идеей	1	1
231	перед лицом	2	1
232	национальной и	1	1
233	проникает в	1	1
234	ведь и	2	1
235	со своей	1	1
236	всего лишь	8	1
237	христианской культуры	1	1
238	второе я	1	1
239	говорить о	6	1
240	и ее	1	1
241	быть в	1	1
242	тем как	1	1
243	не оставляет	1	1
244	не все	1	1
245	за пределы	4	1
246	но без	1	1
247	сама по	1	1
248	его я	1	1
249	себя за	1	1
250	мира в	1	1
251	все остальные	1	1
252	и как	1	1
253	его к	1	1
254	знаю что	2	1
255	в целом	8	1
256	все эти	1	1
257	поскольку в	1	1
258	раз в	1	1
259	свободы но	1	1
260	не приводит	1	1
261	на то	2	1
262	как до	1	1
263	что ни	1	1
264	значительной степени	2	1
265	этом втором	1	1
266	тьмы и	1	1
267	же не	2	1
268	в другом	1	1
269	об этом	1	1
270	их и	1	1
271	самим собой	1	1
272	входит в	1	1
273	за собою	2	1
274	на протяжении	2	1
275	было бы	3	1
276	начала и	1	1
277	и тем	4	1
278	к которым	1	1
279	этого не	1	1
280	которой он	1	1
281	остается в	1	1
282	на себя	5	1
283	но я	1	1
284	но если	1	1
285	от своего	2	1
286	отпавшего от	1	1
287	в котором	2	1
288	с точки	2	1
289	к одному	1	1
290	прийти к	1	1
291	своего рода	12	1
292	стало быть	2	1
293	обнаруживается в	1	1
294	в крепость	1	1
295	своего другого	2	1
296	и более	1	1
297	личность в	2	1
298	между двумя	4	1
299	все три	1	1
300	нас к	2	1
301	антиномии и	1	1
302	себе такова	1	1
303	как о	3	1
304	личности от	1	1
305	же его	4	1
306	для всего	1	1
307	есть то	1	1
308	в сознании	4	1
309	того же	4	1
310	слова о	1	1
