N	2gram	Propp_Isto_6	Dialekti
1	не есть	2	54
2	т е	22	48
3	и не	10	27
4	а не	2	26
5	точки зрения	1	25
6	и т	10	24
7	и в	26	24
8	значит что	2	24
9	это значит	1	24
10	не только	10	23
11	т д	8	23
12	не может	6	19
13	не просто	1	18
14	ничего не	2	17
15	и есть	1	16
16	и что	5	15
17	что все	1	14
18	то что	6	14
19	в таком	1	14
20	таким образом	12	13
21	что он	9	13
22	вовсе не	2	13
23	может быть	11	13
24	и даже	1	13
25	в мифе	4	13
26	что это	2	12
27	есть только	1	12
28	того что	2	12
29	есть и	4	12
30	но тогда	1	11
31	не менее	1	11
32	не имеет	2	11
33	что же	2	11
34	таком случае	1	10
35	тем не	1	10
36	не существует	1	10
37	есть не	1	9
38	то это	5	9
39	что она	3	9
40	ни в	2	9
41	но и	9	9
42	в этом	12	8
43	и как	2	8
44	это есть	1	8
45	учение о	1	8
46	отличается от	2	8
47	так что	3	8
48	в виде	6	8
49	прежде всего	4	8
50	что мы	2	8
51	том что	10	8
52	как и	5	7
53	никогда не	13	7
54	потому что	13	7
55	что оно	4	7
56	ясно что	1	7
57	другими словами	3	7
58	что миф	1	7
59	но что	1	7
60	в особенности	1	7
61	и нет	1	7
62	что в	12	7
63	должна быть	3	6
64	что иное	2	6
65	иное как	1	6
66	то же	5	6
67	об этом	1	6
68	и с	6	6
69	превращается в	7	6
70	оно не	1	6
71	утверждать что	2	6
72	если бы	3	6
73	что и	4	6
74	и только	3	6
75	о том	7	6
76	так как	18	6
77	даже не	1	6
78	и пр	1	6
79	все это	1	6
80	кроме того	3	6
81	но если	1	6
82	не что	1	6
83	вопрос о	3	5
84	что его	1	5
85	миф не	1	5
86	хотя и	1	5
87	и к	1	5
88	есть ли	1	5
89	он не	2	5
90	одно и	1	5
91	так и	5	5
92	было бы	2	5
93	в них	3	5
94	мы не	6	5
95	в том	12	5
96	можно ли	1	5
97	в то	5	5
98	и его	7	5
99	только в	5	5
100	уже не	7	5
101	одно из	1	5
102	что не	2	5
103	есть явление	1	5
104	как это	5	5
105	с этой	2	5
106	но это	4	5
107	жизни и	2	5
108	как на	3	5
109	и то	3	4
110	и больше	2	4
111	время как	3	4
112	первый план	2	4
113	есть просто	1	4
114	в истории	1	4
115	подобно тому	1	4
116	это не	4	4
117	на первый	3	4
118	тому что	1	4
119	делится на	1	4
