N	2gram	Bakhtin_Fr_6	Analitik
1	не только	10	22
2	и в	41	18
3	как и	7	14
4	так и	5	14
5	в этом	12	14
6	и его	13	13
7	но и	13	13
8	том что	7	12
9	и не	3	12
10	в частности	2	12
11	при этом	3	11
12	то есть	24	10
13	а в	4	10
14	как бы	7	10
15	что в	7	9
16	может быть	2	9
17	а не	2	9
18	в том	2	9
19	со своей	1	8
20	с его	5	8
21	своего рода	1	8
22	и даже	4	8
23	в первой	3	8
24	по отношению	1	7
25	как раз	2	7
26	в его	7	7
27	с другой	4	7
28	во второй	1	7
29	но не	2	7
30	отношению к	1	7
31	еще не	1	6
32	в этой	8	6
33	он не	2	6
34	в их	1	6
35	не в	4	6
36	для него	1	6
37	о том	9	6
38	в начале	3	6
39	того же	4	5
40	той же	5	5
41	в самом	10	5
42	лишь в	2	5
43	или иной	1	5
44	в сущности	8	5
45	что и	1	5
46	между тем	2	5
47	уже не	1	5
48	в конце	2	5
49	никогда не	8	5
50	и т.п	19	5
51	прежде всего	10	5
52	не является	1	5
53	в результате	4	5
54	другой стороны	2	5
55	принадлежит к	1	4
56	и на	9	4
57	что он	6	4
58	в своем	5	4
59	и как	4	4
60	что по	1	4
61	и к	1	4
62	таким образом	17	4
63	по себе	1	4
64	в одном	5	4
65	не менее	1	4
66	в пределах	1	4
67	и сам	3	4
68	внимание на	2	4
69	можно сказать	1	4
70	себя в	2	4
71	во втором	3	4
72	однако что	1	4
73	далеко не	1	4
74	о чем	1	4
75	в данном	3	4
76	все же	4	4
77	перед нами	3	4
78	здесь и	8	3
79	его не	1	3
80	мы не	2	3
81	говорить о	2	3
82	в целом	1	3
83	уже в	4	3
84	здесь не	1	3
85	о смерти	1	3
86	что они	2	3
87	как говорит	1	3
88	как в	4	3
89	с этим	3	3
90	что касается	1	3
91	из этих	2	3
92	роль в	4	3
93	роли в	1	3
94	в году	6	3
95	то же	5	3
96	в каждом	1	3
97	его в	1	3
98	и того	1	3
99	одного и	2	3
100	точки зрения	2	3
101	не столько	1	3
102	все это	11	3
103	до известной	1	3
104	в то	6	3
105	ничего не	1	3
106	же время	5	3
107	той или	1	3
108	говорит и	1	3
109	в ее	5	3
110	данном случае	2	3
111	жизнь и	1	3
112	восходит к	1	3
113	именно в	4	3
114	было бы	3	3
115	на языке	3	3
116	во всем	5	3
117	этом отношении	3	3
118	в особенности	7	3
119	еще и	1	3
120	что не	3	3
121	не было	1	3
122	он и	1	3
123	его как	1	3
124	как это	2	3
125	известной степени	1	3
126	и героем	1	3
127	по поводу	1	3
128	например в	6	2
129	самом деле	4	2
130	в первом	3	2
131	а для	2	2
132	и он	5	2
133	в ней	4	2
134	во всех	17	2
135	со всеми	2	2
136	свою жизнь	1	2
137	это и	2	2
138	к третьему	1	2
139	но в	8	2
140	в противоположность	1	2
141	ни имя	1	2
142	все эти	11	2
143	в себе	5	2
144	не могла	1	2
145	так сказать	2	2
146	на его	2	2
147	в нем	16	2
148	не как	1	2
149	и вот	1	2
150	и по	1	2
151	значительной степени	1	2
152	это не	1	2
153	с самим	1	2
154	в жизни	1	2
155	в них	7	2
156	с тем	1	2
157	несмотря на	1	2
158	не мог	3	2
159	с точки	2	2
160	от его	1	2
161	но они	4	2
162	даже в	4	2
163	все три	1	2
164	дело в	1	2
165	одна из	1	2
166	которого он	1	2
167	его части	1	2
168	представляется нам	1	2
169	в момент	1	2
170	могут быть	1	2
171	его за	1	2
172	в себя	1	2
173	в дальнейшем	2	2
174	те же	3	2
175	в новом	2	2
176	поэтому в	1	2
177	об этом	1	2
178	и здесь	1	2
179	и т.д	1	2
180	в глаза	1	2
181	в значительной	2	2
182	в глазах	1	2
183	в форме	2	2
184	один из	6	2
185	но с	2	2
186	только в	3	2
187	то в	1	2
188	с одной	4	2
189	все они	2	2
190	в точке	1	2
191	для всех	1	2
192	в большинстве	4	2
193	мы можем	1	2
194	тем что	5	2
195	одной стороны	4	2
196	и прежде	2	2
197	в романе	2	2
198	говорит о	1	2
199	одну из	2	2
200	на эту	1	2
201	там где	5	2
202	что мы	2	2
203	связь с	1	2
204	не может	4	2
205	о себе	1	2
206	вместе с	6	2
207	и потому	2	2
208	в той	5	2
209	да и	1	2
210	этого слова	1	2
211	и для	3	2
212	и от	4	2
213	мира и	2	2
214	хотя и	2	2
215	и все	9	2
216	в готовом	1	2
217	то что	10	2
218	сказать что	6	2
219	а также	5	2
220	в искусстве	3	2
221	как известно	2	1
222	также что	3	1
223	категорий и	1	1
224	человека и	2	1
225	как имя	1	1
226	связана с	2	1
227	сам по	1	1
228	утверждение что	1	1
229	на самом	1	1
230	дело обстоит	2	1
231	ибо как	1	1
232	тем же	1	1
233	фольклора и	1	1
234	из самых	2	1
235	и до	7	1
236	из его	1	1
237	занимает место	1	1
238	с таким	1	1
239	поскольку их	1	1
240	в зависимости	1	1
241	включая и	2	1
242	мы уже	18	1
243	поднимается на	1	1
244	и само	2	1
245	на первом	1	1
246	что если	2	1
247	и момент	1	1
248	никак не	3	1
249	этой роли	2	1
250	зависимости от	1	1
251	в таком	1	1
252	принадлежит и	1	1
253	он был	4	1
254	между собой	1	1
255	он сам	3	1
256	монолог в	1	1
257	на их	1	1
258	время в	1	1
259	всего этого	1	1
260	тем как	1	1
261	там и	2	1
262	мы будем	3	1
263	отношение к	1	1
264	были глубоко	2	1
265	развит в	1	1
266	за пределы	2	1
267	один и	1	1
268	в истории	2	1
269	с чисто	1	1
270	одном из	1	1
271	первых двух	1	1
272	этом же	1	1
273	чтоб я	1	1
274	в ожидании	1	1
275	мир и	1	1
276	заполнить собою	1	1
277	существенных моментах	1	1
278	и отчасти	2	1
279	и хотя	1	1
280	сливается с	1	1
281	та же	4	1
282	и у	2	1
283	обратное влияние	1	1
284	бы не	1	1
285	за себя	1	1
286	раз в	2	1
287	и тот	2	1
288	во многих	1	1
289	в соответствующей	1	1
290	частности и	1	1
291	в отдельности	1	1
292	видел в	1	1
293	они в	1	1
294	при виде	1	1
295	с именем	1	1
296	содержания а	1	1
297	по общему	1	1
298	в следующем	1	1
299	характер в	3	1
300	этой темы	1	1
301	такого же	1	1
302	человека в	1	1
303	могла не	1	1
304	всего с	1	1
305	а затем	4	1
306	тем в	1	1
307	того кто	1	1
308	в другом	4	1
309	связанных с	3	1
310	был первым	1	1
311	слов о	1	1
312	большинстве случаев	5	1
313	мог он	1	1
314	это было	2	1
315	заключается в	2	1
316	с другими	3	1
317	он есть	1	1
318	отца и	1	1
319	есть и	2	1
320	самом центре	1	1
321	рядом с	5	1
322	но лишь	1	1
323	а за	2	1
324	которой он	1	1
325	литературе как	1	1
326	и себя	1	1
327	обратимся к	1	1
328	всех этих	2	1
329	в эту	2	1
330	весьма часто	1	1
331	отчасти в	1	1
332	и сейчас	2	1
333	в своей	2	1
334	таким же	1	1
335	особенности же	1	1
336	индивидуальной жизни	1	1
337	живота и	1	1
338	место в	1	1
339	далее в	1	1
340	мысли и	1	1
341	собой и	1	1
342	втором случае	3	1
343	оно никогда	1	1
344	времени не	1	1
345	теми же	1	1
346	из виду	1	1
347	в устах	1	1
348	для этого	2	1
349	что имя	1	1
350	для нее	1	1
351	же мы	1	1
352	же самого	1	1
353	этих трех	1	1
354	что мотив	1	1
355	он как	1	1
356	с ним	4	1
357	интересных и	1	1
358	как о	2	1
359	у кого	2	1
360	на него	1	1
361	своего героя	3	1
362	в основе	4	1
363	всего один	1	1
364	совпадает с	1	1
365	у него	7	1
366	можно судить	1	1
367	того чтобы	4	1
368	себе самом	2	1
369	каждый из	2	1
370	казалось бы	1	1
371	или иная	1	1
372	с одним	1	1
373	ему и	1	1
374	потому что	3	1
375	голоса в	1	1
376	связи с	2	1
377	перенесено в	1	1
378	как будто	1	1
379	ему в	1	1
380	справедливо полагает	1	1
381	за ними	1	1
382	тему в	1	1
383	у нас	4	1
384	очень часто	1	1
385	не могут	2	1
386	но едва	1	1
387	с полной	1	1
388	что уже	1	1
389	внутренний и	1	1
390	есть люди	1	1
391	как мы	12	1
392	всех сторон	1	1
393	и о	1	1
394	формы и	1	1
395	для всего	2	1
396	в средневековой	1	1
397	в организации	2	1
398	нет никакой	1	1
399	с внешним	1	1
400	не за	1	1
401	особенно в	1	1
402	мог бы	1	1
403	и каждый	1	1
404	они как	1	1
405	на них	1	1
406	путем перевода	2	1
407	образом в	2	1
408	основе своей	1	1
409	самим собой	2	1
410	искусства и	1	1
411	характер этого	1	1
412	одного из	1	1
413	каждом из	1	1
414	входил в	1	1
415	от них	1	1
416	а потому	1	1
417	отметить что	2	1
418	вслед за	1	1
419	строго отграниченная	1	1
420	тем более	2	1
421	здесь выступает	1	1
422	и прочих	1	1
423	замечательный образец	1	1
424	того что	3	1
425	сатиры как	1	1
426	рассуждение о	1	1
427	и одновременно	1	1
428	всякого рода	1	1
429	с художественным	1	1
430	тот же	4	1
431	одной из	3	1
432	с ними	1	1
433	и так	1	1
434	они могут	2	1
435	этим словом	1	1
436	по этому	1	1
437	литературе и	3	1
438	в уста	1	1
439	между отдельными	1	1
440	человека с	2	1
441	так что	2	1
442	сцены и	2	1
443	есть в	3	1
444	литературы в	1	1
445	да еще	2	1
446	смерть и	1	1
447	или даже	1	1
448	связывается с	1	1
449	глаза и	1	1
450	характерно что	2	1
451	воображения и	1	1
452	одно из	1	1
453	себе в	2	1
454	и их	3	1
455	ведь это	2	1
456	могло бы	1	1
457	вовсе не	7	1
458	основания для	1	1
459	к ним	1	1
460	в самый	1	1
461	играет в	1	1
462	человек как	1	1
463	в широком	1	1
464	он так	1	1
465	и строго	1	1
466	для того	1	1
467	границы и	1	1
468	возвращение в	1	1
469	до сих	3	1
470	функцию в	1	1
471	как у	3	1
472	связаны с	7	1
473	перестают быть	1	1
474	с мотивом	2	1
475	а именно	2	1
476	к которому	1	1
477	веселым и	1	1
478	есть от	1	1
479	в предисловии	1	1
480	и между	1	1
481	на чем	1	1
482	это все	2	1
483	было и	2	1
484	а с	1	1
485	и др	10	1
486	себя и	1	1
487	превращается в	2	1
488	на этот	1	1
489	не знает	1	1
490	было сказано	1	1
491	или с	2	1
492	с помощью	6	1
493	на фоне	1	1
494	видит здесь	1	1
495	на новую	1	1
496	все основные	2	1
497	этого героя	1	1
498	к себе	2	1
499	в предыдущей	2	1
500	в литературе	5	1
501	хотя он	2	1
502	был в	2	1
503	другого человека	1	1
504	ему о	1	1
505	стороны с	2	1
506	с этой	3	1
507	сих пор	3	1
508	не будем	2	1
509	но это	3	1
510	между прочим	1	1
511	и тогда	1	1
512	т.п все	2	1
513	под названием	1	1
514	в книге	3	1
515	это уже	2	1
516	в сферу	1	1
517	в мировой	1	1
518	всего они	1	1
519	в связи	1	1
520	через царство	1	1
521	в пределе	2	1
522	как на	1	1
523	со всех	1	1
524	силой здесь	1	1
525	себя самого	1	1
526	от него	2	1
527	на границах	3	1
528	бы в	2	1
529	стороны в	1	1
530	но если	2	1
531	здесь только	3	1
532	от лица	1	1
533	этот вопрос	1	1
534	между ними	3	1
535	картину мира	1	1
536	от всех	2	1
537	их с	1	1
538	к его	1	1
539	по одному	1	1
540	первом случае	3	1
541	из этого	4	1
542	в трех	1	1
543	героя в	1	1
544	картина жизни	1	1
545	его естественной	1	1
546	жизни и	3	1
547	к этой	1	1
548	и другие	2	1
549	нам известно	1	1
550	все что	4	1
551	они не	3	1
552	честное слово	1	1
