N	3gram	Bakhtin_Fr_4	Analitik
1	о том что	2	6
2	в том что	1	6
3	в данном случае	1	5
4	с одной стороны	2	4
5	к тому же	1	4
6	подобно тому как	3	3
7	в этом отношении	1	3
8	в самом начале	1	3
9	в соответствии с	1	2
10	с точки зрения	2	2
11	в то же	8	2
12	и то что	1	2
13	то есть в	2	2
14	не только в	2	2
15	в отличие от	1	2
16	по природе своей	1	2
17	с другой стороны	3	2
18	то же время	8	2
19	в конечном счете	1	2
20	в этой системе	3	2
21	тех или иных	1	2
22	если бы он	1	1
23	можно сказать что	1	1
24	еще и до	1	1
25	между прочим и	1	1
26	более или менее	3	1
27	что один из	1	1
28	те же самые	1	1
29	имеется в виду	2	1
30	но и в	3	1
31	и если бы	1	1
32	как будто он	1	1
33	мотивов в том	1	1
34	со всех сторон	1	1
35	которые при этом	1	1
36	в полной мере	1	1
37	до известной степени	1	1
38	и т.п и	1	1
39	из них в	1	1
40	на этот раз	1	1
41	и все его	1	1
42	в сущности это	1	1
43	и тот же	2	1
44	и то же	1	1
45	это своего рода	2	1
46	в свою очередь	1	1
47	в связи с	1	1
48	одно и то	1	1
49	от них не	1	1
50	лишь одной из	1	1
51	не может быть	1	1
52	же самое что	1	1
53	первый и второй	1	1
54	в споре о	1	1
55	жизнью и смертью	1	1
56	что одно и	1	1
57	в чем дело	1	1
58	но в качестве	1	1
59	то же самое	1	1
