N	2gram	Tiupa_Hudo_1	Formalny
1	т е	4	34
2	и в	14	24
3	в его	8	23
4	прежде всего	11	22
5	и не	2	20
6	так и	13	18
7	точки зрения	5	16
8	не может	7	16
9	в этом	11	15
10	в нем	3	14
11	может быть	5	14
12	с точки	3	13
13	и т	11	12
14	в своем	4	11
15	как и	9	11
16	в своей	10	11
17	в их	2	11
18	не менее	5	11
19	должно быть	2	11
20	в ней	4	10
21	то же	9	10
22	вовсе не	1	10
23	и ее	1	10
24	и его	5	10
25	а не	12	10
26	в то	8	9
27	и потому	2	9
28	все это	2	9
29	и на	3	8
30	как в	8	8
31	т д	3	8
32	и с	4	8
33	лишь в	3	8
34	не в	7	8
35	литературы в	1	8
36	же время	8	8
37	в ее	3	8
38	произведения и	1	8
39	именно в	7	8
40	то что	8	8
41	в свою	1	8
42	на самом	2	7
43	с ее	2	7
44	не только	12	7
45	место в	1	7
46	жизни и	5	7
47	до конца	2	7
48	и от	4	7
49	но и	5	7
50	еще не	7	6
51	самом деле	5	6
52	отнюдь не	3	6
53	более или	1	6
54	в целом	2	6
55	все эти	3	6
56	в этой	8	6
57	как бы	7	6
58	входит в	1	6
59	как таковой	1	6
60	или менее	1	6
61	она не	4	6
62	свою очередь	1	6
63	на основе	2	6
64	в пределах	3	6
65	до сих	2	6
66	в том	12	6
67	было бы	6	6
68	как это	1	6
69	сих пор	2	6
70	и все	4	6
71	а в	7	6
72	хотя бы	1	5
73	во всех	1	5
74	но в	5	5
75	в самом	4	5
76	при этом	12	5
77	по себе	2	5
78	не могло	1	5
79	и до	1	5
80	как мы	3	5
81	непосредственно в	1	5
82	что бы	1	5
83	в литературе	3	5
84	того что	4	5
85	только на	2	5
86	со стороны	3	5
87	с другой	1	5
88	и др	1	5
89	формы и	1	5
90	художественных произведений	1	4
91	с его	5	4
92	по отношению	8	4
93	и к	4	4
94	в которой	1	4
95	главным образом	1	4
96	не как	1	4
97	не из	1	4
98	в мире	3	4
99	как о	1	4
100	друг друга	5	4
101	к социальной	1	4
102	при таком	1	4
103	никогда не	6	4
104	если бы	3	4
105	всяком случае	1	4
106	с одной	1	4
107	т п	8	4
108	литературного произведения	1	4
109	одной стороны	1	4
110	в связи	3	4
111	в частности	5	4
112	отношению к	8	4
113	стороны и	1	4
114	с этой	2	4
115	что в	6	4
116	к этой	3	4
117	во всяком	1	4
118	это и	1	3
119	мы не	2	3
120	по аналогии	1	3
121	время в	1	3
122	в литературоведении	1	3
123	но не	3	3
124	в общем	1	3
125	отношение к	1	3
126	как к	3	3
127	все же	3	3
128	когда он	1	3
129	и как	1	3
130	в себе	11	3
131	так сказать	2	3
132	он не	4	3
133	всех этих	1	3
134	он должен	1	3
135	то ни	1	3
136	его в	3	3
137	литературном произведении	1	3
138	в жизни	1	3
139	среды и	1	3
140	они не	2	3
141	в отношении	1	3
142	тем самым	1	3
143	но для	1	3
144	не о	2	3
145	в основе	1	3
146	связи с	4	3
147	сводится к	1	3
148	всего в	1	3
149	к тому	7	3
150	здесь не	2	3
151	ясно что	2	3
