N	2gram	Bakhtin_Pr_2	Otkroven
1	о человеке	1	29
2	у него	6	22
3	и в	45	19
4	у достоевского	14	19
5	но и	15	13
6	и не	42	13
7	в этом	20	12
8	из подполья	4	11
9	человека в	5	11
10	не в	8	11
11	не только	16	11
12	может быть	18	11
13	а не	10	11
14	человека и	2	10
15	в нем	20	10
16	и все	1	10
17	в самой	3	9
18	прежде всего	11	9
19	к человеку	1	9
20	не было	2	9
21	в человеке	10	9
22	никогда не	17	9
23	потому что	8	9
24	и он	3	8
25	ивана карамазова	4	7
26	он всегда	1	7
27	в его	22	7
28	человек не	1	7
29	он не	9	7
30	лишь в	2	7
31	до конца	7	7
32	ни с	2	7
33	но он	1	7
34	от него	3	7
35	великом инквизиторе	1	6
36	человеческой души	1	6
37	как и	14	6
38	все это	5	6
39	отношение к	8	5
40	в том	8	5
41	в самом	13	5
42	в этой	1	5
43	человеке в	1	5
44	для него	9	5
45	нужно искать	1	5
46	достоевского и	2	5
47	в творчестве	1	5
48	него в	1	5
49	для достоевского	4	5
50	а в	3	5
51	то что	5	5
52	записок из	1	5
53	достоевского все	1	4
54	достоевского есть	1	4
55	он сам	6	4
56	в преступлении	2	4
57	с его	8	4
58	все в	1	4
59	достоевского не	8	4
60	грани и	1	4
61	все эти	4	4
62	герои достоевского	2	4
63	на земле	1	4
64	его мысли	1	4
65	в самую	2	4
66	что не	5	4
67	в идиоте	1	4
68	человеческих отношений	2	4
69	не может	24	4
70	в романах	8	4
71	достоевский не	3	4
72	того чтобы	1	4
73	и его	8	4
74	всегда есть	1	4
75	что в	6	4
76	только и	1	4
77	нем нет	1	3
78	и есть	1	3
79	в бесах	1	3
80	достоевского в	4	3
81	о том	3	3
82	еще не	9	3
83	самого достоевского	2	3
84	к нему	11	3
85	преступлении и	2	3
86	подполья и	1	3
87	было бы	4	3
88	того что	3	3
89	что он	7	3
90	и ее	7	3
91	это за	1	3
92	в себе	5	3
93	и вот	2	3
94	не могут	1	3
95	для того	1	3
96	это было	2	3
97	что человек	1	3
98	это не	3	3
99	достоевский был	1	3
100	мысли и	3	3
101	могут быть	4	3
102	как бы	15	3
103	романах достоевского	6	3
104	с ним	8	3
105	в русской	2	3
106	как художник	3	3
107	и от	3	3
108	в этих	4	3
109	хотя бы	5	3
110	в своих	4	3
111	и наказании	2	3
112	все что	3	3
113	он прежде	2	2
114	и с	7	2
115	в ее	3	2
