N	2gram	Berdyaev_M_1	Problema
1	и в	28	44
2	вовсе не	1	37
3	и не	11	35
4	не есть	9	35
5	то есть	3	34
6	может быть	30	28
7	потому что	16	25
8	то что	5	23
9	в том	6	21
10	только в	6	19
11	а не	25	18
12	в этом	20	17
13	также и	2	16
14	даже и	2	16
15	для нас	3	16
16	сказать что	2	16
17	когда мы	2	15
18	и то	1	14
19	не только	29	14
20	и даже	1	14
21	и т	1	13
22	не в	16	13
23	но в	7	12
24	том что	3	12
25	так что	1	12
26	то это	1	10
27	так и	1	10
28	как и	5	10
29	не менее	1	10
30	у нас	5	10
31	в виду	2	10
32	но и	25	10
33	не имеет	3	9
34	в нем	13	9
35	и с	3	9
36	это не	5	9
37	в то	2	9
38	и это	12	9
39	в его	9	9
40	что и	4	9
41	что он	10	9
42	так как	3	9
43	как бы	2	9
44	и от	2	9
45	во всяком	1	9
46	смысле слова	4	8
47	у гоголя	1	8
48	в себе	7	8
49	он не	24	8
50	было бы	10	8
51	но это	1	8
52	только и	3	8
53	того что	7	8
54	а именно	1	8
55	что же	1	8
56	что мы	1	8
57	что в	10	8
58	это и	4	7
59	мы не	1	7
60	на самом	1	7
61	все эти	2	7
62	с ним	2	7
63	и что	2	7
64	значит что	4	7
65	уже не	4	7
66	не может	28	7
67	и потому	10	7
68	все же	2	6
69	и к	2	6
70	о том	2	6
71	но если	3	6
72	никогда не	14	6
73	и только	1	6
74	всяком случае	1	6
75	нет ничего	7	6
76	жизни и	2	6
77	и есть	14	5
78	есть не	4	5
79	еще не	1	5
80	за пределы	4	5
81	что они	1	5
82	в своем	10	5
83	с тем	9	5
84	и сам	1	5
85	точки зрения	4	5
86	в своей	15	5
87	и его	9	5
88	и о	1	5
89	в ней	15	5
90	с той	1	5
91	то и	1	5
92	в конце	7	5
93	не было	18	5
94	так же	1	5
95	как в	2	5
96	да и	1	5
97	все это	6	5
98	а в	4	5
99	с ней	2	5
100	не что	1	4
101	мы уже	1	4
102	время как	2	4
103	что иное	1	4
104	и самой	1	4
105	он сам	6	4
106	иное как	1	4
107	то время	2	4
108	заключается в	1	4
109	и без	1	4
110	только с	1	4
111	есть только	2	4
112	отличается от	2	4
113	в ее	3	4
114	можно было	1	4
115	самостоятельное значение	1	4
116	же и	1	4
117	ни с	4	4
118	тем что	4	4
119	нас в	1	4
120	на этот	2	4
121	мы говорим	1	4
122	это значит	3	4
123	в каком	2	4
124	в искусстве	1	4
125	отношения к	4	3
126	имеет свою	1	3
127	и ее	1	3
128	но не	8	3
129	и как	2	3
130	в самом	11	3
131	в этой	6	3
132	говорят о	1	3
133	конце концов	2	3
134	свой собственный	1	3
135	оно всегда	1	3
136	значение в	1	3
137	об этом	1	3
138	его в	3	3
139	том смысле	2	3
140	не значит	2	3
141	что такое	1	3
142	себе а	1	3
143	в которых	4	3
144	бы быть	1	3
145	человека но	4	3
146	чем не	1	3
