N	3gram	Vinokur_St_2	Analitik
1	в том что	16	7
2	по отношению к	1	7
3	с другой стороны	3	5
4	о том что	11	5
5	в свою очередь	1	4
6	в сочетании с	2	3
7	в данном случае	1	3
8	то же время	1	3
9	не только не	2	3
10	в то же	1	3
11	к тому же	2	3
12	в этом отношении	9	3
13	дело в том	4	2
14	в ответ на	1	2
15	том что он	5	2
16	с точки зрения	2	2
17	в отличие от	2	2
18	в значительной степени	2	2
19	тем не менее	2	2
20	не только к	1	2
21	во всяком случае	3	2
22	в свое время	1	2
23	к тому времени	2	1
24	внимание лишь на	1	1
25	отвечает на этот	1	1
26	а между тем	1	1
27	не только по	2	1
28	не говоря уже	1	1
29	произведения но и	1	1
30	на самом деле	1	1
31	в самом деле	2	1
32	и в особенности	1	1
33	в этом смысле	1	1
34	в этом случае	1	1
35	между тем в	1	1
36	до сих пор	5	1
37	говоря уже о	1	1
38	в зависимости от	1	1
39	ни у кого	1	1
40	что он не	4	1
41	таким образом в	1	1
42	в сущности говоря	1	1
43	именно вследствие этого	1	1
44	на этот вопрос	1	1
45	в царском селе	1	1
46	тогда как у	1	1
47	с тех пор	1	1
48	именно в этом	1	1
49	как раз в	2	1
50	сам по себе	1	1
51	нам еще предстоит	1	1
52	в том чтобы	1	1
53	или иначе в	1	1
54	главы евгения онегина	1	1
55	воспоминания в царском	1	1
56	тот факт что	4	1
57	так и в	2	1
58	не столько в	2	1
59	принадлежат к числу	1	1
60	в известном смысле	1	1
61	не столько как	1	1
62	всяком случае не	2	1
63	так или иначе	1	1
64	не в том	2	1
65	для него самого	2	1
66	в связи с	1	1
67	так и на	1	1
68	вольному воля а	1	1
69	для того чтобы	5	1
70	прежде всего к	1	1
71	относится не только	1	1
72	достаточно обратить внимание	1	1
73	при этом и	1	1
74	в одном из	3	1
75	в связь с	1	1
76	как бы ни	1	1
77	вопрос о том	3	1
78	смешно как мелодрама	1	1
79	в статье о	1	1
80	речь идет о	3	1
81	идет о том	1	1
82	заключается в том	1	1
83	можно судить по	1	1
84	дело не в	1	1
85	обратить внимание на	4	1
