N	3gram	Losev_Vlad_3	KulturaY
1	с точки зрения	6	16
2	в самом деле	1	11
3	для того чтобы	1	11
4	можно было бы	1	10
5	тем не менее	9	9
6	до сих пор	1	8
7	в том что	10	8
8	той или иной	1	5
9	в этом случае	1	4
10	в том случае	3	4
11	в данном случае	2	4
12	с одной стороны	3	4
13	и в этом	5	4
14	в связи с	2	4
15	сам по себе	2	3
16	и тем не	1	3
17	не только в	1	3
18	а с другой	2	3
19	в первую очередь	1	3
20	с другой стороны	2	3
21	не может быть	6	3
22	о том что	8	3
23	том случае когда	1	3
24	не говоря уже	1	2
25	в том числе	1	2
26	как раз и	5	2
27	только в том	3	2
28	в таком случае	2	2
29	в отличие от	3	2
30	при этом что	1	2
31	только то что	1	2
32	с тем чтобы	1	2
33	ни в какой	1	2
34	в своей статье	1	2
35	в известном смысле	1	2
36	потому что в	1	2
37	на себя внимание	2	2
38	лишь в том	1	2
39	на русский язык	1	2
40	а не просто	1	2
41	более или менее	5	2
42	если бы не	1	2
43	сама по себе	1	2
44	должно быть в	1	2
45	что и в	3	2
46	к тому же	5	2
47	как мы видели	3	2
48	ясно однако что	1	2
49	уже не только	1	2
50	по существу же	2	1
51	тому что мы	1	1
52	не принимая во	1	1
53	которых он мог	1	1
54	таким образом если	1	1
55	потому что он	1	1
56	а наоборот всячески	1	1
57	что же касается	5	1
58	само собой разумеется	2	1
59	то ни стало	2	1
60	ровно ничего не	1	1
61	должны сказать что	2	1
62	и в нашем	1	1
63	к учению о	1	1
64	также и в	2	1
65	есть прежде всего	2	1
66	при таких условиях	2	1
67	в этом смысле	3	1
68	то же самое	1	1
69	он мог бы	1	1
70	не так уж	2	1
71	мы имеем право	1	1
72	во что бы	2	1
73	и в то	2	1
74	вопрос о значении	1	1
75	в иных случаях	1	1
76	эта заключается в	1	1
77	в строгом смысле	1	1
78	бы то ни	3	1
79	каждой из этих	1	1
80	после всего этого	1	1
81	а так как	1	1
82	что сам же	1	1
83	с тем что	1	1
84	не иначе как	1	1
85	это вовсе не	1	1
86	идет только о	1	1
87	же при таких	1	1
88	значении этого слова	1	1
89	не только не	1	1
90	с этой точки	1	1
91	вместе с тем	6	1
92	что даже в	1	1
93	может быть и	1	1
94	принимая во внимание	1	1
95	хотя бы и	3	1
96	что бы то	2	1
97	на которых он	1	1
98	в то время	4	1
99	и то не	1	1
100	так же как	2	1
101	обращает на себя	2	1
102	заключается в том	1	1
103	в данном вопросе	1	1
104	ясно что в	1	1
105	в противном случае	1	1
106	только как на	1	1
107	не стоило бы	1	1
108	то что он	1	1
109	и в отношении	3	1
110	и каждый раз	1	1
111	в связи со	1	1
112	во всяком случае	3	1
113	в каком смысле	1	1
114	тем что в	1	1
115	не имеет ничего	2	1
116	такая точка зрения	1	1
117	этой точки зрения	1	1
118	если мы будем	1	1
119	по существу то	1	1
120	что учение о	1	1
121	то же время	2	1
122	то мы найдем	1	1
123	мы не можем	1	1
124	против того что	1	1
125	и вместе с	2	1
126	по себе уже	1	1
127	само по себе	3	1
128	мы должны сказать	1	1
129	речь шла о	1	1
130	самым внимательным образом	1	1
131	и так как	1	1
132	выходит за пределы	1	1
133	не выходит за	1	1
134	не с точки	1	1
135	могут и должны	1	1
136	в данном отношении	1	1
137	а вместе с	1	1
138	в то же	3	1
139	в вопросе о	2	1
140	по этому поводу	1	1
141	к тому что	2	1
142	в том смысле	1	1
143	самом деле ведь	1	1
144	того кто такой	1	1
145	все подобного рода	1	1
146	те или иные	2	1
147	общее у обоих	1	1
148	этому вопросу не	1	1
149	и говорить и	1	1
