N	2gram	Tiupa_Anal_3	FransuaR
1	и в	18	41
2	то есть	10	24
3	и т.п	5	19
4	мы уже	1	18
5	во всех	2	17
6	таким образом	4	17
7	в нем	2	16
8	и его	13	13
9	но и	13	13
10	в этом	14	12
11	как мы	1	12
12	все эти	2	11
13	все это	3	11
14	в самом	5	10
15	не только	22	10
16	и др	1	10
17	прежде всего	5	10
18	то что	2	10
19	и на	4	9
20	о том	6	9
21	и все	2	9
22	здесь и	3	8
23	в сущности	5	8
24	но в	2	8
25	в этой	6	8
26	никогда не	5	8
27	и до	1	7
28	в них	2	7
29	как и	14	7
30	том что	12	7
31	в его	7	7
32	вовсе не	1	7
33	у него	1	7
34	в особенности	3	7
35	связаны с	1	7
36	как бы	10	7
37	что в	9	7
38	например в	2	6
39	в году	3	6
40	в то	3	6
41	один из	2	6
42	с помощью	1	6
43	вместе с	2	6
44	сказать что	2	6
45	что он	4	6
46	и он	2	5
47	с его	8	5
48	в ее	3	5
49	в своем	4	5
50	в себе	2	5
51	то же	3	5
52	той же	5	5
53	рядом с	1	5
54	во всем	3	5
55	тем что	2	5
56	так и	14	5
57	а также	2	5
58	же время	3	5
59	в литературе	1	5
60	в одном	4	5
61	большинстве случаев	1	5
62	там где	2	5
63	в той	2	5
64	того же	5	4
65	самом деле	2	4
66	в ней	2	4
67	он был	1	4
68	как в	3	4
69	и как	4	4
70	та же	1	4
71	а затем	1	4
72	в другом	1	4
73	не в	6	4
74	даже в	2	4
75	но они	2	4
76	в основе	1	4
77	того чтобы	1	4
78	все же	4	4
79	у нас	1	4
80	роль в	3	4
81	с ним	1	4
82	тот же	1	4
83	с одной	2	4
84	уже в	3	4
85	в большинстве	2	4
86	в результате	5	4
87	и даже	8	4
88	с другой	7	4
89	именно в	3	4
90	одной стороны	2	4
91	и от	2	4
92	а в	10	4
93	не может	2	4
94	из этого	1	4
95	все что	1	4
96	он сам	1	3
97	как у	1	3
98	мы будем	1	3
99	с этим	3	3
100	перед нами	4	3
101	в первом	2	3
102	при этом	11	3
103	и сам	4	3
104	характер в	1	3
105	связанных с	1	3
106	с другими	1	3
107	было бы	3	3
108	и их	1	3
109	втором случае	1	3
110	своего героя	1	3
111	также что	1	3
112	потому что	1	3
113	этом отношении	3	3
114	те же	2	3
115	никак не	1	3
116	до сих	1	3
117	во втором	4	3
118	того что	1	3
119	одной из	1	3
120	только в	2	3
121	литературе и	1	3
122	в начале	6	3
123	есть в	1	3
124	что не	3	3
125	в данном	4	3
126	в первой	8	3
127	и не	12	3
128	с этой	1	3
129	сих пор	1	3
130	но это	1	3
131	не мог	2	3
132	в книге	1	3
133	и для	2	3
134	на границах	1	3
135	на языке	3	3
136	здесь только	1	3
137	между ними	1	3
138	первом случае	1	3
139	жизни и	1	3
140	в искусстве	2	3
141	они не	1	3
142	как известно	1	2
143	связана с	1	2
144	это и	2	2
145	из самых	1	2
146	с точки	2	2
147	было и	1	2
148	включая и	1	2
149	мы не	3	2
150	не будем	1	2
151	говорить о	3	2
152	а для	2	2
153	но не	7	2
154	дело обстоит	1	2
155	в новом	2	2
156	были глубоко	1	2
157	за пределы	1	2
158	что они	3	2
159	в истории	1	2
160	точки зрения	3	2
161	хотя и	2	2
162	и отчасти	1	2
163	раз в	1	2
164	и тот	1	2
165	так сказать	2	2
166	на его	2	2
167	он не	6	2
168	всех этих	1	2
169	самим собой	1	2
170	лишь в	5	2
171	это было	1	2
172	заключается в	1	2
173	а за	1	2
174	и само	1	2
175	стороны с	1	2
176	одного и	3	2
177	из этих	3	2
178	но если	1	2
179	и сейчас	1	2
180	в своей	1	2
181	для этого	1	2
182	как о	1	2
183	путем перевода	1	2
184	у кого	1	2
185	себе самом	1	2
186	для всего	1	2
187	так что	1	2
188	связи с	1	2
189	это уже	1	2
190	превращается в	1	2
191	к себе	1	2
192	не могут	1	2
193	данном случае	3	2
194	в дальнейшем	2	2
195	в романе	2	2
196	образом в	1	2
197	внимание на	4	2
198	в значительной	2	2
199	между тем	5	2
200	там и	1	2
201	тем более	1	2
202	а именно	1	2
203	но с	2	2
204	они могут	1	2
205	со всеми	2	2
206	человека с	1	2
207	себя в	4	2
208	да еще	1	2
209	что если	1	2
210	характерно что	1	2
211	т.п все	1	2
212	себе в	1	2
213	ведь это	1	2
214	и прежде	2	2
215	в конце	5	2
216	каждый из	1	2
217	может быть	9	2
218	как раз	7	2
219	в форме	2	2
220	человека и	1	2
221	с мотивом	1	2
222	этой роли	1	2
223	был в	1	2
224	а не	9	2
225	одну из	2	2
226	или с	1	2
227	в организации	1	2
228	в частности	12	2
229	все основные	1	2
230	и потому	2	2
231	как это	3	2
232	в предыдущей	1	2
233	сцены и	1	2
234	хотя он	1	2
235	что мы	2	2
236	в пределе	1	2
237	мира и	2	2
238	от него	1	2
239	в эту	1	2
240	бы в	1	2
241	в том	9	2
242	все они	2	2
243	и у	1	2
244	это все	1	2
245	другой стороны	5	2
246	от всех	1	2
247	есть и	1	2
248	отметить что	1	2
249	и другие	1	2
250	занимает место	1	1
251	честное слово	1	1
252	сам по	1	1
253	утверждение что	1	1
254	на самом	1	1
255	ибо как	1	1
256	то в	2	1
257	тем же	1	1
258	ни имя	2	1
259	фольклора и	1	1
260	из его	1	1
261	с таким	1	1
262	поскольку их	1	1
263	в зависимости	1	1
264	в их	6	1
265	его не	3	1
266	поднимается на	1	1
267	и себя	1	1
268	на первом	1	1
269	категорий и	1	1
270	за себя	1	1
271	что уже	1	1
272	он как	1	1
273	как имя	1	1
274	совпадает с	1	1
275	принадлежит к	4	1
276	этим словом	1	1
277	ему в	1	1
278	обратное влияние	1	1
279	зависимости от	1	1
280	еще не	6	1
281	на них	1	1
282	между собой	1	1
283	далее в	1	1
284	мысли и	1	1
285	на их	1	1
286	время в	1	1
287	тем как	1	1
288	бы не	1	1
289	этого героя	1	1
290	о смерти	3	1
291	свою жизнь	2	1
292	по отношению	7	1
293	отношение к	1	1
294	развит в	1	1
295	один и	1	1
296	к третьему	2	1
297	как говорит	3	1
298	с чисто	1	1
299	первых двух	1	1
300	что по	4	1
301	и к	4	1
302	в ожидании	1	1
303	заполнить собою	1	1
304	и хотя	1	1
305	со своей	8	1
306	в целом	3	1
307	сливается с	1	1
308	монолог в	1	1
309	во многих	1	1
310	его части	2	1
311	не могла	2	1
312	роли в	3	1
313	частности и	1	1
314	в соответствующей	1	1
315	они в	1	1
316	при виде	1	1
317	с именем	1	1
318	не как	2	1
319	его естественной	1	1
320	и вот	2	1
321	по общему	1	1
322	из виду	1	1
323	этой темы	1	1
324	и по	2	1
325	такого же	1	1
326	значительной степени	2	1
327	в каждом	3	1
328	для всех	2	1
329	тем в	1	1
330	другого человека	1	1
331	и момент	1	1
332	был первым	1	1
333	его в	3	1
334	характер этого	1	1
335	в глазах	2	1
336	он есть	1	1
337	отца и	1	1
338	между отдельными	1	1
339	в жизни	2	1
340	смерть и	1	1
341	основания для	1	1
342	самом центре	1	1
343	далеко не	4	1
344	с тем	2	1
345	же самого	1	1
346	которой он	1	1
347	он и	3	1
348	несмотря на	2	1
349	литературе как	1	1
350	обратимся к	1	1
351	и тогда	1	1
352	и того	3	1
353	таким же	1	1
354	особенности же	1	1
355	в следующем	1	1
356	живота и	1	1
357	место в	1	1
358	видел в	1	1
359	не столько	3	1
360	содержания а	1	1
361	могло бы	1	1
362	своего рода	8	1
363	от его	2	1
364	одном из	1	1
365	чтоб я	1	1
366	поэтому в	2	1
367	мир и	1	1
368	оно никогда	1	1
369	времени не	1	1
370	того кто	1	1
371	в устах	1	1
372	слов о	1	1
373	что имя	1	1
374	для нее	1	1
375	по себе	4	1
376	же мы	1	1
377	этих трех	1	1
378	что мотив	1	1
379	не менее	4	1
380	до известной	3	1
381	все три	2	1
382	интересных и	1	1
383	дело в	2	1
384	на него	1	1
385	всего один	1	1
