N	4gram	Vygotskiy__2	Formalny
1	в то же время	2	8
2	что бы то ни	1	2
3	бы то ни стало	1	2
4	и не может быть	1	2
5	с точки зрения их	1	2
6	во что бы то	1	2
7	в связи с этим	1	2
8	все более и более	2	2
9	в своих последних работах	1	1
10	и т п в	1	1
11	какого бы то ни	1	1
12	заключается в том чтобы	1	1
13	его жизнь и судьба	1	1
14	бы то ни было	1	1
15	с этой точки зрения	1	1
16	том и заключается что	1	1
17	в зависимости от того	1	1
18	состоит в том чтобы	2	1
19	с точки зрения этой	1	1
20	в том и заключается	2	1
21	и в том что	1	1
22	ни на минуту не	1	1
