N	2gram	Bakhtin_Fr_5	Dialekti
1	и не	15	30
2	и есть	2	19
3	а не	4	18
4	ничего не	4	17
5	может быть	2	17
6	то что	2	16
7	и в	45	15
8	как бы	12	14
9	точки зрения	4	14
10	не имеет	3	14
11	так как	6	14
12	что это	2	13
13	того что	3	13
14	это не	3	12
15	в этом	14	11
16	и вот	3	11
17	говорить о	2	11
18	в том	10	11
19	прежде всего	10	11
20	не может	5	11
21	и все	7	11
22	том что	7	10
23	в основе	4	10
24	потому что	7	10
25	с ее	5	10
26	это и	5	9
27	то же	11	9
28	мы не	4	9
29	было бы	2	9
30	с точки	2	9
31	и что	2	9
32	и пр	1	9
33	все это	7	9
34	что иное	1	8
35	в чем	2	8
36	не в	7	8
37	в себе	1	8
38	не только	14	8
39	ни в	3	8
40	и это	4	8
41	и о	4	8
42	и ее	1	8
43	иное как	1	8
44	не что	1	8
45	не просто	1	7
46	и мы	1	7
47	как и	10	7
48	и вообще	2	7
49	ровно ничего	1	7
50	и его	13	7
51	только в	4	7
52	что он	6	7
53	что в	12	7
54	перед нами	4	6
55	хотя и	5	6
56	если бы	1	6
57	в то	11	6
58	же время	9	6
59	что и	7	6
60	вовсе не	8	6
61	и даже	4	6
62	а именно	2	6
63	тем более	1	6
64	сказать что	4	6
65	ни на	1	6
66	знаете что	1	5
67	той же	4	5
68	в сущности	4	5
69	и на	5	5
70	с его	7	5
71	только тогда	1	5
72	в своем	11	5
73	то в	1	5
74	на то	1	5
75	что она	3	5
76	в нем	10	5
77	в вечности	1	5
78	есть не	1	5
79	в жизни	1	5
80	же это	1	5
81	что я	1	5
82	в ней	8	5
83	того чтобы	6	5
84	тогда когда	1	5
85	как таковой	1	5
86	таким образом	8	5
87	как только	1	5
88	о том	4	5
89	в себя	5	5
90	так и	6	5
91	другими словами	1	5
92	можно сказать	2	5
93	и можно	1	5
94	именно в	3	5
95	в свете	2	5
96	если мы	2	5
97	для того	6	5
98	и для	3	5
99	также и	7	4
100	хотя бы	2	4
101	что они	1	4
102	в этой	6	4
103	в течение	3	4
104	и как	5	4
105	не как	1	4
