N	3gram	Voloshinov_2	Komedia
1	в том что	6	9
2	с другой стороны	1	5
3	к тому же	2	5
4	том что он	2	4
5	то же время	8	4
6	в то же	8	4
7	по отношению к	8	3
8	в этом отношении	1	3
9	с одной стороны	3	3
10	о том что	3	3
11	из всего этого	1	2
12	не говоря уже	1	2
13	то же самое	5	2
14	говоря уже о	1	2
15	но и в	2	2
16	в первую очередь	1	2
17	до сих пор	3	2
18	как и в	1	2
19	то ни было	4	2
20	бы то ни	4	2
21	во всяком случае	2	2
22	внешней и внутренней	1	2
23	или может быть	2	2
24	на то что	2	2
25	таким образом в	1	2
26	что иное как	1	1
27	чуть ли не	1	1
28	более или менее	2	1
29	в том числе	1	1
30	в соответствии с	1	1
31	к одной из	1	1
32	в зависимости от	2	1
33	а может быть	1	1
34	сам по себе	1	1
35	независимо от того	1	1
36	одна из них	1	1
37	все его герои	1	1
38	в коем случае	2	1
39	именно здесь в	1	1
40	в значительной степени	2	1
41	чтобы убедиться в	1	1
42	не только в	1	1
43	в высшей степени	3	1
44	смысле этого слова	4	1
45	в той же	1	1
46	обстоит дело с	1	1
47	в отличие от	3	1
48	так или иначе	1	1
49	соответствии с этим	1	1
50	о которых мы	1	1
51	и в том	1	1
52	но он не	1	1
53	до конца и	1	1
54	с самого начала	5	1
55	ни в коем	2	1
56	все перемены в	1	1
57	в отрыве от	1	1
58	и прежде всего	2	1
59	не что иное	1	1
60	один за другим	1	1
61	друг от друга	1	1
62	в большинстве случаев	5	1
63	как мы уже	3	1
64	как раз эта	1	1
65	к тому что	3	1
66	в отношении к	4	1
67	тем не менее	1	1
68	как мы видели	3	1
69	мы уже знаем	2	1
70	для того чтобы	6	1
71	мы встречаем в	2	1
72	но и все	1	1
