N	2gram	Tiupa_Anal_2	FransuaR
1	и в	16	41
2	то есть	9	20
3	таким образом	2	19
4	в этом	18	15
5	как и	14	14
6	и все	3	14
7	то же	4	13
8	все эти	1	13
9	в этой	9	13
10	мы уже	1	12
11	в его	2	12
12	в себе	7	11
13	как мы	3	11
14	в том	12	11
15	прежде всего	3	11
16	так и	15	10
17	в то	2	10
18	все это	4	10
19	в своем	4	9
20	не в	4	9
21	же время	2	9
22	и его	4	9
23	в качестве	11	9
24	и т.п	8	9
25	но и	12	9
26	что в	2	9
27	но в	6	8
28	в конце	4	8
29	то что	7	8
30	по существу	2	8
31	в нем	1	7
32	вовсе не	2	7
33	в них	1	7
34	как бы	10	7
35	и не	12	7
36	в романе	1	7
37	и до	2	6
38	ни в	1	6
39	о том	7	6
40	мы видим	1	6
41	только в	4	6
42	это не	1	6
43	есть в	3	6
44	для него	4	6
45	у него	4	6
46	все они	1	6
47	как в	4	5
48	в эпизоде	10	5
49	и к	5	5
50	не только	16	5
51	на этом	4	5
52	точки зрения	4	5
53	потому что	1	5
54	всего в	2	5
55	к нему	1	5
56	уже в	1	5
57	что и	3	5
58	вместе с	2	5
59	так же	2	5
60	и для	2	5
61	а в	3	5
62	к этому	2	5
63	на место	1	4
64	место в	3	4
65	в сущности	4	4
66	и на	6	4
67	хотя и	4	4
68	и наконец	1	4
69	он не	2	4
70	картины мира	2	4
71	на этой	2	4
72	том что	12	4
73	одна из	1	4
74	ничего не	9	4
75	в виду	1	4
76	в образе	1	4
77	в одну	2	4
78	в последней	1	4
79	из одного	1	4
80	и здесь	1	4
81	слов и	1	4
82	может быть	6	4
83	было бы	3	4
84	мира в	1	4
85	все что	2	4
86	с точки	2	3
87	проникает в	1	3
88	той же	2	3
89	я не	1	3
90	с ее	2	3
91	проявляется в	3	3
92	он был	2	3
93	во всех	4	3
94	совсем не	1	3
95	его к	1	3
96	в главе	1	3
97	и те	1	3
98	лица и	1	3
99	так сказать	1	3
100	при этом	10	3
101	и по	1	3
102	в мире	6	3
103	его в	2	3
104	несмотря на	3	3
105	в своей	2	3
106	таким же	1	3
107	в их	3	3
108	тем самым	4	3
109	в отношении	1	3
110	не имеет	2	3
111	тем что	3	3
112	как о	3	3
113	свою очередь	1	3
114	можно было	3	3
115	и вся	1	3
116	о нем	1	3
117	все его	1	3
118	это была	1	3
119	из них	3	3
120	и их	2	3
121	в одном	2	3
122	так как	1	3
123	нового времени	1	3
124	в третьей	1	3
125	не может	4	3
126	и потому	1	3
127	было написано	4	3
128	такой же	1	3
129	но это	1	3
130	с ними	3	3
131	в свою	1	3
132	не знает	3	3
133	того же	4	3
134	это в	1	3
135	также и	1	2
136	и то	3	2
137	здесь и	1	2
138	есть не	1	2
139	со всех	1	2
140	в которой	1	2
141	всего романа	1	2
142	и самого	1	2
143	еще не	2	2
144	оно ни	1	2
145	в чем	1	2
146	с его	1	2
147	по отношению	4	2
148	перед нами	1	2
149	более или	1	2
150	но без	1	2
151	рассказ о	1	2
152	как он	1	2
153	свое время	1	2
154	никому не	1	2
155	одно и	1	2
156	человека в	1	2
157	значительной степени	2	2
158	что все	2	2
159	это было	2	2
160	далеко не	1	2
161	мы имеем	3	2
162	которой он	1	2
163	не мог	3	2
164	в этих	2	2
165	во второй	4	2
166	в следующем	1	2
167	как-то раз	2	2
168	или менее	1	2
169	своего рода	12	2
170	дело не	2	2
171	и сама	1	2
172	глядя на	1	2
173	этой речи	1	2
174	этом отношении	3	2
175	к тому	7	2
176	не есть	2	2
177	в себя	4	2
178	роль в	2	2
179	никогда не	3	2
180	особенно в	7	2
181	начала и	1	2
182	во все	1	2
183	жизнь и	1	2
184	в словах	3	2
185	в разных	1	2
186	а также	7	2
187	и т.д	3	2
188	и оказывается	1	2
189	одного из	3	2
190	и мира	1	2
191	в значительной	2	2
192	и во	2	2
193	бы в	3	2
194	еще более	2	2
195	в литературе	1	2
196	того что	2	2
197	и высшей	1	2
198	на которой	1	2
199	оно и	1	2
200	тот же	1	2
201	одной из	3	2
202	во времени	2	2
203	и оба	1	2
204	и ее	1	2
205	для всех	2	2
206	уже не	4	2
207	только на	3	2
208	же в	1	2
209	свидетельствует о	2	2
210	отношению к	4	2
211	к самому	1	2
212	связан с	1	2
213	именно в	3	2
214	характерно для	1	2
215	образ смерти	1	2
216	а не	10	2
217	его как	2	2
218	в связи	1	2
219	но особенно	1	2
220	в данном	8	2
221	в отдельности	1	2
222	в первой	3	2
223	в состоянии	2	2
224	или в	3	2
225	в результате	3	2
226	и как	1	2
227	с ним	2	2
228	в свое	1	2
229	есть то	1	2
230	и наиболее	1	1
231	произведения но	1	1
232	отношения к	2	1
233	к их	1	1
234	с жизнью	1	1
235	как его	1	1
236	в такой	1	1
237	самом деле	1	1
238	тех же	1	1
239	между всеми	1	1
240	верхом на	1	1
241	в приведенном	1	1
242	между двумя	4	1
243	в первом	1	1
244	ведь и	2	1
245	едва ли	3	1
246	по его	1	1
247	свой мир	1	1
248	его не	1	1
249	в несколько	1	1
250	а как	2	1
251	говорит сам	1	1
252	именно к	1	1
253	со смертью	3	1
254	почти все	1	1
255	что иное	1	1
256	они были	1	1
257	но даже	1	1
258	ему в	3	1
259	конечно и	1	1
260	о судьбе	1	1
261	оказывается как	1	1
262	всех сторон	1	1
263	иное как	1	1
264	быть в	1	1
265	не был	3	1
266	это своего	1	1
267	в сюжете	1	1
268	там и	1	1
269	сказать и	1	1
270	в ее	1	1
271	но не	4	1
272	тогда как	19	1
273	от остального	1	1
274	себе и	1	1
