N	2gram	Tiupa_Hudo_1	TeoriaLi
1	в мире	3	24
2	не только	12	18
3	в качестве	9	17
4	тогда как	7	16
5	и не	2	16
6	я в	1	16
7	а в	7	14
8	состоит в	2	13
9	и в	14	13
10	в частности	5	13
11	так и	13	12
12	может быть	5	12
13	в этом	11	11
14	при этом	12	11
15	в том	12	11
16	но не	3	10
17	и его	5	10
18	в тексте	3	10
19	а не	12	10
20	то же	9	9
21	в его	8	9
22	по отношению	8	8
23	такого рода	3	8
24	своего рода	7	8
25	сводится к	1	8
26	но и	5	8
27	отношению к	8	8
28	что в	6	8
29	отличие от	1	7
30	в себе	11	7
31	том что	16	7
32	точки зрения	5	7
33	в отличие	1	7
34	в то	8	7
35	по своей	4	7
36	во второй	5	7
37	только в	5	7
38	себя в	4	7
39	как это	1	7
40	в данном	1	7
41	еще не	7	6
42	с его	5	6
43	но в	5	6
44	художественной реальности	3	6
45	в первой	6	6
46	модус художественности	1	6
47	лишь в	3	6
48	место в	1	6
49	в русской	4	6
50	же время	8	6
51	картина мира	4	6
52	как бы	7	6
53	жизни как	2	5
54	данном случае	1	5
55	в рамках	2	5
56	в своем	4	5
57	в самом	4	5
58	он не	4	5
59	того или	2	5
60	как и	9	5
61	не в	7	5
62	однако в	2	5
63	тем самым	1	5
64	а а	2	5
65	в нем	3	5
66	в ее	3	5
67	в пределах	3	5
68	а также	3	5
69	между тем	8	5
70	не сводится	1	5
71	уже не	7	5
72	не случайно	7	5
73	с другой	1	5
74	как в	8	5
75	или иного	2	5
76	героя и	5	5
77	по преимуществу	3	4
78	высказывания в	1	4
79	говорить о	3	4
80	как правило	6	4
81	конечном счете	2	4
82	а и	2	4
83	отношение к	1	4
84	хотя и	2	4
85	по пути	1	4
86	всего лишь	4	4
87	то что	8	4
88	художественного впечатления	1	4
89	организации художественного	1	4
90	ни в	5	4
91	литературного произведения	1	4
92	в слове	1	4
93	в ходе	3	4
94	в своей	10	4
95	в их	2	4
96	или менее	1	4
97	не столько	2	4
98	художественного мира	2	4
99	не менее	5	4
100	личности в	7	4
101	приводит к	3	4
102	читателя в	6	4
103	можно сказать	4	4
104	в конечном	2	4
105	в форме	2	4
106	художественного восприятия	2	4
107	и ее	1	4
108	за пределами	1	4
109	но он	3	4
110	и т.п	1	4
111	внутреннего я	2	4
112	и а	5	4
113	художественности в	2	4
114	личности и	2	4
115	в свою	1	4
116	на смену	1	4
117	не знает	2	4
118	сказать что	1	4
119	не может	7	4
120	более или	1	4
121	и то	1	3
122	на две	1	3
123	например в	2	3
124	что можно	1	3
125	а только	4	3
126	в сторону	1	3
127	не все	1	3
128	и т.д	1	3
129	в акте	1	3
130	в художественном	2	3
131	перед нами	5	3
132	и к	4	3
133	со своей	1	3
134	все эти	3	3
135	в этой	8	3
136	он должен	1	3
137	и вот	1	3
138	и по	3	3
139	его в	3	3
140	художественного письма	2	3
141	этом смысле	1	3
142	авторской позиции	2	3
143	мог бы	1	3
144	в этих	5	3
145	в текстах	1	3
146	тем не	4	3
147	в отношении	1	3
148	и внешней	1	3
149	картины мира	4	3
150	никогда не	6	3
151	как раз	4	3
152	потому что	5	3
153	свою очередь	1	3
154	в произведении	1	3
155	так в	2	3
156	в другом	2	3
157	и что	2	3
158	входит в	1	3
159	того что	4	3
160	а с	2	3
161	во времени	1	3
162	человека с	1	3
163	в итоге	1	3
164	для него	10	3
165	слова в	2	3
166	с ее	2	3
167	в финале	3	3
168	именно в	7	3
169	и др	1	3
170	прежде всего	11	3
171	художественного целого	4	3
172	и потому	2	3
173	по своему	3	3
174	своей эстетической	1	3
175	в основе	1	3
176	ни к	2	3
177	художественной целостности	1	3
178	я и	2	2
179	и это	4	2
180	это и	1	2
181	факторов художественного	1	2
182	но она	1	2
183	принадлежит к	1	2
184	я не	1	2
185	греческое слово	1	2
186	в целом	2	2
187	но напротив	1	2
188	в чем	1	2
189	чем это	1	2
190	но как	2	2
191	у него	9	2
192	свою жизнь	1	2
193	человеческих отношений	5	2
194	что они	1	2
195	его я	2	2
196	ценностный центр	1	2
197	человеческого бытия	3	2
198	как к	3	2
199	и как	1	2
200	это тоже	1	2
201	видения мира	1	2
202	в которой	1	2
203	так или	2	2
204	в притче	1	2
205	но на	1	2
206	к герою	1	2
207	к одному	1	2
208	до прихода	1	2
209	прихода в	1	2
210	не следует	2	2
211	это позиция	1	2
212	тем в	1	2
213	об этом	5	2
214	это не	7	2
215	и тем	1	2
216	к области	1	2
217	соответствии с	1	2
218	вовсе не	1	2
219	и того	1	2
220	иначе говоря	2	2
221	жанровой традиции	1	2
222	вненаходимости бахтин	1	2
223	причастной вненаходимости	1	2
224	с точки	3	2
225	от себя	2	2
226	их в	1	2
227	я героя	1	2
