N	3gram	Losev_Vlad_1	Myslijsy
1	в том что	7	7
2	до тех пор	1	6
3	не может быть	3	5
4	о том что	7	5
5	в этом слове	1	4
6	с тем что	1	4
7	и то что	4	4
8	и в этом	1	4
9	можно сказать что	2	4
10	на то что	4	4
11	для того чтобы	2	4
12	тем не менее	2	4
13	вместе с тем	1	3
14	во всяком случае	2	3
15	и т д	2	3
16	то же время	4	3
17	не только не	1	3
18	потому что в	1	3
19	в то же	4	3
20	потому что как	1	2
21	что иное как	1	2
22	тех пор пока	1	2
23	в том же	1	2
24	мы имеем дело	1	2
25	так или иначе	1	2
26	и в том	1	2
27	при этом в	1	2
28	один и тот	2	2
29	а в том	1	2
30	там же с	10	2
31	что и в	2	2
32	не что иное	1	2
33	и тот же	2	2
34	всем известно что	1	1
35	а следовательно и	1	1
36	в которой все	1	1
37	что же касается	4	1
38	лицом к лицу	1	1
39	дело в том	4	1
40	и той же	1	1
41	как было сказано	2	1
42	в том виде	1	1
43	в настоящее время	1	1
44	же время и	1	1
45	можно утверждать только	1	1
46	так что в	2	1
47	было сказано выше	1	1
48	во время своего	1	1
49	я в этом	1	1
50	ответить на вопрос	1	1
51	в этом отношении	1	1
52	только в более	1	1
53	виде в каком	1	1
54	даже и в	1	1
55	и не может	1	1
56	большую роль в	1	1
57	но и мир	1	1
58	главным образом в	2	1
59	в это время	1	1
60	нет и не	1	1
61	вопрос об отношении	1	1
62	здесь мы имеем	1	1
63	в первый же	1	1
64	если бы мы	1	1
65	с одной стороны	1	1
66	смысле этого слова	1	1
67	в связи с	1	1
68	имеем дело с	1	1
69	в свою очередь	1	1
70	кроме того в	1	1
71	выходя за пределы	1	1
72	природы и человека	1	1
73	а можно ограничиться	1	1
74	до настоящего времени	1	1
75	и не без	2	1
76	с другой стороны	3	1
77	в свое время	5	1
78	философии но философия	1	1
79	том виде в	1	1
80	есть не что	1	1
81	заключается в том	1	1
82	в то время	2	1
83	в том чтобы	2	1
84	и вместе с	1	1
85	и все это	1	1
86	не выходя за	1	1
87	можно ограничиться только	1	1
88	во второй половине	1	1
89	для меня все	1	1
90	мысли и слова	1	1
91	к тому что	1	1
92	одной и той	1	1
93	что он говорит	1	1
94	дело не в	1	1
95	в сравнении с	1	1
96	на всю жизнь	1	1
97	не без влияния	1	1
