N	2gram	Vinokur_Ku_3	VLabPisa
1	таким образом	9	27
2	в этом	16	26
3	и в	23	25
4	и т	54	24
5	не только	17	22
6	может быть	14	21
7	хотя бы	9	20
8	и не	10	19
9	не может	6	17
10	т е	32	17
11	т д	8	15
12	в его	11	15
13	в процессе	3	14
14	в том	22	13
15	прежде всего	9	13
16	в частности	2	12
17	как это	7	12
18	все это	2	12
19	в силу	6	11
20	с другой	7	11
21	в качестве	2	10
22	не могут	5	10
23	о том	6	10
24	представляет собою	1	10
25	то же	6	9
26	что в	13	9
27	как видим	1	9
28	по этому	1	9
29	для него	1	9
30	т п	41	9
31	но и	3	9
32	и др	1	9
33	к этому	1	9
34	в своем	4	8
35	ни один	1	8
36	все эти	7	8
37	другой стороны	3	8
38	могут быть	6	8
39	по отношению	3	7
40	он пишет	2	7
41	из этих	5	7
42	было бы	16	7
43	как и	5	7
44	том что	11	7
45	в конечном	1	7
46	этому поводу	1	7
47	не было	4	7
48	а не	11	7
49	вместе с	2	7
50	же в	1	7
51	отношению к	2	7
52	это и	3	6
53	в зависимости	7	6
54	более или	2	6
55	в себе	1	6
56	главным образом	2	6
57	это не	3	6
58	или менее	2	6
59	и его	1	6
60	в то	3	6
61	так и	6	6
62	между тем	4	6
63	бы и	3	6
64	то что	4	6
65	и есть	5	5
66	в их	6	5
67	зависимости от	8	5
68	конечном счете	1	5
69	очевидно что	3	5
70	все же	5	5
71	в пределах	2	5
72	и при	2	5
73	не в	5	5
74	тому что	4	5
75	же время	1	5
76	связи с	6	5
77	на основе	1	5
78	приводит к	1	5
79	произведения как	1	5
80	один из	4	5
81	как бы	5	5
82	думается что	1	5
83	в результате	3	5
84	сказать что	7	5
85	только в	6	5
86	чем же	2	4
87	перед нами	1	4
88	когда он	2	4
89	в самом	13	4
90	в целом	4	4
91	в статье	2	4
92	что все	2	4
93	не удивительно	1	4
94	даже в	1	4
95	никогда не	1	4
96	вот почему	1	4
97	к тому	3	4
98	утверждать что	1	4
99	в ее	4	4
100	это только	1	4
101	можно сказать	2	4
102	показывают что	1	4
103	с ними	1	4
104	что он	6	4
105	в нашей	4	4
106	в одном	2	4
107	как раз	4	4
108	в связи	5	4
109	равно как	2	4
110	в своей	4	4
111	например в	1	3
112	в котором	2	3
113	всего лишь	1	3
114	в основных	1	3
115	в которых	3	3
116	но как	3	3
117	нет и	1	3
118	что они	2	3
119	с этим	1	3
120	от января	1	3
121	и как	2	3
122	и к	3	3
123	в противоположность	1	3
124	что без	1	3
125	всех этих	1	3
126	удивительно что	1	3
127	его в	2	3
128	далеко не	5	3
129	что не	4	3
130	с тем	6	3
131	в слове	4	3
132	мы видели	3	3
133	во время	1	3
134	точки зрения	23	3
135	и ее	1	3
136	одном из	1	3
137	у тургенева	1	3
138	а вот	2	3
139	как о	3	3
140	к работе	1	3
141	сводится к	1	3
142	у нас	10	3
143	она не	3	3
144	в виду	8	3
145	никак не	2	3
146	что и	6	3
147	вслед за	1	3
148	того что	11	3
149	п в	3	3
150	этот вопрос	3	3
151	является не	1	3
152	и их	1	3
153	из приведенных	1	3
154	именно в	3	3
155	следующее замечание	1	3
156	мы знаем	1	3
157	так же	2	3
158	по поводу	3	3
159	по существу	3	3
160	и от	1	3
161	только что	2	3
162	как на	8	3
163	смысле слова	2	2
164	ту же	1	2
165	также что	2	2
166	также и	5	2
167	чтобы не	2	2
168	и через	2	2
169	связана с	1	2
170	уже по	1	2
171	мы имеем	2	2
172	же как	1	2
173	в которой	1	2
