N	2gram	Trubetskoy_1	Vladivir
1	и в	26	30
2	в этом	15	20
3	то что	7	20
4	у него	1	19
5	и не	8	18
6	в том	11	18
7	и с	10	14
8	что он	4	13
9	в конце	6	13
10	не только	10	12
11	том что	7	12
12	что в	9	12
13	в его	5	11
14	а в	4	11
15	сказать что	2	11
16	а также	2	10
17	не было	2	10
18	и даже	3	10
19	все же	6	9
20	кроме того	1	9
21	было бы	1	9
22	не в	2	9
23	в то	4	9
24	не может	4	9
25	для него	3	9
26	потому что	7	9
27	в своем	3	8
28	но в	7	8
29	связи с	9	8
30	но и	9	8
31	в связи	3	8
32	вместе с	15	8
33	то есть	4	7
34	ни в	1	7
35	точки зрения	13	7
36	никогда не	5	7
37	не менее	3	7
38	может быть	10	7
39	а не	5	7
40	и все	2	7
41	и к	5	6
42	в себе	6	6
43	тем не	3	6
44	и его	1	6
45	у нас	1	6
46	то время	1	6
47	только в	4	6
48	всяком случае	6	6
49	а именно	1	6
50	еще и	1	6
51	прежде всего	2	6
52	о чем	1	6
53	к этому	3	6
54	жизни и	2	6
55	во всяком	6	6
56	того же	6	5
57	с этим	1	5
58	то в	1	5
59	все эти	6	5
60	при этом	3	5
61	как и	1	5
62	в своей	1	5
63	в котором	4	5
64	по себе	1	5
65	так как	9	5
66	к концу	3	5
67	для себя	1	5
68	это мы	1	5
69	так и	6	5
70	с ним	1	5
71	другими словами	1	5
72	и что	4	5
73	того что	3	5
74	тот же	2	5
75	так что	3	5
76	в течение	4	5
77	как бы	12	5
78	о его	1	5
79	все это	6	5
80	в результате	3	5
81	из этого	2	5
82	то же	4	4
83	той же	1	4
84	в ней	1	4
85	и на	2	4
86	мы читаем	1	4
87	что его	1	4
88	с его	2	4
89	совсем не	1	4
90	отношение к	5	4
91	в которой	3	4
92	что это	3	4
93	в этой	4	4
94	и если	3	4
95	на его	1	4
96	в нем	4	4
97	он не	4	4
98	его в	1	4
99	это было	1	4
100	несмотря на	6	4
101	мы знаем	1	4
102	в этих	4	4
103	по крайней	5	4
104	мы должны	6	4
105	не есть	1	4
106	и о	3	4
107	здесь не	1	4
108	эти последние	1	4
109	можно сказать	3	4
110	все существующее	2	4
111	о том	6	4
112	конечно не	2	4
113	крайней мере	5	4
114	именно в	2	4
115	после смерти	10	4
116	так же	5	4
117	с этой	3	4
118	но это	1	4
119	в начале	2	4
120	и наконец	2	4
121	на этот	4	4
122	ко всему	2	4
123	него в	1	4
124	можно говорить	1	3
125	отношения к	1	3
126	и больше	2	3
127	именно к	1	3
128	быть в	1	3
129	во всех	2	3
130	но не	8	3
131	отличие от	1	3
132	как в	1	3
133	что касается	1	3
134	и как	3	3
135	более или	5	3
136	так или	3	3
137	из этих	10	3
138	учение о	4	3
139	в очень	1	3
140	всех этих	1	3
141	таким образом	22	3
142	те же	2	3
143	должен был	4	3
144	с богом	1	3
145	в них	2	3
146	должно быть	1	3
147	или менее	5	3
148	в отношении	6	3
149	с точки	6	3
150	в отличие	1	3
151	в россии	2	3
152	не могли	1	3
153	том же	1	3
154	вплоть до	2	3
155	же время	2	3
156	учения о	1	3
157	в области	9	3
158	когда мы	1	3
159	и это	2	3
160	что и	6	3
161	уже не	3	3
162	уже в	2	3
163	в виде	4	3
164	на этих	1	3
165	этот раз	1	3
166	или иначе	3	3
167	наконец в	2	3
168	конце концов	3	3
169	нет ничего	1	3
170	в данном	1	3
171	духовного развития	2	3
