N	3gram	Propp_Isto_3	KulturaY
1	в том что	5	15
2	и т д	15	14
3	с точки зрения	1	9
4	по отношению к	2	8
5	то обстоятельство что	1	8
6	с другой стороны	7	6
7	о том что	2	5
8	во всяком случае	2	5
9	до сих пор	5	4
10	тем не менее	5	4
11	состоит в том	2	3
12	в соответствии с	1	3
13	можно было бы	1	3
14	вместе с тем	1	3
15	в связи с	3	3
16	в свою очередь	1	3
17	не может быть	1	3
18	в силу того	1	2
19	на самом деле	1	2
20	на то что	1	2
21	так или иначе	1	2
22	в этом случае	5	2
23	что в них	2	2
24	того что они	1	2
25	в тех случаях	1	2
26	силу того что	1	2
27	заключается в том	1	2
28	этой точки зрения	1	2
29	но все же	2	2
30	тех случаях когда	1	2
31	то же в	1	2
32	должны были бы	1	1
33	но прежде всего	1	1
34	на том что	1	1
35	что иное как	3	1
36	что в этом	1	1
37	которое и в	1	1
38	как это делается	1	1
39	приближения его к	1	1
40	что в данном	1	1
41	ни один из	2	1
42	во многих случаях	1	1
43	и в самых	1	1
44	с одной стороны	2	1
45	отношению к своему	1	1
46	есть случаи когда	2	1
47	сами по себе	1	1
48	прежде всего то	1	1
49	каждое из них	1	1
50	но они не	1	1
51	это всегда или	1	1
52	в известных случаях	1	1
53	на этот вопрос	1	1
54	большую роль в	1	1
55	с этой точки	1	1
56	ничего общего с	1	1
57	не только в	1	1
58	т е с	1	1
59	и пр это	1	1
60	и вместе с	1	1
61	еще не все	3	1
62	конечно не просто	1	1
63	до того что	1	1
64	однако это еще	1	1
65	в том смысле	1	1
66	так же как	1	1
67	это еще не	2	1
68	в соединении с	1	1
69	берет на себя	1	1
70	с тем что	1	1
71	т е собственно	1	1
72	что представление о	1	1
73	не с одним	1	1
74	в чем здесь	1	1
75	мы имеем в	2	1
76	смысле этого слова	1	1
77	представление о голове	1	1
78	друг от друга	1	1
79	и эти случаи	1	1
80	в этих случаях	7	1
81	в большинстве случаев	1	1
82	после того как	1	1
83	что не все	1	1
84	не что иное	3	1
85	с этим мы	1	1
86	т е не	1	1
87	точно так же	2	1
88	что и в	2	1
89	именно так и	1	1
