N	2gram	Bakhtin_Fr_6	Hudozhes
1	то есть	24	18
2	и не	3	16
3	не только	10	15
4	и в	41	15
5	в том	2	15
6	может быть	2	13
7	в частности	2	13
8	при этом	3	12
9	и его	13	12
10	а в	4	12
11	но не	2	11
12	в этом	12	11
13	в себе	5	11
14	то же	5	10
15	по отношению	1	10
16	как бы	7	10
17	так и	5	10
18	а не	2	10
19	отношению к	1	10
20	но и	13	10
21	точки зрения	2	9
22	в его	7	9
23	своего рода	1	8
24	себя в	2	8
25	но в	8	7
26	в то	6	7
27	или иной	1	7
28	с другой	4	7
29	в искусстве	3	7
30	с его	5	6
31	отношение к	1	6
32	том что	7	6
33	не в	4	6
34	в основе	4	6
35	же время	5	6
36	в ее	5	6
37	не может	4	6
38	что в	7	6
39	в их	1	5
40	более или	1	5
41	в самом	10	5
42	то что	10	5
43	ни в	1	5
44	могут быть	1	5
45	той или	1	5
46	можно сказать	1	5
47	а также	5	5
48	того что	3	5
49	и одновременно	1	5
50	только в	3	5
51	уже не	1	5
52	и т.п	19	5
53	между ними	3	5
54	другой стороны	2	5
55	или менее	1	5
56	в нем	16	5
57	и то	2	4
58	место в	1	4
59	говорить о	2	4
60	жизни как	1	4
61	еще не	1	4
62	хотя и	2	4
63	и как	4	4
64	роли в	1	4
65	он не	2	4
66	в другом	4	4
67	самим собой	2	4
68	и тем	1	4
69	в этих	2	4
70	в своей	2	4
71	не столько	1	4
72	и т.д	1	4
73	между тем	2	4
74	в форме	2	4
75	художественного восприятия	1	4
76	для него	1	4
77	к которому	1	4
78	прежде всего	10	4
79	а на	2	4
80	не знает	1	4
81	как это	2	4
82	например в	6	4
83	сказать что	6	4
84	того же	4	3
85	или говоря	1	3
86	со своей	1	3
87	в целом	1	3
88	как говорит	1	3
89	и к	1	3
90	в противоположность	1	3
91	в которой	1	3
92	он должен	1	3
93	лишь в	2	3
94	его в	1	3
95	это не	1	3
96	текст в	1	3
97	как и	7	3
98	одного и	2	3
99	с точки	2	3
100	но он	5	3
101	их в	2	3
102	в отношении	1	3
103	не менее	1	3
104	как раз	2	3
105	потому что	3	3
106	говорит и	1	3
107	в пределах	1	3
108	мог бы	1	3
109	к его	1	3
110	и что	5	3
111	что он	6	3
112	к нему	3	3
113	во втором	3	3
114	и того	1	3
115	человека с	2	3
116	в области	2	3
117	далеко не	1	3
118	не на	2	3
119	о чем	1	3
120	в данном	3	3
121	в той	5	3
122	в точке	1	3
123	и для	3	3
124	таким образом	17	3
125	в таком	1	3
126	человека и	2	2
127	и это	1	2
128	это и	2	2
129	между двумя	1	2
130	и больше	1	2
131	в году	6	2
132	совпадает с	1	2
133	принадлежит к	1	2
134	не вполне	1	2
135	и на	9	2
136	в чем	3	2
137	и весьма	2	2
138	свою жизнь	1	2
139	за пределы	2	2
140	еще один	1	2
141	в своем	5	2
142	в себя	1	2
143	все эти	11	2
144	в нашем	1	2
145	бы не	1	2
146	в этой	8	2
147	рассказ о	1	2
148	не как	1	2
149	мире на	1	2
150	на этом	2	2
151	встречаются в	1	2
152	значительной степени	1	2
153	об этом	1	2
154	времени и	2	2
155	времени в	1	2
156	по себе	1	2
157	в них	7	2
158	несмотря на	1	2
159	с другими	3	2
160	известной степени	1	2
161	втором случае	3	2
162	до известной	1	2
163	вовсе не	7	2
164	даже в	4	2
165	связей с	1	2
166	одна из	1	2
167	не является	1	2
168	и о	1	2
169	того чтобы	4	2
170	здесь не	1	2
171	в организации	2	2
172	роль в	4	2
173	и сам	3	2
174	или в	6	2
175	с самим	1	2
176	о том	9	2
177	в глаза	1	2
178	основе своей	1	2
179	в значительной	2	2
180	именно в	4	2
181	а именно	2	2
182	говорит в	1	2
183	в литературе	5	2
184	с одной	4	2
185	есть в	3	2
186	и др	10	2
187	или даже	1	2
188	одно из	1	2
189	никто не	2	2
190	и прежде	2	2
191	в одном	5	2
192	в пространстве	1	2
193	у него	7	2
194	для того	1	2
195	чем и	1	2
196	а с	1	2
197	себя и	1	2
198	нового времени	4	2
199	превращается в	2	2
200	одной стороны	4	2
201	мира в	2	2
202	о себе	1	2
203	начиная с	2	2
204	так же	5	2
205	и особенно	3	2
206	и потому	2	2
207	он тем	1	2
208	как в	4	2
209	к своему	1	2
210	границ между	1	2
211	было и	2	2
212	и по	1	2
213	для понимания	1	2
214	жизнь человеческого	1	2
215	во всех	17	2
216	мира и	2	2
217	тем более	2	2
218	с ним	4	2
219	одной из	3	2
220	в романе	2	2
221	от всех	2	2
222	из этого	4	2
223	также и	6	1
224	в сфере	1	1
225	чтобы не	1	1
226	и через	1	1
227	переходит к	1	1
228	он показывает	1	1
229	то в	1	1
230	здесь и	8	1
231	в строгом	1	1
232	из его	1	1
233	др в	1	1
234	в зависимости	1	1
235	сливается с	1	1
236	той же	5	1
237	и себя	1	1
238	не во	1	1
239	из своих	1	1
240	акта в	1	1
241	в литературном	1	1
242	в сущности	8	1
243	а для	2	1
244	этом так	1	1
245	оно состоит	1	1
246	никогда не	8	1
247	зависимости от	1	1
248	момент в	1	1
249	начало и	2	1
250	произведение и	1	1
251	на них	1	1
252	между собой	1	1
253	людей в	3	1
254	а язык	1	1
255	на их	1	1
256	время в	1	1
257	что его	1	1
258	в различных	1	1
259	и мира	1	1
260	события в	1	1
261	является таким	1	1
262	тем как	1	1
263	во внешнем	1	1
264	событиями жизни	1	1
265	здесь также	1	1
266	и внутренний	1	1
267	себе и	1	1
268	что они	2	1
269	и я	1	1
270	в истории	2	1
271	носа в	2	1
272	в центре	2	1
273	что касается	1	1
274	перед нами	3	1
275	что по	1	1
276	по утверждению	1	1
277	тем же	1	1
278	заполнить собою	1	1
279	искусство и	1	1
280	только то	1	1
281	фольклора и	1	1
282	что это	5	1
283	обратное влияние	1	1
284	монолог в	1	1
285	из этих	2	1
286	раз в	2	1
287	имеются две	1	1
288	нас на	1	1
289	говорит не	1	1
290	во многих	1	1
291	ее как	1	1
292	так с	1	1
293	не могла	1	1
294	жизнью и	1	1
295	на его	2	1
296	все это	11	1
297	тем и	1	1
298	при виде	1	1
299	есть от	1	1
300	в узком	1	1
301	необходимо для	1	1
302	на земле	1	1
303	чтобы в	1	1
304	смертью в	1	1
305	образа и	1	1
306	является не	1	1
307	но самое	1	1
308	именно это	1	1
309	а затем	4	1
310	что все	2	1
311	тем в	1	1
312	с избытком	1	1
313	в мировой	1	1
314	глубокий и	1	1
315	это было	2	1
316	и непосредственное	1	1
317	было бы	3	1
318	не совпадает	1	1
319	и дает	1	1
320	весь мир	3	1
321	по этому	1	1
322	в жизни	1	1
323	особое отношение	1	1
324	системе образов	2	1
325	основания для	1	1
326	рядом с	5	1
327	пространственных и	1	1
328	он и	1	1
329	обратимся к	1	1
330	вещами и	1	1
331	и конец	2	1
332	всего эпизода	1	1
333	индивидуальной жизни	1	1
334	в котором	4	1
335	что от	1	1
336	одним и	1	1
337	живота и	1	1
338	в условиях	1	1
339	от его	1	1
340	всякий раз	1	1
341	и другого	1	1
342	не могли	1	1
343	в конце	2	1
344	из виду	1	1
345	с такими	1	1
346	это особенно	1	1
347	в историческом	1	1
348	в таких	2	1
349	ее не	1	1
350	не имеет	1	1
351	между жизнью	1	1
352	к этим	3	1
353	в эпизоде	5	1
354	которого он	1	1
355	когда они	3	1
356	но только	1	1
357	себе самом	2	1
358	каждый из	2	1
359	казалось бы	1	1
360	литературе в	1	1
361	ему и	1	1
362	же этот	1	1
363	связи с	2	1
364	ничто не	1	1
