N	3gram	Voloshinov_1	Komedia
1	в том что	3	5
2	для того чтобы	3	4
3	по отношению к	2	3
4	в том числе	2	3
5	так или иначе	1	3
6	в связи с	7	3
7	то же время	3	3
8	до тех пор	2	3
9	в то же	3	3
10	чуть ли не	1	2
11	с их точки	1	2
12	в этом смысле	2	2
13	их точки зрения	1	2
14	в одной из	1	2
15	до сих пор	8	2
16	в отличие от	5	2
17	бы то ни	8	2
18	то ни было	8	2
19	с одной стороны	1	2
20	во всяком случае	2	2
21	независимо от того	1	2
22	здесь в этом	1	2
23	к тому что	1	2
24	можно было бы	2	2
25	друг с другом	1	2
26	имеется в виду	1	1
27	сводится к тому	2	1
28	ни в один	1	1
29	времени мы можем	1	1
30	как и во	1	1
31	в самом деле	9	1
32	под определенным углом	1	1
33	и всех остальных	1	1
34	с точки зрения	20	1
35	на первый план	2	1
36	сих пор не	1	1
37	с самого начала	4	1
38	но и в	1	1
39	и та же	1	1
40	в наше время	1	1
41	том числе и	2	1
42	и не менее	1	1
43	и вовсе не	1	1
44	и во всяком	1	1
45	той или иной	1	1
46	в первом случае	3	1
47	в чем же	2	1
48	само по себе	1	1
49	тех пор пока	2	1
50	в достаточной степени	2	1
51	одна и та	1	1
52	в целом ряде	1	1
53	и не без	1	1
54	с другой стороны	5	1
55	таким образом и	1	1
56	вместо того чтобы	1	1
57	не может быть	13	1
58	не было бы	1	1
59	дополняющих друг друга	1	1
60	она могла бы	1	1
61	более или менее	1	1
62	но уже в	1	1
63	так и в	1	1
64	в свою очередь	2	1
65	связи с этим	3	1
66	правда и здесь	1	1
67	и в самом	1	1
68	не только в	1	1
69	но все же	3	1
70	как мы знаем	5	1
71	друг от друга	1	1
72	что в каждом	1	1
73	в большинстве случаев	3	1
74	философии и в	1	1
75	с другом и	1	1
76	тем не менее	2	1
77	во всех случаях	1	1
78	определенным углом зрения	1	1
79	там и здесь	1	1
80	во всех других	1	1
81	в пределах одного	2	1
82	как мы видели	1	1
83	в каждом высказывании	2	1
