N	3gram	Propp_Isto_2	VeschiIm
1	и т д	18	20
2	не может быть	2	18
3	это значит что	1	17
4	что иное как	2	8
5	не что иное	2	8
6	т д и	2	7
7	т е в	1	7
8	в том что	5	6
9	на то что	2	6
10	и то же	1	5
11	есть не что	1	5
12	тем не менее	1	5
13	не только в	4	4
14	подобно тому как	3	3
15	и не только	1	3
16	сам по себе	1	3
17	можно было бы	3	3
18	но если это	1	3
19	вместе с тем	5	3
20	это так то	1	2
21	то это значит	1	2
22	о том как	1	2
23	и что они	2	2
24	в отдельности и	1	2
25	нужно было бы	1	2
26	если это так	1	2
27	так или иначе	1	2
28	и может быть	2	1
29	и один из	1	1
30	он должен быть	1	1
31	что она не	1	1
32	превращаем их в	1	1
33	том что он	1	1
34	должно было бы	1	1
35	в этом случае	5	1
36	да и то	1	1
37	он все же	1	1
38	но в свете	2	1
39	до сих пор	6	1
40	сих пор мы	2	1
41	в зависимости от	1	1
42	что он не	4	1
43	не то что	1	1
44	оно и есть	1	1
45	со всем что	1	1
46	так пусть я	1	1
47	на этой стадии	1	1
48	потому что он	2	1
49	так же как	4	1
50	что мы имеем	1	1
51	не просто как	1	1
52	ни к какому	1	1
53	с одной стороны	3	1
54	смысле этого слова	1	1
55	и ничего не	2	1
56	т д все	1	1
57	с другой стороны	2	1
58	т д то	1	1
59	потому что они	1	1
60	на вопрос о	1	1
61	т е к	1	1
62	у нас все	1	1
63	мы не можем	1	1
64	и вместе с	2	1
65	это и есть	1	1
66	о том что	2	1
67	не только не	1	1
68	вместо того чтобы	2	1
69	и прежде всего	1	1
70	но все же	4	1
71	с этой стороны	1	1
72	мы видим что	5	1
73	т е и	1	1
74	один из видов	1	1
75	друг с другом	1	1
76	и в нем	1	1
77	это может быть	1	1
78	в себе в	1	1
79	перед нами как	1	1
