N	2gram	Propp_Isto_6	Psycholo
1	то что	6	32
2	и в	26	31
3	в том	12	30
4	и т	10	26
5	то есть	1	26
6	что в	12	23
7	может быть	11	22
8	таким образом	12	20
9	при помощи	3	20
10	совершенно ясно	4	19
11	при этом	3	19
12	ясно что	1	19
13	так как	18	18
14	не может	6	17
15	как и	5	16
16	том что	10	16
17	и не	10	16
18	точки зрения	1	15
19	только в	5	14
20	не только	10	13
21	что и	4	13
22	а не	2	13
23	мы не	6	12
24	если мы	1	12
25	так же	2	12
26	в этом	12	12
27	не в	3	11
28	в области	1	11
29	могут быть	3	11
30	на то	2	10
31	того что	2	10
32	потому что	13	10
33	ни в	2	9
34	как в	6	9
35	т д	8	8
36	и что	5	8
37	никогда не	13	8
38	что мы	2	8
39	вместе с	8	8
40	все это	1	8
41	во всяком	2	8
42	только тогда	1	7
43	сказать что	3	7
44	того чтобы	1	7
45	и его	7	7
46	о том	7	7
47	есть в	1	7
48	тому как	1	7
49	что он	9	7
50	что это	2	6
51	зависимости от	2	6
52	целый ряд	2	6
53	из этих	4	6
54	что она	3	6
55	для того	1	6
56	было бы	2	6
57	если бы	3	6
58	в его	5	6
59	всяком случае	2	6
60	вовсе не	2	6
61	и даже	1	6
62	совершенно точно	2	6
63	одной стороны	7	6
64	а в	3	6
65	и есть	1	5
66	в зависимости	1	5
67	то же	5	5
68	время как	3	5
69	в ее	1	5
70	с одной	7	5
71	в целом	1	5
72	подобно тому	1	5
73	показывает что	3	5
74	несмотря на	1	5
75	оказывается что	1	5
76	она не	3	5
77	в то	5	5
78	как будто	3	5
79	не является	1	5
80	утверждать что	2	5
81	то время	3	5
82	для нас	2	5
83	с другой	10	5
84	мы видим	5	5
85	так что	3	5
86	был бы	1	5
87	это есть	1	5
88	как бы	4	5
89	этой точки	1	5
90	все же	8	5
91	и для	1	5
92	другой стороны	8	5
93	же как	3	4
94	в котором	1	4
95	мы имеем	14	4
96	совпадает с	1	4
97	у него	7	4
98	отличие от	1	4
99	формы в	1	4
100	в себе	3	4
101	и если	1	4
102	по существу	1	4
103	что я	1	4
104	тому что	1	4
105	одна из	2	4
106	у нас	5	4
107	очень часто	5	4
108	к тому	2	4
109	те же	1	4
110	со стороны	3	4
111	никак не	1	4
112	прежде всего	4	4
113	между тем	1	4
114	все время	2	4
115	один из	3	4
116	мы можем	7	4
117	там где	5	4
118	как это	5	4
119	этого слова	1	4
120	с этой	2	4
121	и о	1	4
122	в этих	2	4
123	и другие	3	4
124	в своих	3	4
125	к этому	3	4
126	речь идет	1	3
127	например в	7	3
128	почти всегда	3	3
129	что эти	2	3
130	должна быть	3	3
131	вопрос о	3	3
132	из которых	3	3
133	в которых	2	3
134	но не	2	3
135	с этим	2	3
136	стороны и	2	3
137	в своем	2	3
138	хотя и	1	3
