N	3gram	Vinokur_St_1	Psycholo
1	и т п	9	15
2	в том что	17	9
3	не может быть	5	8
4	на то что	4	8
5	и т д	21	8
6	в самом деле	5	7
7	в том чтобы	1	7
8	о том что	11	7
9	во всяком случае	6	6
10	заключается в том	3	6
11	в зависимости от	1	5
12	то время как	1	5
13	в то время	2	5
14	не в том	2	5
15	с другой стороны	6	5
16	с одной стороны	2	5
17	для того чтобы	10	5
18	так же как	3	4
19	как и в	2	4
20	только в том	3	3
21	до сих пор	7	3
22	точно так же	1	3
23	сказать что в	3	3
24	то что у	2	3
25	в конце концов	1	3
26	надо сказать что	1	3
27	потому что он	1	2
28	в настоящее время	1	2
29	в этом смысле	1	2
30	в том и	1	2
31	с точки зрения	8	2
32	тем или иным	3	2
33	каждое из них	1	2
34	а потому не	1	2
35	в этом отношении	7	2
36	то или иное	3	2
37	в том случае	1	2
38	ясно что и	1	2
39	в применении к	3	2
40	как будто бы	1	2
41	целый ряд таких	1	2
42	в целом ряде	1	2
43	что в области	3	2
44	и таким образом	1	2
45	а в том	1	2
46	всяком случае в	2	2
47	так и в	4	2
48	в одном из	1	2
49	другой стороны и	1	2
50	и в самом	3	2
51	смысле этого слова	1	2
52	по этому поводу	2	2
53	принципиальной разницы между	1	2
54	на самом деле	6	2
55	тем не менее	2	2
56	он не только	1	2
57	что и в	4	2
58	т д и	2	1
59	на котором основываются	1	1
60	и для нас	1	1
61	не может не	1	1
62	в которой он	1	1
63	в прямом смысле	1	1
64	мы имеем дело	1	1
65	а вовсе не	1	1
66	если бы мы	2	1
67	дело в том	4	1
68	но то что	1	1
69	одним и тем	2	1
70	так как в	2	1
71	совершенно ясного и	1	1
72	я уже приводил	2	1
73	в том как	3	1
74	в том числе	2	1
75	во многих случаях	2	1
76	том что он	1	1
77	в том же	1	1
78	же как и	1	1
79	что с точки	1	1
80	в нем нельзя	1	1
81	т п но	1	1
82	в графе нулине	1	1
83	на точку зрения	2	1
84	сами по себе	1	1
85	камня на камне	1	1
86	каждой из этих	1	1
87	как увидим ниже	1	1
88	а может быть	1	1
89	то что в	2	1
90	виде в каком	1	1
91	в той мере	1	1
92	и могут быть	1	1
93	и в области	4	1
94	что он о	1	1
95	не всегда можно	1	1
96	мы приходим к	1	1
97	и в этих	1	1
98	и то что	2	1
99	ту или иную	1	1
100	что разница между	1	1
101	в это время	1	1
102	здесь нет и	1	1
103	в этой области	5	1
104	из евгения онегина	1	1
105	и тем же	2	1
106	не только в	4	1
107	же значение как	1	1
108	то что она	1	1
109	ясно что при	1	1
110	ответ на вопрос	1	1
111	оставляет камня на	1	1
112	и в этом	3	1
113	и не было	1	1
114	на этот раз	2	1
115	в каком он	1	1
116	в какой степени	1	1
117	что в таком	1	1
118	дело не в	2	1
119	той и другой	1	1
120	то что он	1	1
121	такое же значение	1	1
122	т п поэтому	1	1
123	уже и сейчас	1	1
124	мере в какой	2	1
125	речь идет о	2	1
126	этого вопроса в	1	1
127	на вопрос о	2	1
128	только то что	1	1
129	как и всякая	1	1
130	по поводу того	1	1
131	ни в каком	1	1
132	вопроса в целом	1	1
133	д и т	1	1
134	в котором она	1	1
135	же и в	2	1
136	что в этой	2	1
137	мы на самом	1	1
138	т п в	3	1
139	но я не	1	1
140	вопрос о том	2	1
141	отметить что в	1	1
142	так же и	1	1
143	и у пушкина	1	1
144	в вопросе о	1	1
145	не допускают мысли	1	1
146	той мере в	1	1
147	и в том	2	1
148	не оставляет камня	1	1
149	в результате этого	1	1
150	могут и не	1	1
151	том что и	1	1
152	том числе и	2	1
