N	4gram	Vygotskiy__5	Myshleni
1	заключается в том что	4	13
2	один и тот же	1	7
3	одно и то же	3	6
4	одного и того же	2	5
5	с этой точки зрения	1	4
6	видим таким образом что	1	4
7	мы видим таким образом	1	4
8	так же как и	1	4
9	одной и той же	2	4
10	состоит в том что	2	3
11	одним и тем же	3	3
12	с одной стороны и	1	2
13	мы могли бы сказать	2	2
14	с другой стороны мы	1	2
15	могли бы сказать что	2	2
16	можно было бы назвать	1	2
17	но вместе с тем	1	2
18	остановиться на этом вопросе	1	1
19	мы имеем дело с	1	1
20	что оно может быть	1	1
21	а с другой стороны	2	1
22	друг с другом мы	1	1
23	в себе два противоположных	1	1
24	не что иное как	2	1
25	в том что мы	1	1
26	в собственном смысле слова	1	1
27	в самом деле если	2	1
28	в то время как	1	1
29	в противоречие с собственной	1	1
30	что с точки зрения	1	1
31	в том что он	1	1
32	в том виде как	1	1
33	это означает что в	1	1
34	заключается в том чтобы	1	1
35	на то что в	1	1
36	не только то что	1	1
37	указанием на то что	1	1
38	о котором мы говорили	2	1
39	ту же самую мысль	1	1
40	с объективной точки зрения	1	1
41	если принять во внимание	1	1
42	принять во внимание что	1	1
43	в том что в	1	1
44	по одному тому что	1	1
