N	2gram	Bakhtin_Fr_4	SlovoVZh
1	не может	2	16
2	может быть	2	14
3	точки зрения	4	14
4	как бы	8	13
5	и его	8	13
6	таким образом	20	12
7	и в	29	12
8	в нашем	4	11
9	и не	16	10
10	если бы	1	9
11	так как	7	9
12	прежде всего	8	8
13	сказать что	5	7
14	для нас	1	7
15	в ней	3	6
16	в том	7	6
17	только в	2	6
18	при этом	3	6
19	с помощью	4	6
20	в нем	5	6
21	слова и	1	6
22	все время	3	6
23	должна быть	1	5
24	то же	10	5
25	в виду	2	5
26	можно сказать	1	5
27	как в	2	5
28	но в	12	5
29	и др	4	5
30	в жизни	2	5
31	художественной формы	1	5
32	как и	12	5
33	что мы	1	5
34	том что	3	5
35	никогда не	2	5
36	то что	4	5
37	на самом	4	4
38	литературы и	1	4
39	к нему	3	4
40	за пределы	1	4
41	в литературе	4	4
42	в этом	11	4
43	все же	3	4
44	в самом	1	4
45	уже не	2	4
46	не только	10	4
47	отношение к	1	4
48	от того	1	4
49	так и	11	4
50	с другой	4	4
51	его в	9	4
52	дело в	2	4
53	и к	2	4
54	жизни и	4	4
55	и на	11	4
56	здесь не	3	3
57	самом деле	1	3
58	формы и	2	3
59	в котором	2	3
60	еще не	4	3
61	мы не	1	3
62	и вообще	1	3
63	о том	2	3
64	но и	9	3
65	того что	3	3
66	быть и	1	3
67	и наконец	2	3
68	и ее	1	3
69	все эти	9	3
70	только на	1	3
71	конечно не	4	3
72	в себе	3	3
73	да и	2	3
74	для него	1	3
75	и по	5	3
76	и с	9	3
77	до сих	1	3
78	ни в	2	3
79	в некоторых	1	3
80	в них	7	3
81	в своей	5	3
82	так же	7	3
83	как к	3	3
84	из этого	2	3
85	сих пор	1	3
86	все это	4	3
87	и для	2	3
88	бы мы	1	3
89	это как	1	3
90	с ним	2	3
91	значения и	1	2
92	и то	2	2
93	в себя	2	2
94	те же	1	2
95	со всех	1	2
96	по природе	1	2
97	и здесь	3	2
98	и та	1	2
99	с его	4	2
100	но мы	2	2
101	и что	1	2
102	звучит так	1	2
103	в чем	3	2
104	но конечно	3	2
105	данном случае	1	2
106	в данном	1	2
107	которые мы	1	2
108	в его	8	2
109	что и	1	2
110	подчеркнуть что	1	2
111	в форме	1	2
112	относится к	1	2
113	социальная группа	1	2
114	независимо от	1	2
115	в своем	3	2
116	кроме того	2	2
117	его к	2	2
118	дело с	1	2
119	каждый момент	1	2
120	и потому	1	2
121	что слово	1	2
122	и так	3	2
123	несколько подробнее	1	2
124	сливается с	1	2
125	бы не	2	2
126	с одной	2	2
127	уже в	2	2
128	тому же	1	2
129	слово это	1	2
130	жизнью и	1	2
131	он не	3	2
132	эта последняя	1	2
133	мы можем	3	2
134	одно и	1	2
135	но все	1	2
136	в особенности	2	2
137	конечно в	1	2
138	это не	5	2
139	до известной	1	2
140	и дает	2	2
141	делает его	1	2
142	одной стороны	2	2
143	можем сказать	1	2
144	до конца	5	2
145	другой стороны	3	2
146	там где	3	2
147	автора и	1	2
148	и слово	1	2
149	нет ничего	2	2
150	в отношении	1	2
151	к его	1	2
152	но не	2	2
153	место в	2	2
154	с этой	1	2
155	еще раз	2	2
156	с точки	2	2
157	в атмосфере	6	2
158	в условиях	1	2
159	такой же	3	2
160	в то	10	2
161	на него	1	2
162	известной степени	1	2
163	ничего не	1	2
164	и все	13	2
165	все они	5	2
166	в этих	2	2
167	но это	4	2
168	между ними	2	2
169	от всех	2	2
170	стороны и	1	2
171	но этот	2	2
172	и вполне	3	2
173	же самое	1	2
174	на это	1	2
175	что в	1	2
176	как на	2	2
177	и другие	2	2
178	к этому	2	2
179	если же	2	2
180	и это	2	1
181	ту же	1	1
182	же как	1	1
183	как мы	10	1
184	и о	5	1
185	с жизнью	2	1
186	который меняет	1	1
187	с ее	3	1
188	момент в	1	1
189	мы здесь	2	1
190	свою очередь	1	1
191	нужно подчеркнуть	3	1
192	это и	5	1
193	в приведенном	2	1
194	высокий и	2	1
195	не хочет	1	1
196	с самого	3	1
197	то время	2	1
198	по преимуществу	3	1
199	из его	1	1
200	с таким	2	1
201	можно было	1	1
202	мы уже	10	1
203	и интересно	1	1
204	было в	2	1
205	жизнь и	4	1
206	и всякого	1	1
207	он как	1	1
208	не вполне	1	1
209	и такой	1	1
210	быть ни	1	1
211	становится только	1	1
212	но несколько	1	1
213	так называемые	2	1
214	и он	1	1
215	всех сторон	1	1
216	что каждый	1	1
217	на них	2	1
218	это направление	2	1
219	там же	3	1
220	на их	2	1
221	нему в	1	1
222	и во	1	1
223	в конечном	1	1
224	работает с	1	1
225	все в	2	1
226	и всего	1	1
227	то в	3	1
228	его смысла	1	1
229	как существенный	1	1
230	конечном счете	1	1
231	в общем	1	1
232	отметить что	3	1
233	и степень	1	1
234	что они	2	1
235	именно в	2	1
236	слов и	3	1
237	и она	1	1
238	в одной	2	1
239	в современной	1	1
240	что здесь	3	1
241	не перестает	1	1
242	все остальные	3	1
243	перед нами	4	1
244	кто не	1	1
245	чистоту и	1	1
246	хотя и	2	1
247	и жест	1	1
248	тот же	3	1
249	мы увидим	2	1
250	более или	3	1
251	как нечто	1	1
252	тому как	3	1
253	что это	5	1
254	в целом	1	1
255	это же	2	1
256	где они	2	1
257	себя в	2	1
258	думать что	1	1
259	он думает	1	1
260	это ни	2	1
261	есть в	2	1
262	им в	2	1
263	в большинстве	6	1
264	обычной жизненной	1	1
265	и организует	1	1
266	в виде	1	1
267	что она	1	1
268	на этих	1	1
269	ей в	1	1
270	или даже	1	1
271	при помощи	1	1
272	в переводе	1	1
273	нашем же	1	1
274	его и	2	1
275	и их	3	1
276	ведь это	3	1
277	не как	1	1
278	человеческого тела	1	1
279	в одном	1	1
280	и вот	3	1
281	для правильного	2	1
282	вовсе не	9	1
283	у нее	1	1
284	друг друга	2	1
285	как его	1	1
286	у него	5	1
287	этими словами	1	1
288	и рождается	1	1
289	социальной иерархии	1	1
290	подобно тому	3	1
291	кто же	1	1
292	на этом	2	1
293	это один	2	1
294	или иных	1	1
295	не бывает	1	1
296	характерны для	1	1
297	самом же	2	1
298	само собой	1	1
299	даже и	2	1
300	том же	2	1
301	здесь мы	1	1
302	др все	1	1
303	что все	1	1
304	же деле	2	1
305	они должны	1	1
306	без того	1	1
307	связанных с	2	1
308	которого и	1	1
309	этих форм	2	1
310	и т.п	12	1
311	зрения на	1	1
312	входит в	1	1
313	на протяжении	1	1
314	них в	1	1
315	ко второму	1	1
316	и мы	2	1
317	к которому	2	1
318	всяких отвлеченных	1	1
319	момента во-первых	1	1
320	имеет и	1	1
321	почти единственным	1	1
322	один и	2	1
323	говорит о	1	1
324	люди не	1	1
325	рядом с	5	1
