N	2gram	Tiupa_Hudo_1	VeschiIm
1	не есть	1	49
2	не может	7	33
3	не только	16	31
4	может быть	14	29
5	и не	15	28
6	и в	19	26
7	то что	4	24
8	и есть	1	23
9	а не	9	20
10	в имени	2	15
11	что она	2	14
12	только в	5	14
13	по себе	2	13
14	и что	3	13
15	того что	4	13
16	и то	4	12
17	есть не	1	12
18	вещи но	1	12
19	в себя	2	12
20	что это	1	12
21	было бы	1	12
22	и ее	3	12
23	но и	10	12
24	сказать что	4	12
25	таким образом	3	11
26	с нею	1	11
27	и больше	2	10
28	то же	10	10
29	как бы	9	10
30	что такое	1	10
31	потому что	3	10
32	уже не	4	10
33	бы то	1	9
34	в самом	5	9
35	то ни	1	9
36	в том	18	9
37	что не	1	9
38	еще и	1	9
39	прежде всего	4	9
40	ни было	1	9
41	что иное	1	8
42	с ее	5	8
43	иное как	1	8
44	в себе	9	8
45	на то	1	8
46	и это	2	8
47	себя и	2	8
48	не что	1	8
49	также и	1	7
50	говорить о	3	7
51	в этом	11	7
52	не будет	2	7
53	его в	2	7
54	с другими	4	7
55	том что	8	7
56	в то	6	7
57	как с	1	7
58	себя в	7	7
59	так как	1	7
60	как раз	3	7
61	и пр	1	7
62	смысла и	1	7
63	от всего	1	7
64	с собою	1	6
65	со стороны	2	6
66	что они	1	6
67	и как	3	6
68	но в	7	6
69	бы и	1	6
70	одно и	3	6
71	точки зрения	10	6
72	но если	1	6
73	по крайней	1	6
74	с ним	2	6
75	ее не	1	6
76	отличается от	2	6
77	должно быть	1	6
78	крайней мере	1	6
79	так что	1	6
80	если мы	2	6
81	для него	4	6
82	когда мы	1	6
83	в результате	1	6
84	жизни и	1	6
85	что в	6	6
86	того же	2	5
87	это и	1	5
88	в сущности	1	5
89	в чем	2	5
90	но не	11	5
91	отнюдь не	2	5
92	как к	2	5
93	общение с	1	5
94	вещи или	1	5
95	содержит в	1	5
96	это не	2	5
97	не в	7	5
98	тем не	3	5
99	в отношении	3	5
100	не менее	3	5
101	одна из	2	5
102	только и	1	5
103	у нас	1	5
104	для себя	2	5
105	свою очередь	2	5
106	в ее	5	5
107	если бы	3	5
108	для этого	1	5
109	еще не	3	5
110	что для	1	5
111	с этой	1	5
112	и для	2	5
113	а в	12	5
114	в свою	3	5
115	я не	2	4
116	как я	1	4
117	в их	5	4
118	во всех	3	4
119	в своем	2	4
120	с чем	1	4
121	не предполагает	3	4
122	на почве	3	4
123	как и	2	4
124	вещи в	1	4
125	с точки	3	4
126	и более	2	4
127	же время	5	4
128	должен быть	1	4
129	и о	3	4
130	то или	1	4
131	только то	1	4
132	о том	2	4
133	определенным образом	2	4
134	с другой	7	4
135	что и	2	4
136	быть и	2	4
137	из них	1	4
138	бытия и	1	4
139	тем что	1	4
140	и даже	1	4
