N	3gram	Propp_Isto_1	Komedia
1	в том что	4	9
2	и т п	1	5
3	в то время	3	5
4	с другой стороны	5	5
5	к тому же	1	5
6	то время как	3	4
7	в одном из	1	4
8	и т д	22	4
9	по отношению к	3	3
10	в этом отношении	1	3
11	после того как	1	3
12	с одной стороны	4	3
13	едва ли не	1	3
14	о том что	3	3
15	несмотря на всю	1	3
16	не говоря уже	1	2
17	то же самое	3	2
18	говоря уже о	1	2
19	но и в	2	2
20	до сих пор	5	2
21	то ни было	2	2
22	бы то ни	2	2
23	в тех же	1	2
24	именно потому что	1	2
25	на то что	4	2
26	таким образом в	1	2
27	что иное как	1	1
28	отсюда видно что	1	1
29	литературу и в	1	1
30	более или менее	5	1
31	большей или меньшей	2	1
32	подобно тому как	1	1
33	в соответствии с	1	1
34	на вопрос откуда	1	1
35	же как и	1	1
36	может быть объяснена	1	1
37	в зависимости от	2	1
38	вместе с тем	2	1
39	как будто бы	2	1
40	можно говорить о	1	1
41	а может быть	1	1
42	так мы получаем	1	1
43	можно было бы	3	1
44	из своей среды	1	1
45	и в каком	1	1
46	и в конце	1	1
47	главным источником для	1	1
48	по своей социальной	1	1
49	в значительной степени	1	1
50	в это время	1	1
51	так же как	2	1
52	к числу таких	1	1
53	не только в	1	1
54	смысле этого слова	1	1
55	здесь мы не	1	1
56	обстоит дело с	2	1
57	в отличие от	2	1
58	в самых общих	1	1
59	как он был	1	1
60	в одном случае	1	1
61	для этой цели	1	1
62	соответствии с этим	1	1
63	том что они	2	1
64	мы не найдем	1	1
65	до наших дней	1	1
66	в стороне от	1	1
67	т д все	3	1
68	не означает что	2	1
69	как один из	1	1
70	но он не	1	1
71	с самого начала	2	1
72	ни одной из	1	1
73	при этом они	1	1
74	не что иное	1	1
75	и обнаруживает что	1	1
76	о том чем	1	1
77	в большинстве случаев	4	1
78	он действует в	1	1
79	к тому что	1	1
80	тем не менее	6	1
81	оно все же	1	1
82	для того чтобы	1	1
83	и тот же	2	1
