N	2gram	Bakhtin_Fr_8	Istorich
1	и в	56	22
2	в этом	14	17
3	что в	5	15
4	не только	8	14
5	мы видели	5	13
6	в доме	1	12
7	но и	9	12
8	и не	9	12
9	в этих	11	11
10	может быть	3	11
11	но в	6	10
12	таким образом	17	10
13	еще не	10	10
14	в нем	8	9
15	что и	3	9
16	в том	13	9
17	что он	2	9
18	вместе с	2	9
19	как мы	7	8
20	мы видим	6	8
21	что они	2	8
22	том что	8	8
23	пребывания в	1	7
24	но не	5	7
25	то что	3	7
26	и здесь	3	7
27	уже не	3	7
28	из них	2	7
29	так как	4	7
30	с другой	2	7
31	другой стороны	2	7
32	там где	3	7
33	к этому	2	7
34	то же	11	6
35	мы уже	10	6
36	это не	2	6
37	во время	5	6
38	связи с	6	6
39	возможно что	2	6
40	так в	1	6
41	если бы	2	6
42	в них	11	6
43	мы можем	1	6
44	а не	2	6
45	связь с	3	6
46	а в	2	6
47	все же	2	5
48	он не	5	5
49	что она	2	5
50	здесь мы	3	5
51	в этой	6	5
52	могут быть	1	5
53	живет в	1	5
54	к нему	2	5
55	в свете	4	5
56	того что	1	5
57	один из	5	5
58	так что	3	5
59	до сих	8	5
60	на ней	1	5
61	в некоторых	3	5
62	в частности	7	5
63	есть и	5	5
64	сих пор	8	5
65	одним из	5	4
66	и на	7	4
67	все эти	15	4
68	видели что	3	4
69	не в	3	4
70	и с	8	4
71	не всегда	1	4
72	но он	3	4
73	видим что	2	4
74	и его	12	4
75	тем что	1	4
76	что на	2	4
77	в пределах	5	4
78	находится в	1	4
79	только в	9	4
80	и они	1	4
81	его и	1	4
82	в других	2	4
83	а именно	1	4
84	они не	5	4
85	в данном	2	4
86	и там	1	4
87	для нас	1	4
88	не может	2	4
89	и другие	5	4
90	их и	2	3
91	и ее	4	3
92	в чем	1	3
93	в одной	1	3
94	целый ряд	2	3
95	и как	2	3
96	и к	4	3
97	из этих	1	3
98	на его	6	3
99	их в	4	3
100	а затем	1	3
101	его в	2	3
102	дома и	1	3
103	было бы	2	3
104	должен был	1	3
105	далеко не	2	3
106	как и	5	3
107	состоит в	1	3
108	не будем	1	3
109	и эти	2	3
110	некоторых случаях	1	3
111	никогда не	5	3
112	потому что	6	3
113	очень часто	1	3
114	он и	2	3
115	к тому	1	3
116	они и	1	3
117	о том	4	3
118	но по	4	3
119	здесь не	1	3
120	данном случае	2	3
