N	3gram	Bakhtin_Fr_3	Formalny
1	с точки зрения	1	13
2	в настоящее время	1	10
3	то же время	6	8
4	в его целом	1	8
5	в то же	6	8
6	на самом деле	3	6
7	до сих пор	4	6
8	в свою очередь	1	6
9	не может быть	2	5
10	по отношению к	2	4
11	во всяком случае	1	4
12	прежде всего в	1	3
13	и до конца	5	3
14	бы то ни	1	3
15	в своей статье	1	3
16	может быть и	1	3
17	смысле этого слова	1	3
18	в ее целом	1	3
19	нет и не	1	2
20	в нем и	1	2
21	и не может	1	2
22	в своей книге	2	2
23	как и все	3	2
24	в строгом смысле	1	2
25	как мы увидим	1	2
26	и в частности	1	2
27	в применении к	1	2
28	в том чтобы	1	2
29	но в то	4	2
30	и в этом	1	2
31	начала и до	4	2
32	в связи с	4	2
33	в связи со	1	2
34	связи с этим	1	2
35	с начала и	4	2
36	как мы видели	2	2
37	быть и не	1	2
38	вполне понятно что	1	1
39	мы видели является	1	1
40	менее всего может	1	1
41	его именно как	1	1
42	сделано ни одной	1	1
43	и культуры в	1	1
44	но не для	1	1
45	как раз и	1	1
46	быть отнесено к	1	1
47	что для последовательного	1	1
48	хотя бы и	1	1
49	в том что	1	1
50	но и в	2	1
51	же время не	1	1
52	в этом отношении	2	1
53	вместо того чтобы	1	1
54	но для этого	1	1
55	для этого прежде	1	1
56	том числе и	2	1
57	этого нельзя забывать	2	1
58	мы видим что	1	1
59	мы увидим дальше	2	1
60	этого прежде всего	1	1
61	в данном случае	2	1
62	тех действий и	1	1
63	которая могла бы	1	1
64	то ни было	1	1
65	ни к какому	1	1
66	в высшей степени	1	1
67	связи со всем	1	1
68	как одной из	1	1
69	всех тех действий	1	1
70	а также и	3	1
71	в отличие от	3	1
72	по сравнению с	2	1
73	все же в	1	1
74	в нашу задачу	1	1
75	и потому не	1	1
76	том чтобы установить	1	1
77	были и в	1	1
78	это конечно не	1	1
79	нашу задачу не	1	1
80	в точном смысле	1	1
81	в новое время	1	1
82	с другой стороны	1	1
83	в художественном образе	1	1
84	все то что	2	1
85	между тем как	1	1
86	не могла не	1	1
87	по себе конечно	1	1
88	во всем своем	1	1
89	в той же	4	1
90	точки зрения этих	1	1
91	между этими двумя	1	1
92	лишь в этом	1	1
93	в нашем примере	3	1
94	мы остановимся здесь	1	1
95	каждого из этих	1	1
96	задачу не входит	1	1
97	в своей основе	1	1
98	к нему и	1	1
99	и до сих	1	1
100	с самого начала	1	1
101	в одном месте	2	1
102	но все эти	1	1
103	и все остальные	1	1
104	но все же	1	1
105	но даже и	1	1
106	как мы знаем	1	1
107	заключается в том	1	1
108	в том числе	3	1
109	в следующих словах	1	1
110	тех или иных	1	1
111	всего может быть	1	1
112	произведений в их	1	1
113	настоящее время можно	1	1
114	в последнем счете	1	1
115	что между ними	1	1
116	что и в	1	1
117	в отрыве от	1	1
118	не сделано ни	1	1
119	ради нее самой	1	1
120	и здесь не	1	1
