N	3gram	Propp_Russ_2	Problema
1	о том что	4	9
2	в том что	18	8
3	тем не менее	2	5
4	с другой стороны	1	5
5	до некоторой степени	1	4
6	что иное как	2	3
7	в настоящее время	1	3
8	может быть только	2	3
9	вместе с тем	4	3
10	то время как	1	3
11	с одной стороны	2	3
12	а именно в	2	3
13	в то время	2	3
14	можно сказать что	1	3
15	после того как	2	3
16	не что иное	2	3
17	только тогда когда	3	3
18	потому что он	1	2
19	дело в том	1	2
20	из земли и	2	2
21	земли и глины	1	2
22	но и в	1	2
23	в это время	1	2
24	в данном случае	6	2
25	не может быть	3	2
26	во всяком случае	1	2
27	на то что	1	2
28	по этому поводу	2	2
29	для того чтобы	6	2
30	для нас не	1	2
31	можно заключить что	1	1
32	всего дома и	1	1
33	на земле все	1	1
34	так что в	1	1
35	о том как	1	1
36	в других местах	7	1
37	и то и	1	1
38	человека а не	1	1
39	не входит в	1	1
40	это для нас	1	1
41	как мы увидим	1	1
42	между тем как	1	1
43	а так как	1	1
44	в этом отношении	1	1
45	по аналогии с	1	1
46	xix в и	1	1
47	в какой степени	1	1
48	а как раз	1	1
49	но это не	1	1
50	можно было бы	1	1
51	все же в	1	1
52	в природе и	1	1
53	и с ней	1	1
54	той и другой	1	1
55	на первый взгляд	1	1
56	ничего общего не	1	1
57	и на земле	1	1
58	состоит в том	13	1
59	те или другие	1	1
60	и в этом	1	1
61	как и вообще	1	1
62	не только как	1	1
63	в такой же	1	1
64	а в других	1	1
65	которые как бы	1	1
66	и в том	1	1
67	огонь путем трения	1	1
68	же говорит и	1	1
69	бросается в глаза	2	1
70	и таким образом	1	1
71	с тем он	1	1
72	имея в виду	1	1
73	это и есть	1	1
74	дома и хозяйства	1	1
75	не имеет с	1	1
76	вопрос о том	1	1
77	что представление о	1	1
78	но в ее	1	1
79	в xix в	3	1
80	но не только	1	1
81	по его мнению	1	1
82	и т д	5	1
83	общего не имеет	1	1
