N	2gram	Bakhtin_Fr_4	Poddanst
1	не только	10	17
2	и в	29	14
3	и не	16	12
4	в этом	11	10
5	в отношении	1	10
6	в качестве	3	9
7	но в	12	9
8	то же	10	9
9	в том	7	9
10	только в	2	7
11	в то	10	7
12	же время	8	7
13	в ней	3	6
14	но и	9	6
15	быть может	2	6
16	с другой	4	5
17	может быть	2	5
18	а я	1	5
19	и о	5	5
20	если бы	1	4
21	тех кто	2	4
22	а также	2	4
23	в своем	3	4
24	и к	2	4
25	как бы	8	4
26	и если	1	4
27	том что	3	4
28	не может	2	4
29	и потому	1	4
30	в котором	2	4
31	что в	1	4
32	то что	4	4
33	мы не	1	3
34	это не	5	3
35	хотя и	2	3
36	и как	3	3
37	тот же	3	3
38	с ними	3	3
39	с одной	2	3
40	в себе	3	3
41	в нем	5	3
42	ей в	1	3
43	в россии	1	3
44	для того	3	3
45	прежде всего	8	3
46	одной стороны	2	3
47	что мы	1	3
48	и без	1	3
49	с точки	2	3
50	но не	2	3
51	она есть	1	3
52	потому что	1	3
53	точки зрения	4	3
54	и это	2	2
55	отношения к	1	2
56	в ее	3	2
57	и есть	4	2
58	в мире	1	2
59	было в	2	2
60	начала и	3	2
61	которое в	1	2
62	но к	1	2
63	говорить о	1	2
64	если в	2	2
65	в общем	1	2
66	со стороны	2	2
67	с этим	1	2
68	того что	3	2
69	стороны и	1	2
70	думать что	1	2
71	есть в	2	2
72	признание что	1	2
73	главным образом	1	2
74	г и	1	2
75	и других	3	2
76	в его	8	2
77	из них	6	2
78	в виде	1	2
79	в силу	1	2
80	и вот	3	2
81	как раз	2	2
82	и с	9	2
83	полной мере	1	2
84	именно в	2	2
85	и мы	2	2
86	в жизни	2	2
87	в них	7	2
88	церкви и	3	2
89	в эту	3	2
90	не столько	2	2
91	друг другу	1	2
92	культуры в	1	2
93	для тех	1	2
94	что из	2	2
95	все это	4	2
96	между прочим	2	2
97	на этих	1	2
98	да и	2	2
99	в полной	1	2
100	еще более	1	2
101	для нас	1	2
102	и мучеников	2	2
103	в частности	3	2
104	так называемые	2	2
105	как на	2	2
106	том числе	3	2
107	также и	4	1
108	же как	1	1
109	связана с	4	1
110	и то	2	1
111	с большою	1	1
112	как известно	2	1
113	как по	1	1
114	и этим	2	1
