N	3gram	Losev_Dial_3	Tvorches
1	и т д	23	11
2	то же время	1	7
3	в то же	1	7
4	до сих пор	1	3
5	не может быть	6	3
6	в самом деле	5	2
7	и не может	1	2
8	в таком случае	10	2
9	и в то	1	2
10	по крайней мере	5	2
11	так же как	2	2
12	ни во что	1	2
13	во всяком случае	2	2
14	с другой стороны	2	2
15	не в силах	1	2
16	о том что	5	2
17	в одном из	1	2
18	в том что	3	2
19	том что в	1	1
20	хотя и не	2	1
21	на свете есть	1	1
22	ничего не говорит	3	1
23	потому что в	1	1
24	и всякого рода	1	1
25	и нет ничего	2	1
26	т д и	6	1
27	же как и	1	1
28	на точку зрения	1	1
29	сами по себе	3	1
30	точно так же	2	1
31	только потому что	1	1
32	в том смысле	1	1
33	в применении к	1	1
34	на наших глазах	1	1
35	и что в	1	1
36	не мешает его	1	1
37	привело нас к	1	1
38	вмешательство высшей силы	1	1
39	и в этом	2	1
40	не могут быть	2	1
41	той или иной	2	1
42	я не буду	3	1
43	в связи с	1	1
44	это не значит	1	1
45	в виду что	1	1
46	к тому же	2	1
47	что у него	1	1
48	вмешательство высших сил	2	1
49	у нас не	1	1
50	в то время	4	1
51	того или иного	2	1
52	ни в чем	1	1
53	в нем нет	1	1
54	д и т	5	1
55	мы не можем	2	1
56	том смысле что	1	1
57	это и есть	2	1
58	которые сами по	1	1
59	не может нас	1	1
60	и никогда не	1	1
61	в конечном счете	1	1
62	содержит в себе	1	1
63	и я бы	1	1
64	это не просто	1	1
65	не значит что	1	1
66	и прежде всего	3	1
67	не о том	1	1
68	и в том	1	1
69	что в них	1	1
70	признать что в	1	1
71	как и в	3	1
72	в глубине души	1	1
