N	2gram	Losev_Dial_2	Hudozhes
1	и в	19	28
2	том что	10	19
3	в ее	4	18
4	и не	30	18
5	в том	14	15
6	а не	16	14
7	в этом	8	13
8	не в	8	13
9	о том	5	12
10	перед нами	2	11
11	не только	19	11
12	при этом	4	11
13	как и	10	11
14	в его	1	11
15	у нее	1	10
16	уже не	3	10
17	в себе	15	9
18	но и	12	9
19	так и	10	8
20	между тем	2	8
21	что он	6	8
22	себя в	2	8
23	в жизни	2	8
24	в душе	7	8
25	может быть	20	8
26	о чем	3	8
27	я не	6	7
28	что она	14	7
29	в мире	2	7
30	об этом	3	7
31	к тому	2	7
32	в частности	2	7
33	как это	7	7
34	и все	12	7
35	с ним	4	7
36	я и	2	6
37	в котором	1	6
38	то же	12	6
39	не было	3	6
40	и с	5	6
41	в своей	8	6
42	в то	6	6
43	тем что	2	6
44	можно сказать	5	6
45	это не	10	6
46	человеческой жизни	2	6
47	а в	4	6
48	то что	14	6
49	жизни и	6	6
50	в этой	3	5
51	как в	2	5
52	в самом	5	5
53	что это	10	5
54	не могла	1	5
55	в своем	4	5
56	не менее	3	5
57	у него	1	5
58	никогда не	9	5
59	ничего не	3	5
60	и его	5	5
61	она не	8	5
62	только на	1	5
63	одно из	4	5
64	как бы	14	5
65	да и	6	5
66	с ее	2	5
67	вот и	2	5
68	что в	7	5
69	и т	17	4
70	но не	6	4
71	своей жизни	1	4
72	то в	1	4
73	подобно тому	1	4
74	он не	4	4
75	и уже	3	4
76	в других	1	4
77	тем не	2	4
78	тому что	2	4
79	же время	5	4
80	и сама	1	4
81	как будто	7	4
82	и о	1	4
83	что они	6	4
84	только в	5	4
85	что и	5	4
86	как раз	5	4
87	говорит о	1	4
88	превращается в	1	4
89	то и	1	4
90	не может	9	4
91	тому как	1	4
92	у вас	1	4
93	бы и	2	4
94	была бы	3	3
95	чтобы не	6	3
96	человека и	2	3
97	по преимуществу	1	3
98	по его	1	3
99	и он	1	3
100	в ней	2	3
101	но при	1	3
102	еще не	4	3
103	и на	1	3
104	не все	1	3
105	и читатель	1	3
106	раз в	2	3
107	как он	4	3
108	в нем	10	3
109	жить в	1	3
110	что все	1	3
111	мы уже	8	3
112	было бы	3	3
113	в это	3	3
114	в них	1	3
115	несмотря на	2	3
116	в этих	3	3
117	личность в	2	3
118	как о	1	3
119	на него	2	3
120	о них	1	3
121	личности в	8	3
122	ни о	2	3
123	как только	3	3
124	же самое	2	3
125	и это	5	3
126	не могу	6	3
127	личного бытия	1	3
128	что у	2	3
129	когда в	1	3
130	и ему	1	3
131	внимание на	1	3
132	все его	3	3
133	это была	1	3
134	к нему	4	3
135	с ними	2	3
136	и ее	1	3
137	с одной	2	3
138	с нею	3	3
139	в одном	4	3
140	что на	2	3
141	с другой	5	3
142	и тех	1	3
143	все время	3	3
144	прежде всего	8	3
145	человек в	1	3
146	так же	2	3
147	одной стороны	1	3
148	в состоянии	2	3
149	все это	4	3
150	или в	2	3
151	будто бы	3	3
152	все они	1	3
153	есть и	6	3
154	самом деле	4	3
155	все что	1	3
156	же как	3	2
157	и то	7	2
158	не во	2	2
159	говорить о	5	2
160	личности с	1	2
161	в черном	1	2
162	он сам	1	2
163	различия между	2	2
164	если в	2	2
165	все же	4	2
166	и к	7	2
167	но в	2	2
168	та же	4	2
169	жизни так	1	2
170	из этих	1	2
171	и становится	1	2
172	тому же	1	2
173	т д	15	2
174	в принципе	1	2
175	не как	2	2
176	на этом	2	2
177	оно не	1	2
178	не будет	2	2
179	же не	3	2
180	его в	3	2
181	это было	3	2
182	и тогда	3	2
183	с точки	8	2
184	она в	1	2
185	жизни с	2	2
186	что я	2	2
187	ибо в	1	2
188	дело не	2	2
189	того как	2	2
190	одна из	1	2
191	не по	2	2
192	только не	2	2
193	ему в	1	2
194	в основе	1	2
195	мысли о	1	2
196	они и	1	2
197	как мы	3	2
198	данном случае	2	2
199	мысль о	1	2
200	приводит к	1	2
201	на свой	1	2
202	те же	1	2
203	и опять	1	2
204	до сих	2	2
205	том как	2	2
206	все те	1	2
207	в другом	4	2
208	и просто	1	2
209	быть личностью	1	2
210	любви к	1	2
211	того или	2	2
212	нуждается в	3	2
213	и только	4	2
214	говорит в	1	2
215	здесь не	1	2
216	идет по	1	2
217	ли он	1	2
218	уже одно	1	2
219	не видеть	1	2
220	именно на	1	2
221	с какой	1	2
222	же и	9	2
223	ни одного	1	2
224	в виде	2	2
225	его и	1	2
226	ни с	4	2
227	из них	3	2
228	т п	2	2
229	вовсе не	13	2
230	ее на	1	2
231	сих пор	2	2
232	или иной	1	2
233	как у	1	2
234	именно в	2	2
235	как же	3	2
236	еще и	1	2
237	была и	1	2
238	себя и	1	2
239	что не	6	2
240	мы знаем	1	2
241	в воздухе	2	2
242	когда же	1	2
243	жизнь в	2	2
244	нет ничего	1	2
245	вместе с	2	2
246	что личность	2	2
247	жизнь есть	1	2
248	в данном	3	2
249	или иного	1	2
250	сам не	2	2
251	что же	2	2
252	и от	3	2
253	только для	1	2
254	отнюдь не	6	2
255	в голову	1	2
256	это уже	2	2
257	у которого	1	2
258	потому что	14	2
259	хотя бы	4	2
260	точки зрения	12	2
261	личности и	6	2
262	и эта	1	2
263	сказать что	10	2
264	т е	30	2
265	как на	1	2
266	по причине	1	2
267	гораздо более	1	2
268	одних и	1	1
269	жизнь человека	1	1
270	например в	2	1
271	в сфере	2	1
272	таком случае	3	1
273	непосредственная и	1	1
274	не остается	1	1
275	есть форма	2	1
276	тех же	1	1
277	это и	3	1
278	перед лицом	1	1
279	голову что	1	1
280	века в	1	1
281	обойтись без	1	1
282	также и	2	1
283	его своей	1	1
284	тишине и	1	1
285	мы имеем	3	1
286	мы не	1	1
287	себе как	3	1
288	что если	3	1
289	ответить на	1	1
290	нам в	1	1
291	не была	1	1
292	время здесь	1	1
293	построенного на	1	1
294	в сущности	2	1
295	время как	7	1
296	последней моде	1	1
297	но то	1	1
298	этого термина	1	1
299	что можно	1	1
300	но ее	1	1
301	кто же	1	1
302	из ее	1	1
303	это время	3	1
304	не иметь	1	1
305	двух или	1	1
306	он был	1	1
307	на них	1	1
308	и личность	2	1
309	души есть	1	1
310	бы то	1	1
311	в различных	1	1
312	во всех	2	1
313	природы и	1	1
314	и стало	5	1
315	нею в	2	1
316	точка зрения	1	1
317	себе он	1	1
318	к которой	1	1
319	свою жизнь	1	1
320	а он	1	1
321	в общем	2	1
322	с собою	1	1
323	себе и	3	1
324	в наиболее	1	1
325	не просто	12	1
326	нет и	1	1
327	или иное	4	1
328	за пределы	4	1
329	во что	1	1
330	в одной	4	1
331	в той	3	1
332	процесса здесь	1	1
333	поскольку они	1	1
334	анекдоте или	1	1
335	показать что	1	1
336	она как	1	1
337	более и	2	1
338	и нет	2	1
339	такова же	1	1
340	остановиться на	1	1
341	собственно и	1	1
342	когда он	1	1
343	я лично	2	1
344	но для	1	1
345	это просто	1	1
346	себе не	3	1
347	от этого	3	1
348	человеческая жизнь	1	1
349	в которой	2	1
350	из жизни	1	1
351	так или	2	1
352	он в	1	1
353	все эти	2	1
354	этом что	1	1
355	но тотчас	1	1
356	личности но	2	1
357	но ведь	2	1
358	в жертву	1	1
359	так сказать	1	1
360	что одна	1	1
361	с чем	1	1
362	личностного бытия	3	1
363	же о	1	1
364	он все	1	1
365	же это	4	1
366	и когда	4	1
367	них нет	1	1
368	в силу	5	1
369	душу и	1	1
370	содержит в	4	1
371	их в	2	1
372	на земле	1	1
