N	3gram	Vygotskiy__1	NovoeSre
1	не может быть	8	4
2	подобно тому как	5	3
3	в этом смысле	2	2
4	он не может	1	2
5	вместе с тем	2	2
6	так же как	4	2
7	с одной стороны	5	2
8	с другой стороны	5	2
9	когда мы говорим	1	2
10	в нашу эпоху	1	2
11	вопрос о том	1	2
12	в том и	2	2
13	и того же	1	1
14	такой же мере	1	1
15	что в этом	3	1
16	то время как	5	1
17	одного и того	1	1
18	есть прежде всего	1	1
19	в том числе	1	1
20	же как и	1	1
21	до сих пор	3	1
22	и во всех	1	1
23	том случае если	1	1
24	в зависимости от	5	1
25	сами по себе	1	1
26	в отличие от	3	1
27	том числе и	1	1
28	и для того	1	1
29	заключает в себе	1	1
30	бы сказать что	1	1
31	может быть только	1	1
32	к жизни и	1	1
33	в том случае	2	1
34	было бы сказать	1	1
35	в том чтобы	7	1
36	не только в	1	1
37	но она не	1	1
38	как будто бы	2	1
39	в известном смысле	1	1
40	не могут быть	1	1
41	в такой же	1	1
42	не в том	5	1
43	то что он	1	1
44	в нем не	1	1
45	ни в одну	1	1
46	в одну из	1	1
47	во всяком случае	6	1
48	о том что	7	1
49	в то время	5	1
50	человека не может	1	1
51	то что в	1	1
52	и вместе с	1	1
53	это и есть	1	1
54	та или иная	1	1
55	она не должна	1	1
56	еще то что	1	1
57	но я не	1	1
58	мы не хотим	1	1
59	выходит за пределы	1	1
60	говорит что в	1	1
61	совершенно так же	1	1
62	он создает себе	1	1
63	в том что	9	1
64	как и в	4	1
