N	2gram	Propp_Isto_5	Formalny
1	и в	25	38
2	в этом	10	27
3	т е	16	26
4	может быть	17	23
5	и его	9	21
6	и пр	3	21
7	таким образом	9	20
8	и не	11	20
9	в самом	1	16
10	не в	6	15
11	прежде всего	6	15
12	и т	20	14
13	не может	6	14
14	в нем	7	13
15	связи с	8	13
16	но и	13	13
17	в пределах	4	12
18	с тем	8	11
19	в том	6	11
20	вовсе не	2	11
21	с другими	4	10
22	в его	12	10
23	в связи	4	10
24	не только	13	9
25	при этом	1	9
26	и с	3	9
27	как и	7	9
28	языка в	1	9
29	на почве	1	9
30	в процессе	1	9
31	самом деле	2	8
32	отнюдь не	1	8
33	все же	10	8
34	точки зрения	2	8
35	что и	6	8
36	тем что	10	8
37	как мы	5	7
38	по себе	2	7
39	для него	1	7
40	в своей	2	7
41	с точки	1	7
42	язык и	2	7
43	во втором	1	7
44	уже не	11	7
45	в других	2	7
46	по существу	2	7
47	что в	8	7
48	и ее	1	6
49	в ней	5	6
50	в истории	4	6
51	все эти	8	6
52	в этой	3	6
53	то же	4	6
54	было бы	1	6
55	он не	4	6
56	в их	1	6
57	могут быть	6	6
58	только в	7	6
59	то что	7	6
60	не было	1	6
61	вместе с	22	6
62	а не	2	6
63	хотя бы	1	6
64	а в	3	6
65	должна быть	1	5
66	во всех	2	5
67	т д	18	5
68	в то	3	5
69	в основе	1	5
70	же время	1	5
71	если бы	2	5
72	сводится к	1	5
73	говорит он	1	5
74	и только	1	5
75	что он	22	5
76	всяком случае	1	5
77	с этим	5	5
78	и для	2	5
79	бы в	1	5
80	во всяком	1	5
81	здесь и	1	4
82	одним словом	1	4
83	что оно	1	4
84	что они	1	4
85	как в	6	4
86	и наконец	1	4
87	и к	1	4
88	как таковое	2	4
89	не как	4	4
90	входит в	5	4
91	мы видели	7	4
92	как о	1	4
93	ничего не	2	4
94	к тому	1	4
95	здесь не	1	4
96	в дальнейшем	4	4
97	но в	1	4
98	что не	1	4
99	из них	2	4
100	так как	11	4
101	в особенности	3	4
102	и даже	1	4
103	в некоторых	4	4
104	другой стороны	8	4
105	там где	6	4
106	как бы	2	4
107	совершенно не	2	4
108	оно не	1	4
109	к этому	2	4
110	они не	3	4
111	например в	5	3
112	же как	4	3
113	и отчасти	1	3
114	сам по	1	3
115	и сюжет	1	3
116	тем же	1	3
117	в зависимости	1	3
118	а как	2	3
119	мы не	5	3
120	то это	3	3
121	зависимости от	1	3
122	и на	8	3
123	если в	3	3
124	чем же	1	3
125	как к	1	3
126	и как	3	3
127	от этого	4	3
128	что это	5	3
129	в целом	3	3
130	роль в	2	3
131	только на	1	3
132	всех этих	1	3
133	главным образом	1	3
134	его в	9	3
135	это было	2	3
136	в ином	3	3
137	такой же	2	3
138	как таковой	1	3
139	следует что	1	3
