N	3gram	Propp_Isto_1	Problema
1	тем не менее	6	18
2	и т д	22	10
3	то же самое	3	9
4	и тем не	2	8
5	для того чтобы	1	8
6	на то что	4	8
7	содержит в себе	1	7
8	в этом смысле	1	6
9	о том что	3	5
10	в том что	4	5
11	точно так же	3	4
12	только то что	1	4
13	еще не есть	1	4
14	в связи с	3	4
15	иметь в виду	1	3
16	мы никогда не	1	3
17	дело в том	3	3
18	более или менее	5	3
19	до сих пор	5	3
20	сами по себе	1	3
21	то что в	2	3
22	с другой стороны	5	3
23	по этому поводу	2	3
24	по себе но	1	3
25	о том как	1	2
26	в этом случае	1	2
27	что иное как	1	2
28	а есть только	1	2
29	не говоря уже	1	2
30	на том который	1	2
31	в таких случаях	2	2
32	в этих случаях	2	2
33	есть не что	1	2
34	как мы увидим	2	2
35	а может быть	1	2
36	так же как	2	2
37	а не только	1	2
38	сих пор мы	2	2
39	тех или иных	1	2
40	и в этом	1	2
41	никогда не может	1	2
42	не может быть	7	2
43	того или иного	1	2
44	мы увидим ниже	2	2
45	не что иное	1	2
46	можно было бы	3	2
47	подобно тому как	1	2
48	если бы он	1	1
49	здесь идет речь	1	1
50	этом а не	1	1
51	связаны между собою	1	1
52	к сожалению однако	2	1
53	сводится к тому	1	1
54	вместе с тем	2	1
55	поставить вопрос о	1	1
56	все дело в	1	1
57	мы имеем дело	1	1
58	но в ее	1	1
59	ни к каким	1	1
60	пор мы рассматривали	1	1
61	внимание на то	1	1
62	что он об	1	1
63	с представлением о	1	1
64	не было и	1	1
65	из них в	1	1
66	говоря уже о	1	1
67	мы не будем	3	1
68	а именно в	1	1
69	до известной степени	1	1
70	всегда есть не	1	1
71	к числу таких	1	1
72	друг на друга	1	1
73	для этой цели	1	1
74	имеем дело не	1	1
75	на самом же	1	1
76	и хорошо что	1	1
77	в этом отношении	1	1
78	к тому или	1	1
79	и т п	1	1
80	только тем что	1	1
81	до наших дней	1	1
82	то что обычно	1	1
83	что же здесь	1	1
84	д все это	1	1
85	не может считаться	1	1
86	в это время	1	1
87	то время как	3	1
88	и для этого	1	1
89	же как и	1	1
90	если бы мы	2	1
91	еще ничего не	1	1
92	но в то	1	1
93	не только в	1	1
94	на первый взгляд	2	1
95	как мы это	1	1
96	а именно на	1	1
97	как будто ничего	1	1
98	как будто бы	2	1
99	и должно быть	2	1
100	это было бы	1	1
101	уже по одному	1	1
102	не значит что	1	1
103	так как будто	1	1
104	не могут быть	1	1
105	это не значит	1	1
106	бы то ни	2	1
107	тем что они	1	1
108	уже видели что	1	1
109	первобытного мышления и	1	1
110	нас прежде всего	1	1
111	вопросом о том	1	1
112	не чем иным	1	1
113	мы уже видели	1	1
114	изучение истории этого	1	1
115	в дальнейшем оказывается	1	1
116	мы еще не	1	1
117	для нас прежде	1	1
118	т д все	3	1
119	таким образом в	1	1
120	чем иным как	1	1
121	в то время	3	1
122	в том чтобы	1	1
123	и что такое	1	1
124	дело не с	1	1
125	мы имеем и	1	1
126	то ясно что	2	1
127	другой стороны однако	1	1
128	тому или иному	1	1
129	здесь не просто	1	1
130	которая была бы	1	1
131	к тому что	1	1
132	и что он	1	1
133	во всех случаях	2	1
134	никак не может	1	1
135	самом же деле	1	1
136	необходимо иметь в	1	1
137	все это не	1	1
138	к тому же	1	1
139	только тогда когда	1	1
140	перед нами как	1	1
141	можно сколько угодно	1	1
