N	2gram	Bakhtin_Fr_2	RusskieA
1	и в	49	36
2	новый год	2	25
3	не только	17	22
4	том что	4	19
5	что в	2	19
6	в том	3	17
7	но и	13	16
8	так как	6	15
9	во время	12	14
10	и другие	2	13
11	в этом	15	12
12	в xix	3	10
13	и на	17	10
14	это не	1	10
15	как и	11	10
16	как мы	7	10
17	нового года	1	10
18	вместе с	2	10
19	потому что	1	10
20	об этом	1	9
21	а в	4	9
22	и по	1	8
23	с тем	1	8
24	о том	3	8
25	один из	7	8
26	из них	3	8
27	может быть	5	8
28	что они	2	7
29	так и	6	7
30	что и	1	7
31	и других	3	7
32	в виде	1	6
33	и обрядов	2	6
34	так например	2	6
35	таким образом	7	6
36	при этом	5	6
37	видно что	1	6
38	в день	3	6
39	с этого	1	6
40	в них	13	6
41	и не	15	6
42	все это	9	6
43	для нас	1	6
44	будто бы	1	6
45	то что	6	6
46	а и	1	5
47	иногда и	1	5
48	как в	1	5
49	все же	7	5
50	того как	2	5
51	там же	2	5
52	год и	1	5
53	с ними	1	5
54	и у	1	5
55	одно из	1	5
56	в течение	3	5
57	как бы	11	5
58	этом случае	1	5
59	г в	1	4
60	животных и	1	4
61	мы имеем	1	4
62	в первый	1	4
63	еще не	2	4
64	во всех	6	4
65	в эти	1	4
66	что по	1	4
67	входит в	1	4
68	по улицам	1	4
69	их на	1	4
70	в г	3	4
71	из этих	5	4
72	в их	2	4
73	что этот	1	4
74	вплоть до	2	4
75	эти дни	1	4
76	а иногда	1	4
77	одна из	4	4
78	связи с	2	4
79	к тому	1	4
80	так в	3	4
81	еще в	2	4
82	и их	1	4
83	тем что	4	4
84	и др	9	4
85	в тех	2	4
86	того что	1	4
87	по существу	2	4
88	но это	2	4
89	в связи	2	4
90	не может	7	4
91	только в	13	4
92	к этому	1	4
93	то на	1	3
94	представление о	1	3
95	своего рода	1	3
96	в своем	5	3
97	думать что	2	3
98	и те	1	3
99	связанные с	2	3
100	в основном	5	3
101	на этом	1	3
102	то же	7	3
103	но все	4	3
104	для них	2	3
105	далеко не	3	3
106	несмотря на	3	3
107	в этих	4	3
108	точки зрения	6	3
109	таким же	1	3
110	с точки	5	3
111	на руси	1	3
112	но они	3	3
113	их в	3	3
114	не менее	1	3
115	улицам и	1	3
116	этого момента	2	3
117	в разных	1	3
118	ничего не	2	3
119	то есть	32	3
120	настоящее время	1	3
121	или на	1	3
122	связаны с	2	3
123	как например	1	3
124	этого праздника	2	3
125	в качестве	2	3
126	только на	1	3
127	слова в	1	3
128	в одном	3	3
129	к ним	1	3
130	и обряды	3	3
131	из приведенных	1	3
132	в области	4	3
133	на этот	1	3
134	о чем	3	3
135	в честь	1	3
136	так же	2	3
137	пишет в	1	3
138	не будем	1	3
139	в настоящее	1	3
140	на других	1	3
141	в целях	2	3
142	и к	4	3
143	в праздник	3	3
144	в свою	1	3
145	ко времени	1	3
146	но эти	3	3
147	как известно	2	2
148	например в	1	2
149	половине xix	1	2
150	еще до	1	2
151	к нам	1	2
152	но она	1	2
153	как не	1	2
154	в ней	2	2
155	он был	2	2
156	на самом	2	2
157	но не	5	2
158	значение и	1	2
159	христа в	1	2
160	независимо от	1	2
161	мы можем	2	2
162	хотя и	2	2
