N	2gram	Propp_Isto_5	RusskieA
1	и в	25	29
2	т е	16	24
3	том что	8	22
4	в том	6	22
5	что в	8	22
6	как бы	2	18
7	состоит в	1	15
8	в других	2	15
9	и другие	1	14
10	так как	11	13
11	может быть	17	13
12	в землю	2	13
13	во время	7	12
14	в этом	10	11
15	как и	7	11
16	одна из	2	11
17	не только	13	10
18	и с	3	10
19	е в	3	10
20	в лесу	2	10
21	все это	4	10
22	в воду	8	9
23	во многих	1	9
24	а на	2	9
25	о том	7	9
26	в некоторых	4	9
27	а в	3	9
28	его в	9	8
29	показывает что	5	8
30	или на	2	8
31	сообщает что	1	8
32	но и	13	8
33	других местах	1	8
34	в дом	2	8
35	ее в	2	8
36	как в	6	7
37	данном случае	2	7
38	мы видели	7	7
39	представляют собой	3	7
40	или в	6	7
41	этот обряд	6	6
42	мы имеем	14	6
43	мы не	5	6
44	еще не	8	6
45	и на	8	6
46	при этом	1	6
47	таким образом	9	6
48	того чтобы	3	6
49	на нее	2	6
50	к реке	1	6
51	на голову	1	6
52	в обряде	5	6
53	для нас	5	6
54	для того	3	6
55	с тем	8	6
56	вместе с	22	6
57	в данном	3	6
58	этом случае	7	6
59	же в	2	6
60	и т	20	5
61	из воды	2	5
62	но не	5	5
63	следующим образом	1	5
64	но в	1	5
65	это не	6	5
66	т д	18	5
67	не может	6	5
68	представление о	17	5
69	потому что	7	5
70	для этого	1	5
71	и что	8	5
72	или же	3	5
73	то что	7	5
74	с ней	2	5
75	кладут в	1	5
76	к этому	2	5
77	же как	4	4
78	то же	4	4
79	вопрос о	2	4
80	на них	2	4
81	некоторых местах	1	4
82	песни и	1	4
83	видели что	2	4
84	уже не	11	4
85	это представление	2	4
86	их в	3	4
87	а затем	7	4
88	а за	1	4
89	в которых	3	4
90	не в	6	4
91	по полю	1	4
92	тогда когда	2	4
93	эти представления	1	4
94	говорится что	3	4
95	этот обычай	4	4
96	мы рассмотрим	1	4
97	а также	1	4
98	в земле	1	4
99	к нему	3	4
100	так что	2	4
101	то и	1	4
102	в виде	9	4
103	из них	2	4
104	а не	2	4
105	о чем	2	4
106	так же	5	4
107	как это	1	4
108	этих случаях	8	4
109	по существу	2	4
110	этих обрядов	1	4
111	и все	3	4
112	в таком	1	4
113	или ее	1	3
114	и о	1	3
115	в ее	4	3
116	только тогда	2	3
117	это показывает	2	3
118	что это	5	3
119	все эти	8	3
120	в этой	3	3
121	что она	1	3
122	главным образом	1	3
123	по всем	1	3
124	подобно тому	1	3
125	и по	2	3
126	на этом	3	3
127	в народе	1	3
128	и других	2	3
129	с другими	4	3
130	живет в	5	3
131	не всегда	4	3
132	в этих	6	3
133	в котором	1	3
134	в отличие	1	3
135	выше мы	2	3
136	не будем	5	3
137	но он	2	3
138	она не	2	3
139	в таких	3	3
140	не имеет	1	3
141	такие же	1	3
142	как мы	5	3
143	что от	2	3
144	должно было	2	3
145	во всех	2	3
146	в свете	3	3
147	а именно	4	3
148	того что	2	3
149	что здесь	3	3
150	в качестве	7	3
151	связь с	8	3
152	или даже	1	3
153	за ним	4	3
154	руки и	1	3
155	друг друга	3	3
156	отличие от	1	3
157	ставят на	1	3
158	тем что	10	3
159	по всей	1	3
160	что для	1	3
161	бросают в	3	3
162	тому как	1	3
163	и там	1	3
164	и от	1	3
165	не объясняет	2	3
166	было бы	1	3
167	но если	1	3
168	в воде	1	3
169	вряд ли	1	2
170	также что	3	2
171	одним из	2	2
172	мы здесь	4	2
173	на самом	1	2
174	переход от	1	2
175	этого дерева	2	2
176	рассматривается как	1	2
177	на себя	3	2
178	очень распространен	3	2
179	не совсем	6	2
180	которое в	1	2
181	кладут на	1	2
182	это время	2	2
183	не говорится	1	2
184	не был	1	2
185	здесь имеем	2	2
186	с одной	7	2
187	в дереве	1	2
188	очевидно что	2	2
189	иногда и	1	2
190	о покойнике	1	2
191	другой день	1	2
192	эта связь	2	2
193	мертвых и	1	2
194	с этим	5	2
195	все же	10	2
196	а и	1	2
197	как уже	1	2
198	и как	3	2
199	не было	1	2
200	в руках	1	2
201	живут в	1	2
202	та же	1	2
203	в которой	4	2
204	под ним	1	2
205	представляет собой	7	2
206	право на	1	2
207	если он	1	2
208	после этого	2	2
209	ряд других	1	2
210	чтобы они	1	2
211	похоронные обряды	1	2
212	том чтобы	2	2
213	но вместе	3	2
214	в образе	5	2
215	здесь мы	5	2
216	с вечера	1	2
217	связанные с	2	2
218	об этом	2	2
219	мы указывали	1	2
220	что один	1	2
221	в пензенской	1	2
222	не ясно	3	2
223	из нее	2	2
224	многие другие	1	2
225	и еще	1	2
226	так в	2	2
227	в своей	2	2
228	в их	1	2
229	на берег	2	2
230	должны были	1	2
231	при рассмотрении	1	2
232	силу и	2	2
233	тем не	4	2
234	дают нам	1	2
235	не менее	4	2
236	в пищу	1	2
237	а иногда	1	2
238	как можно	2	2
239	что с	1	2
240	в то	3	2
241	дело не	1	2
242	того как	4	2
243	когда они	2	2
244	о них	1	2
245	никогда не	3	2
246	этого обряда	3	2
247	к ней	1	2
248	во всем	2	2
249	по земле	1	2
250	связи с	8	2
251	более позднее	1	2
252	что на	1	2
253	в момент	1	2
254	в состав	1	2
255	солярной теории	1	2
256	о происхождении	1	2
