N	3gram	Vygotskiy__3	VerxiiNi
1	вместе с тем	10	8
2	с одной стороны	5	7
3	с точки зрения	1	6
4	во всяком случае	4	6
5	более или менее	1	5
6	в том числе	1	5
7	до сих пор	1	5
8	друг с другом	5	5
9	а с другой	3	5
10	для того чтобы	7	5
11	о том что	3	4
12	том числе и	1	4
13	и вместе с	2	4
14	так или иначе	1	3
15	точно так же	1	3
16	в конце концов	1	3
17	так же как	6	3
18	всяком случае не	1	3
19	в связи с	5	3
20	тем не менее	5	3
21	в том что	17	3
22	в том виде	2	2
23	и связанные с	1	2
24	с тем и	4	2
25	то же самое	1	2
26	в этом отношении	3	2
27	заключает в себе	2	2
28	с этой точки	2	2
29	то ни было	1	2
30	по сравнению с	3	2
31	бы то ни	1	2
32	ничего общего с	1	2
33	этой точки зрения	2	2
34	с самого начала	6	2
35	той или иной	2	2
36	на то что	3	2
37	на пути к	2	2
38	и в этом	2	2
39	влечет за собой	1	2
40	в так называемой	1	1
41	и того же	4	1
42	даже там где	1	1
43	ничем не отличаются	1	1
44	сказать что в	1	1
45	одновременно с развитием	1	1
46	и путь к	1	1
47	состоит в том	3	1
48	одном и том	1	1
49	значение в связи	1	1
50	по отношению к	2	1
51	одного и того	4	1
52	ни один из	4	1
53	постольку поскольку они	1	1
54	о том как	1	1
55	совпадает с тем	1	1
56	не отличаются от	1	1
57	из общего правила	1	1
58	и по мере	1	1
59	сами по себе	3	1
60	и даже там	1	1
61	несомненно в отношении	1	1
62	это мы и	1	1
63	одной стороны с	1	1
64	а вместе с	1	1
65	с тем что	3	1
66	что мы знаем	3	1
67	с этого момента	1	1
68	несмотря на его	1	1
69	совершенно так же	2	1
70	в этот период	1	1
71	том или ином	1	1
72	но все они	1	1
73	с внешней стороны	1	1
74	которые могли бы	1	1
75	функционально связанный с	1	1
76	в этой области	1	1
77	в данном случае	1	1
78	не потому что	1	1
79	и т.д в	1	1
80	на этот раз	1	1
81	тот факт что	5	1
82	смысле этого слова	4	1
83	и том же	1	1
84	и не могут	1	1
85	этой задачи мы	1	1
86	в отличие от	6	1
87	указывает на то	1	1
88	все более и	1	1
89	мы уже говорили	5	1
90	все что мы	2	1
91	из них не	1	1
92	один из этих	3	1
93	друг к другу	1	1
94	не имеет никакого	1	1
95	ничто не указывает	1	1
96	мы знаем о	2	1
97	с другой стороны	3	1
98	с внутренней стороны	1	1
99	мы видели что	3	1
100	не может быть	2	1
101	из которых каждый	2	1
102	но тем не	1	1
103	в то время	4	1
104	всяком случае в	1	1
105	так и в	2	1
106	с другой с	1	1
107	сменяют друг друга	1	1
108	в свою очередь	2	1
109	в отношении их	1	1
110	и превращается в	1	1
111	в связь с	1	1
112	более и более	1	1
113	что и у	1	1
114	могут рассматриваться как	1	1
115	и в результате	1	1
116	же что и	1	1
117	и не потому	1	1
118	все эти особенности	1	1
119	внешнее сходство между	1	1
120	связи с тем	1	1
121	что и в	5	1
122	могло бы быть	1	1
123	что оно является	1	1
