N	2gram	Propp_Isto_1	RusskieA
1	и в	28	36
2	не только	12	22
3	том что	7	19
4	что в	12	19
5	в и	1	17
6	в том	9	17
7	т е	10	17
8	но и	10	16
9	так как	6	15
10	во время	3	14
11	и другие	4	13
12	в этом	8	12
13	и т	25	10
14	и на	4	10
15	в этот	1	10
16	это не	7	10
17	как и	4	10
18	как мы	3	10
19	вместе с	6	10
20	потому что	4	10
21	т д	22	9
22	об этом	4	9
23	а в	7	9
24	и по	3	8
25	д к	1	8
26	с тем	4	8
27	у нас	1	8
28	о том	9	8
29	один из	4	8
30	мы увидим	10	8
31	из них	3	8
32	может быть	25	8
33	как это	3	8
34	что они	5	7
35	так и	9	7
36	между тем	2	7
37	что и	6	7
38	представляют собой	6	7
39	мы не	10	6
40	в виде	2	6
41	так например	6	6
42	таким образом	8	6
43	при этом	3	6
44	видно что	6	6
45	это делалось	1	6
46	уже не	3	6
47	в них	1	6
48	и не	9	6
49	все это	4	6
50	для нас	13	6
51	будто бы	3	6
52	в новый	1	6
53	то что	9	6
54	иногда и	1	5
55	как в	2	5
56	все же	10	5
57	во многих	2	5
58	показывает что	3	5
59	при изучении	1	5
60	в которых	1	5
61	того как	3	5
62	к зеленин	1	5
63	как будто	4	5
64	некоторые другие	1	5
65	там же	2	5
66	этого обычая	3	5
67	и у	1	5
68	одно из	1	5
69	как бы	2	5
70	этом случае	1	5
71	мы имеем	13	4
72	не совсем	3	4
73	еще не	7	4
74	во всех	2	4
75	представляет собой	4	4
76	после этого	1	4
77	с собой	1	4
78	из этих	1	4
79	в их	3	4
80	что этот	2	4
81	тому что	1	4
82	вплоть до	1	4
83	а иногда	2	4
84	одна из	2	4
85	связи с	4	4
86	к тому	6	4
87	так в	4	4
88	еще в	2	4
89	и что	10	4
90	и их	3	4
91	тем что	3	4
92	а с	2	4
93	и др	7	4
94	в некоторых	2	4
95	в тех	2	4
96	того что	4	4
97	по существу	5	4
98	но это	4	4
99	в связи	4	4
100	как уже	2	4
101	не может	15	4
102	только в	11	4
103	к этому	2	4
104	песен и	1	3
105	увидим ниже	2	3
106	этот обряд	2	3
107	представление о	1	3
108	как правило	4	3
109	своего рода	1	3
110	в своем	5	3
111	не можем	3	3
112	что это	8	3
113	под землей	1	3
114	связанные с	2	3
115	в основном	2	3
116	на этом	3	3
117	то же	12	3
118	но все	4	3
119	чаще всего	1	3
120	несмотря на	1	3
121	в этих	7	3
122	к тем	1	3
123	таким же	1	3
124	она в	1	3
125	тем не	6	3
126	но они	2	3
127	их в	5	3
128	не менее	6	3
129	окно и	1	3
130	этого обряда	5	3
131	ничего не	2	3
132	на дворе	1	3
133	в поле	1	3
134	вывод что	2	3
135	приводит к	2	3
136	к жизни	1	3
137	не с	3	3
138	или на	3	3
139	а также	1	3
140	в середине	2	3
141	также в	1	3
142	всякого рода	2	3
143	по этому	2	3
144	в качестве	5	3
145	только на	1	3
146	слова в	1	3
147	в одном	5	3
148	к ним	4	3
149	в древнем	1	3
150	из приведенных	1	3
151	в области	2	3
152	на этот	2	3
153	так называемой	1	3
154	так же	7	3
155	в это	1	3
156	этого слова	1	3
157	и некоторые	1	3
158	не будем	5	3
159	уже указывалось	1	3
160	в целях	3	3
161	и к	1	3
162	можно говорить	1	2
163	например в	5	2
164	но тем	1	2
165	в доме	2	2
166	но она	1	2
167	что иное	1	2
168	на себя	1	2
169	это время	2	2
170	в ней	7	2
171	он был	1	2
172	иное как	1	2
173	природы и	1	2
174	на самом	1	2
175	но не	5	2
176	значение и	2	2
177	не просто	3	2
178	отнюдь не	1	2
179	как по	1	2
180	независимо от	1	2
181	что именно	1	2
182	с этим	4	2
183	мы можем	1	2
184	хотя и	1	2
185	и как	2	2
186	в круг	2	2
187	в фольклоре	1	2
188	но в	8	2
189	та же	1	2
190	в целом	2	2
191	все эти	4	2
192	в нашем	1	2
193	в дальнейшем	5	2
194	как он	2	2
195	после чего	1	2
196	и всей	1	2
197	что она	5	2
198	в нем	2	2
199	всех этих	2	2
200	не значит	1	2
201	в силу	5	2
202	его от	1	2
203	в году	1	2
204	не лезет	1	2
205	же не	3	2
206	главным образом	1	2
207	и с	4	2
208	с целью	1	2
209	в жизни	1	2
210	чтобы они	1	2
211	многие другие	1	2
212	в один	1	2
213	представляла собой	1	2
214	должны были	2	2
215	и более	1	2
216	для этого	3	2
217	в древней	2	2
218	нас к	1	2
219	красно солнышко	1	2
220	как можно	1	2
221	она не	1	2
222	у него	1	2
223	именно с	1	2
224	с религией	3	2
225	детей и	4	2
226	встречаются в	1	2
227	обрядами и	3	2
228	но даже	1	2
229	и здесь	7	2
230	не засвидетельствован	1	2
231	могут быть	4	2
232	основаны на	1	2
233	день и	1	2
234	vii в	1	2
235	в золотой	2	2
236	эти представления	1	2
237	в более	1	2
238	что у	1	2
239	в образе	3	2
240	и другими	1	2
241	обрядов и	1	2
242	иногда в	1	2
243	что от	2	2
244	составные части	2	2
245	с ним	2	2
246	означает что	4	2
247	находится в	4	2
248	после того	1	2
249	должно было	1	2
250	связь между	3	2
251	этому поводу	2	2
252	в его	5	2
253	них в	1	2
254	в свете	2	2
255	к ней	1	2
256	значит что	1	2
257	этот вопрос	7	2
258	в какой	3	2
259	ii в	1	2
260	показывают что	5	2
261	их не	2	2
262	приводит нас	1	2
263	какой степени	1	2
264	так что	4	2
265	в большинстве	4	2
266	очень ясно	1	2
267	борьбы с	2	2
268	давно замечено	1	2
269	его и	2	2
270	не означает	2	2
271	в прошлом	1	2
272	но что	1	2
273	тут же	1	2
274	не было	1	2
275	в особенности	2	2
276	чем в	1	2
277	которые можно	2	2
278	но есть	1	2
279	с ней	2	2
280	и пр	4	2
281	только по	1	2
282	не на	2	2
283	а не	15	2
284	его как	2	2
285	воздействовать на	2	2
286	большинстве случаев	4	2
287	и многие	1	2
288	в изучении	1	2
289	в частности	2	2
290	и потому	2	2
291	многих случаях	1	2
292	в земле	1	2
293	там где	4	2
294	довольно много	1	2
295	только для	2	2
296	между собой	4	2
297	мы видим	11	2
298	и для	4	2
299	на новый	1	2
300	или в	5	2
301	когда он	6	2
302	мы должны	13	2
303	многих местах	1	2
304	заупокойном культе	1	2
305	не что	1	2
306	что обряд	1	2
307	они их	1	2
308	нас не	3	2
309	ту же	1	1
310	также и	3	1
311	же как	2	1
312	чтобы не	3	1
313	ныне и	1	1
314	рассматривается как	1	1
315	переходит к	1	1
316	мы здесь	3	1
317	тех же	1	1
318	зависимости от	2	1
319	непосредственно не	1	1
320	в первом	1	1
321	могли иметь	1	1
322	что эти	1	1
323	и ее	1	1
324	противном случае	1	1
325	начать исследование	1	1
326	должна быть	5	1
327	над ней	1	1
328	по его	2	1
329	только тексты	2	1
330	приходит к	1	1
331	несколько иной	1	1
332	мы уже	1	1
333	из всех	2	1
334	землей и	1	1
335	самые разнообразные	1	1
336	в русских	1	1
337	что если	2	1
338	которую мы	1	1
339	вопрос о	5	1
340	мальчики и	1	1
341	имеет свою	1	1
342	меньшей мере	2	1
343	приводят к	1	1
344	говорить о	1	1
345	не вполне	2	1
346	ему в	3	1
347	нет но	1	1
348	не знают	3	1
349	явление не	1	1
350	же что	1	1
351	власть над	1	1
352	и он	3	1
353	и был	1	1
354	происхождение этого	1	1
355	в отличие	2	1
356	обряда и	2	1
357	на них	2	1
358	именно эти	1	1
359	некоторых местах	1	1
360	все объясняется	1	1
361	этих случаях	2	1
362	собой очень	1	1
363	сообщают что	1	1
364	какие представления	1	1
365	другой пример	1	1
366	на основе	5	1
367	это видно	1	1
368	а только	2	1
369	необходимо еще	1	1
370	оно в	2	1
371	не все	4	1
372	в сказке	44	1
373	ответ на	2	1
374	по отношению	3	1
375	отличие от	2	1
376	мы сейчас	2	1
377	формы мышления	1	1
378	иные формы	1	1
379	только этот	1	1
380	далее следует	1	1
381	относится к	2	1
382	них из	1	1
383	в истории	1	1
384	коровы и	1	1
385	что во	1	1
386	эта связь	1	1
387	так называемая	3	1
388	некоторое время	2	1
389	народа в	2	1
390	в обрядах	1	1
391	однако не	2	1
392	в противном	1	1
393	перед нами	3	1
394	целый ряд	1	1
395	и русским	1	1
396	что этим	1	1
397	тем же	1	1
398	увидим что	5	1
399	от этого	2	1
400	не связаны	1	1
401	ясную картину	1	1
402	можно установить	1	1
403	очень многие	1	1
404	этот случай	1	1
405	в которой	1	1
406	говорят о	1	1
407	за это	1	1
408	будем изучить	1	1
409	об илье	1	1
410	когда будет	1	1
411	поэтому формы	1	1
412	то и	2	1
413	вообще а	1	1
414	е с	1	1
415	в себе	2	1
416	сажают их	1	1
417	сливаются в	1	1
418	тому же	1	1
419	в лес	8	1
420	на то	4	1
421	д т	1	1
422	было способствовать	1	1
423	он не	2	1
424	по дням	1	1
425	одно целое	1	1
426	он должен	2	1
427	средство борьбы	1	1
428	не как	3	1
429	в начале	3	1
430	есть один	1	1
431	что одно	1	1
432	воспоминание о	2	1
433	в немецкой	2	1
434	подобно тому	1	1
435	пытается объяснить	1	1
436	основные черты	1	1
437	а затем	2	1
438	здесь мы	7	1
439	в совершенно	1	1
440	те же	1	1
441	и определить	1	1
442	его в	6	1
443	всех народов	1	1
444	известно что	1	1
445	но их	1	1
446	должен был	3	1
447	и тем	2	1
448	не соответствует	1	1
449	по всему	1	1
450	на охоту	1	1
451	о характере	1	1
452	нет в	2	1
453	в этой	6	1
454	на основании	1	1
455	со своими	1	1
456	не всегда	8	1
457	мы видели	2	1
458	был обычай	1	1
459	рассмотрим некоторые	1	1
460	обрядам и	1	1
461	не будут	1	1
462	быть включены	1	1
463	но если	2	1
464	никак не	1	1
465	еще менее	1	1
466	в советской	1	1
467	видел и	1	1
468	установить что	4	1
469	и общественных	1	1
470	этого вопроса	3	1
471	они уже	1	1
472	весь ход	1	1
473	одном из	1	1
474	из своей	1	1
475	материалы не	1	1
476	ее на	1	1
477	точку зрения	3	1
