N	3gram	Propp_Isto_7	Freidism
1	с точки зрения	1	11
2	по отношению к	1	8
3	не может быть	3	7
4	в самом деле	1	6
5	в большинстве случаев	1	5
6	мы знаем что	1	4
7	в зависимости от	1	4
8	в данном случае	3	4
9	как мы уже	1	4
10	как мы видели	1	4
11	бы то ни	1	3
12	на этот вопрос	2	3
13	отношение к отцу	1	3
14	и тот же	1	3
15	один и тот	1	3
16	он не только	1	2
17	то же самое	1	2
18	до сих пор	2	2
19	не отличается от	1	2
20	в таких случаях	1	2
21	в предыдущей главе	1	2
22	так и в	2	2
23	может быть это	1	2
24	один из способов	1	2
25	то ни было	1	2
26	с одной стороны	4	2
27	тем не менее	4	2
28	мы уже знаем	3	2
29	он продолжает жить	1	2
30	мы видели что	1	2
31	и может быть	1	1
32	нуждается ни в	1	1
33	во всех видах	1	1
34	только потому что	1	1
35	ни в каких	1	1
36	это означает что	1	1
37	от всех других	2	1
38	что в данном	1	1
39	не приходится и	1	1
40	нам кажется что	1	1
41	в этом случае	1	1
42	но тем не	2	1
43	в нем и	1	1
44	не нуждается ни	1	1
45	того в какой	1	1
46	только по своему	1	1
47	мы должны признать	1	1
48	друг на друга	1	1
49	от того в	1	1
50	во всех этих	6	1
51	что мы знаем	1	1
52	а иногда и	1	1
53	к отцу во	1	1
54	там именно и	1	1
55	не в его	1	1
56	ему ничего не	1	1
57	остановимся только на	1	1
58	таким образом и	1	1
59	на первый взгляд	4	1
60	то что он	1	1
61	ответ на этот	1	1
62	и она не	1	1
63	данном случае в	1	1
64	ситуации в которой	1	1
65	это не совсем	1	1
66	мы не можем	2	1
67	в то время	2	1
68	о том что	5	1
69	он не приобретает	1	1
70	от них и	1	1
71	не может его	3	1
72	но все же	2	1
73	на которой он	1	1
74	мы имеем в	4	1
75	интересен тем что	1	1
76	не совсем так	1	1
77	и что он	1	1
78	и т д	16	1
79	то же что	2	1
80	в том что	4	1
81	но не может	1	1
82	правда это не	1	1
83	и всей той	1	1
84	она не может	1	1
85	что и в	2	1
86	направление в котором	1	1
87	конечно не в	1	1
88	но в чем	1	1
