N	4gram	Vygotskiy__1	formyVre
1	в то же время	1	4
2	в том числе и	1	2
3	и в то же	1	2
4	друг с другом с	1	1
5	мы будем говорить особо	1	1
6	друг с другом в	2	1
7	ни для чего не	1	1
8	одно и то же	2	1
9	в то время как	4	1
10	в наши задачи не	1	1
11	с этой точки зрения	1	1
12	в том что он	1	1
13	все больше и больше	1	1
14	с другой стороны в	1	1
15	и в этом отношении	1	1
16	которая в свою очередь	2	1
17	на первый план выступает	1	1
18	все более и более	2	1
19	и пр и пр	1	1
20	во все стороны мы	1	1
