N	3gram	Losev_Dial_3	Narrotol
1	в данном случае	1	8
2	в том что	3	5
3	к тому же	2	5
4	то же время	1	4
5	той или иной	2	4
6	в то же	1	4
7	не может быть	6	4
8	подобно тому как	4	3
9	в этом отношении	1	3
10	тем не менее	10	3
11	речь идет о	1	3
12	о том что	5	2
13	в самом деле	5	2
14	внимание на то	1	2
15	то же самое	1	2
16	до сих пор	1	2
17	сами по себе	3	2
18	друг на друга	1	2
19	перед нами не	1	2
20	чем иным как	1	2
21	в зависимости от	2	2
22	одно и то	2	2
23	и то же	2	2
24	в связи с	1	2
25	во всяком случае	2	2
26	на то что	3	2
27	из этих двух	1	2
28	что иное как	6	1
29	что каждый из	1	1
30	только потому что	1	1
31	более или менее	1	1
32	точки зрения в	1	1
33	же как и	1	1
34	он не может	2	1
35	с другой стороны	2	1
36	с точки зрения	14	1
37	и не только	3	1
38	и не может	1	1
39	как и все	2	1
40	и в то	1	1
41	сам по себе	5	1
42	жизни и смерти	1	1
43	бы то ни	1	1
44	он и не	1	1
45	с той или	1	1
46	из того что	2	1
47	со своей точки	1	1
48	но и самого	1	1
49	точно так же	2	1
50	по крайней мере	5	1
51	в ней не	1	1
52	все что было	1	1
53	при условии что	2	1
54	мы не видим	2	1
55	как и в	3	1
56	то ни было	1	1
57	с одной стороны	3	1
58	оно и не	1	1
59	и как бы	1	1
60	потому что в	1	1
61	можно свести к	1	1
62	и та же	1	1
63	одна и та	1	1
64	что у него	1	1
65	связи с этим	1	1
66	вовсе еще не	1	1
67	содержит в себе	1	1
68	не мог бы	1	1
69	быть не только	1	1
70	не смог бы	1	1
71	мы не можем	2	1
72	то что мы	3	1
73	само по себе	5	1
74	в конечном счете	1	1
75	собственно говоря и	1	1
76	своей точки зрения	1	1
77	ничего не говорит	3	1
78	не отличается от	4	1
79	к тому что	2	1
80	не о том	1	1
81	тем более не	2	1
82	на самом деле	1	1
83	и даже не	1	1
84	и т д	23	1
