N	2gram	Medvedev_F_2	Tragedij
1	и в	38	18
2	в этом	27	9
3	не только	9	8
4	и с	9	7
5	и на	3	7
6	может быть	23	7
7	как бы	4	7
8	и не	20	7
9	но в	4	6
10	и его	21	6
11	же время	5	6
12	что он	5	6
13	то же	6	5
14	все же	8	5
15	что это	3	5
16	это не	2	5
17	как и	9	5
18	несмотря на	1	5
19	в то	5	5
20	в дальнейшем	4	5
21	так и	8	5
22	не может	14	5
23	в себе	1	4
24	в целом	3	4
25	в этой	6	4
26	в нем	13	4
27	том что	2	4
28	но и	13	4
29	и даже	4	4
30	прежде всего	15	4
31	так же	1	4
32	но это	2	4
33	все это	3	4
34	что в	7	4
35	и все	3	4
36	то что	6	4
37	отнюдь не	8	3
38	как в	4	3
39	в своем	1	3
40	и как	3	3
41	все эти	6	3
42	при этом	9	3
43	должно быть	2	3
44	тем самым	2	3
45	о чем	1	3
46	и сам	1	3
47	с ним	2	3
48	к нему	3	3
49	в его	10	3
50	один из	2	3
51	уже в	2	3
52	для него	7	3
53	никто не	1	3
54	в конце	2	3
55	как будто	1	3
56	как это	2	3
57	вряд ли	2	2
58	в первом	7	2
59	и до	3	2
60	а как	3	2
61	из своих	1	2
62	никогда не	2	2
63	и то	2	2
64	он был	2	2
65	столь же	2	2
66	с его	11	2
67	отношение к	2	2
68	отличие от	2	2
69	не просто	2	2
70	так что	1	2
71	перед нами	2	2
72	в самом	16	2
73	то и	3	2
74	он не	6	2
75	но все	3	2
76	его в	3	2
77	ни в	2	2
78	нет в	1	2
79	с тем	11	2
80	это наслаждение	1	2
81	в отличие	2	2
82	что говорит	1	2
83	вопрос о	1	2
84	не в	15	2
85	раз и	4	2
86	но они	1	2
87	этими двумя	2	2
88	не имеет	2	2
89	в русском	1	2
90	не могут	7	2
91	он и	3	2
92	к тому	4	2
93	и это	2	2
94	но при	1	2
95	в ее	2	2
96	данном случае	1	2
97	первого же	1	2
98	ничего не	4	2
99	и здесь	3	2
100	о том	1	2
101	что и	8	2
102	в том	11	2
103	собой но	1	2
104	между этими	3	2
105	и ее	6	2
106	уже не	7	2
107	в виде	1	2
108	не так	2	2
109	в известной	2	2
110	тем что	8	2
111	чем он	4	2
112	как же	1	2
113	в самую	1	2
114	говорит о	1	2
115	до конца	2	2
116	ничем не	2	2
117	под влиянием	1	2
118	было в	2	2
119	но особенно	1	2
120	линия сюжета	1	2
121	в данном	1	2
122	о его	1	2
123	потому что	2	2
124	только о	1	2
125	русской литературы	1	2
126	в таком	2	2
127	и т	14	1
128	одним из	1	1
129	например в	3	1
130	сам по	3	1
131	и др	3	1
132	самом деле	8	1
133	силы и	1	1
134	к своей	1	1
135	это и	5	1
136	на деле	1	1
137	и есть	1	1
138	проникает в	1	1
139	исходит из	1	1
140	должна быть	5	1
141	высшей степени	4	1
142	объясняется и	1	1
143	людьми он	1	1
144	той же	1	1
145	что уже	1	1
146	и новые	1	1
147	исследования в	2	1
148	не вполне	1	1
149	в виду	2	1
150	подчеркнуть что	1	1
151	из ее	1	1
152	в ней	6	1
153	литературы и	4	1
154	в чем	2	1
155	во всех	5	1
156	романа не	1	1
157	но не	2	1
158	отказ от	1	1
159	но как	2	1
160	значение и	3	1
161	и достоевский	1	1
162	за пределы	1	1
163	к сожалению	2	1
164	всю эту	1	1
165	чем же	3	1
166	в истории	6	1
167	материалом для	3	1
168	что именно	2	1
169	вот как	4	1
170	и наконец	4	1
171	отнесены к	1	1
172	именно эта	1	1
173	и хотя	1	1
174	то в	2	1
175	за свои	1	1
176	со своей	2	1
177	в которой	2	1
178	он в	2	1
179	бы не	1	1
180	всего необходимо	1	1
181	как он	1	1
182	если он	1	1
183	не могла	1	1
184	и критики	2	1
185	так сказать	3	1
186	творца и	1	1
187	которой не	1	1
188	роли в	1	1
189	время о	1	1
190	и еще	1	1
191	к одному	1	1
192	не к	2	1
193	не как	4	1
194	в россии	1	1
195	ориентация на	1	1
196	и по	2	1
197	на этом	2	1
198	дистанции между	1	1
199	таким образом	20	1
200	от нее	4	1
201	же не	1	1
202	не скажет	1	1
203	им как	1	1
204	в другом	1	1
205	и чтобы	1	1
206	лишь в	7	1
207	это было	3	1
208	полноте и	1	1
209	этом романе	1	1
210	из первых	1	1
211	они только	2	1
212	в них	1	1
213	достоевский и	1	1
214	в высшей	4	1
215	быть понят	1	1
216	и вне	1	1
217	ведет к	1	1
218	в развитии	2	1
219	обратимся к	1	1
220	л п	1	1
221	но если	1	1
222	и при	1	1
223	в своей	7	1
224	к истории	1	1
225	в такой	2	1
226	в котором	2	1
227	если можно	1	1
228	не столько	4	1
229	представление о	2	1
230	должны были	2	1
231	нее самой	1	1
232	но он	1	1
233	тем не	1	1
234	речи в	1	1
235	борьбу с	1	1
236	не могли	2	1
237	возвращается к	1	1
238	по себе	7	1
239	тому что	2	1
240	не менее	1	1
241	не раз	1	1
242	что эта	2	1
243	она не	2	1
244	самого начала	2	1
245	на котором	2	1
246	как его	2	1
247	тогда и	1	1
248	характерна и	1	1
249	бы сказали	1	1
250	говорит в	5	1
251	и притом	1	1
252	к ней	1	1
253	он пытался	1	1
254	для нас	1	1
255	и теперь	4	1
256	связи с	13	1
257	что на	2	1
258	в области	3	1
259	мы узнаем	1	1
260	могут быть	6	1
261	что оно	4	1
262	его с	3	1
263	к речи	1	1
264	не есть	3	1
265	в применении	2	1
266	как мы	7	1
267	и о	2	1
268	того чтобы	3	1
269	и образ	1	1
270	всего этого	5	1
271	как система	1	1
272	относятся не	1	1
273	с самого	2	1
274	роль в	3	1
275	с собой	1	1
276	можно было	1	1
277	буржуазии в	1	1
278	в последующих	1	1
279	во многом	1	1
280	когда в	1	1
281	на них	1	1
282	в эпоху	2	1
283	стремление к	1	1
284	тем чем	1	1
285	является по	1	1
286	и должно	5	1
287	вот почему	1	1
288	разрушения и	1	1
289	от него	2	1
290	все в	1	1
291	между тем	2	1
292	теперь уже	1	1
293	отметить что	2	1
294	говорит он	5	1
295	в форме	1	1
296	удалось создать	1	1
297	все время	6	1
298	общем смысле	2	1
299	в литературе	1	1
300	того что	3	1
301	он есть	1	1
302	оказалось что	1	1
303	он стал	1	1
304	и дело	1	1
305	согласиться с	1	1
306	с ними	2	1
307	что даже	1	1
308	только в	6	1
309	во всем	1	1
310	с одной	1	1
311	именно на	3	1
312	мы бы	1	1
313	только на	3	1
314	событий с	1	1
315	героя с	1	1
316	за счет	4	1
317	самостоятельное значение	1	1
318	тогда от	1	1
319	в общем	5	1
320	характерно что	2	1
321	него нет	1	1
322	и их	3	1
323	всяком случае	5	1
324	слова в	3	1
325	т п	9	1
326	и должна	1	1
327	не для	1	1
328	они сами	1	1
