N	2gram	Voloshinov_1	Tvorches
1	и в	19	20
2	в романе	2	15
3	не только	8	13
4	никогда не	2	11
5	как бы	15	11
6	таким образом	17	10
7	в то	3	10
8	в его	6	10
9	и его	19	9
10	и не	26	9
11	при этом	8	8
12	и с	2	8
13	в том	6	8
14	может быть	26	8
15	в этом	16	8
16	прежде всего	13	8
17	но и	8	8
18	то же	7	7
19	это не	1	7
20	же время	3	7
21	потому что	1	7
22	не может	24	7
23	xix века	3	7
24	что в	4	7
25	в целом	1	6
26	как и	12	6
27	в своей	3	6
28	что он	2	6
29	так и	11	6
30	в конце	5	6
31	именно в	5	6
32	а не	7	6
33	в основном	6	6
34	все это	3	6
35	например в	1	5
36	еще не	4	5
37	и на	4	5
38	но не	1	5
39	все же	8	5
40	в этой	1	5
41	если он	2	5
42	о том	2	5
43	и даже	2	5
44	так же	7	5
45	мы не	6	4
46	все эти	7	4
47	отнюдь не	6	4
48	как в	4	4
49	хотя и	1	4
50	но в	7	4
51	не в	5	4
52	в дальнейшем	3	4
53	первой части	2	4
54	если бы	2	4
55	тем самым	1	4
56	первая часть	1	4
57	ничего не	6	4
58	в духе	1	4
59	в чем	2	4
60	мы видим	1	4
61	а в	4	4
62	и потому	5	4
63	и от	3	4
64	том что	3	4
65	одним из	2	3
66	же как	2	3
67	он сам	1	3
68	по отношению	3	3
69	в одной	2	3
70	это был	1	3
71	отношению к	2	3
72	в себе	2	3
73	в нем	10	3
74	он не	3	3
75	у пушкина	1	3
76	в плане	1	3
77	в образе	1	3
78	так например	1	3
79	человека в	2	3
80	его в	3	3
81	но уже	1	3
82	в самом	10	3
83	в котором	3	3
84	место в	3	3
85	тем что	2	3
86	одна из	2	3
87	и это	3	3
88	творческий процесс	1	3
89	до сих	8	3
90	между тем	3	3
91	этот вопрос	5	3
92	уже не	1	3
93	в начале	5	3
94	для него	9	3
95	так как	2	3
96	то что	8	3
97	и др	2	3
98	что не	2	3
99	превращается в	1	3
100	с этой	2	3
101	сих пор	8	3
102	нет ничего	3	3
103	не является	4	3
104	жизни в	4	3
105	одной из	3	3
106	в своих	2	3
107	к этому	5	3
108	в таком	2	3
109	неотделима от	1	2
110	таком случае	2	2
111	самом деле	10	2
112	от этой	1	2
113	и есть	3	2
114	по преимуществу	5	2
115	говорить о	1	2
116	со своими	1	2
117	и он	2	2
118	в ее	7	2
119	нет и	4	2
120	так что	1	2
121	в истории	3	2
122	и наконец	1	2
123	для которого	1	2
124	в которой	3	2
125	тоже не	1	2
126	во многих	1	2
127	но ведь	1	2
128	так сказать	6	2
129	и если	1	2
130	и по	1	2
131	при помощи	1	2
132	особенно в	1	2
133	он же	1	2
134	не столько	4	2
135	в отличие	5	2
136	что я	1	2
137	точку зрения	2	2
138	их в	1	2
139	влечет за	1	2
140	где нет	1	2
141	в устах	1	2
142	не менее	4	2
143	эта мысль	2	2
144	xviii века	1	2
145	на него	1	2
146	в процессе	14	2
147	в русской	2	2
148	весь роман	1	2
149	и лишь	1	2
150	другой стороны	6	2
151	у нас	2	2
152	могут быть	2	2
153	ли не	1	2
154	же не	1	2
155	действия и	1	2
156	приводит к	1	2
