N	3gram	Losev_Dial_1	NovoeSre
1	не может быть	3	4
2	не значит что	3	3
3	в этом смысле	3	2
4	что в нем	3	2
5	в нем нет	3	2
6	с одной стороны	2	2
7	и должно быть	1	2
8	это не значит	1	2
9	с другой стороны	4	2
10	когда мы говорим	1	2
11	значит что в	3	2
12	он не имеет	1	2
13	она не может	1	2
14	символы а не	1	1
15	только потому что	3	1
16	мы говорим что	2	1
17	а не с	1	1
18	то время как	1	1
19	есть прежде всего	1	1
20	мысли и жизни	2	1
21	до сих пор	2	1
22	сами по себе	1	1
23	дня и ночи	1	1
24	и это есть	1	1
25	нет уже никакой	1	1
26	можно было бы	4	1
27	не та или	1	1
28	и не в	1	1
29	не заинтересована в	1	1
30	в том чтобы	1	1
31	но она не	1	1
32	не в том	1	1
33	то что он	1	1
34	это конечно не	2	1
35	во всяком случае	2	1
36	я не могу	1	1
37	о том что	2	1
38	в то время	1	1
39	ни в чем	2	1
40	но для этого	1	1
41	это и есть	2	1
42	та или иная	3	1
43	не существует что	1	1
44	это значит что	9	1
45	чтобы понять смысл	1	1
46	в новое время	1	1
47	есть такой же	1	1
48	как ни в	1	1
49	общества и культуры	1	1
50	это не есть	1	1
51	я ни в	1	1
52	в том что	7	1
