N	2gram	Ircho_Kome_1	Marksizm
1	точки зрения	4	34
2	может быть	9	26
3	и не	8	26
4	не может	2	24
5	и в	22	19
6	и его	8	19
7	таким образом	8	17
8	в этом	3	16
9	как бы	1	15
10	как мы	4	13
11	прежде всего	5	13
12	как и	9	12
13	так и	5	11
14	и для	1	11
15	в нем	4	10
16	ни было	2	10
17	в самом	2	10
18	только в	3	9
19	в результате	4	9
20	бы то	2	8
21	все же	3	8
22	не только	10	8
23	при этом	5	8
24	то ни	2	8
25	друг друга	1	8
26	до сих	2	8
27	но и	11	8
28	сих пор	2	8
29	то что	2	8
30	во всех	1	7
31	но в	4	7
32	и те	1	7
33	то же	6	7
34	в каждом	1	7
35	так же	3	7
36	отнюдь не	1	6
37	мы не	3	6
38	в науке	1	6
39	ничего не	3	6
40	и здесь	2	6
41	в его	5	6
42	в том	11	6
43	в основном	1	6
44	другой стороны	5	6
45	того же	2	6
46	отличие от	2	5
47	в отличие	1	5
48	не в	6	5
49	того чтобы	1	5
50	те же	1	5
51	и все	3	5
52	ясно что	4	5
53	в начале	3	5
54	в конце	6	5
55	вовсе не	2	5
56	с другой	5	5
57	за пределы	2	5
58	именно в	4	5
59	до конца	2	5
60	мы знаем	2	5
61	и потому	1	5
62	хотя бы	1	5
63	к этому	4	5
64	во всяком	2	5
65	вопрос о	3	4
66	и на	3	4
67	чем же	2	4
68	как в	5	4
69	так называемая	1	4
70	и тот	1	4
71	к одному	1	4
72	здесь мы	3	4
73	было бы	2	4
74	не менее	3	4
75	по себе	1	4
76	в отношении	6	4
77	в идеологическом	1	4
78	самого начала	1	4
79	в ней	1	4
80	с самого	1	4
81	еще не	2	4
82	только на	1	4
83	от того	1	4
84	для того	1	4
85	далеко не	1	4
86	с этим	1	4
87	в данном	1	4
88	что же	1	4
89	в условиях	1	4
90	тот же	3	4
91	а в	6	4
92	отношении к	1	4
93	и эта	1	4
94	сказать что	1	4
95	что в	6	4
96	формы и	1	3
97	на самом	1	3
98	он может	1	3
99	между двумя	1	3
100	в нашу	1	3
101	высшей степени	1	3
102	а как	1	3
103	в сущности	2	3
104	в большинстве	1	3
105	по отношению	3	3
106	в истории	5	3
107	целый ряд	1	3
108	и как	3	3
109	и к	1	3
110	в которой	6	3
111	действительности к	1	3
112	действительности на	1	3
113	но все	1	3
114	его в	3	3
115	он не	3	3
116	в высшей	1	3
117	том что	12	3
118	места в	1	3
119	и ее	3	3
120	в котором	4	3
121	место в	3	3
122	в то	10	3
123	к этим	3	3
124	для каждого	1	3
125	же время	4	3
126	следует что	1	3
127	этом отношении	3	3
128	в области	2	3
129	не могут	1	3
130	же самое	2	3
131	и это	1	3
132	только при	2	3
133	в дальнейшем	1	3
134	одного из	6	3
135	здесь в	3	3
136	и следовательно	1	3
137	конце концов	4	3
138	того что	1	3
139	одной из	3	3
140	нуждается в	1	3
141	между тем	5	3
142	сознания как	1	3
143	не дает	1	3
144	большинстве случаев	1	3
145	из них	10	3
146	в каком	1	3
147	на этот	1	3
148	все это	5	3
149	нашу задачу	1	3
150	смысле этого	1	3
151	и формы	2	3
152	слова и	1	3
153	слово в	1	3
154	совершенно не	1	3
155	вполне понятно	1	3
156	ту же	2	2
157	одним из	1	2
158	же как	3	2
159	не остается	1	2
160	все остальное	1	2
161	или к	1	2
162	по которым	4	2
163	в какой-то	1	2
164	мы уже	1	2
165	той же	1	2
166	со всех	1	2
167	не приходится	1	2
168	совпадает с	1	2
169	это отношение	1	2
170	зависимости от	1	2
171	и он	1	2
172	всех сторон	1	2
173	но при	1	2
174	не найдем	1	2
175	быть в	1	2
176	в чем	3	2
177	два основных	1	2
178	не все	1	2
179	что во	1	2
180	на социальную	1	2
181	в своем	1	2
182	все остальные	3	2
183	однако не	1	2
184	его к	1	2
185	в действительности	2	2
186	то в	1	2
187	из этих	1	2
188	в себе	2	2
189	как он	1	2
190	тем не	2	2
191	из него	1	2
192	можно было	1	2
193	человека в	1	2
194	что все	1	2
195	выражение и	1	2
196	в другом	4	2
197	в каком-нибудь	1	2
198	конечно в	1	2
199	и с	3	2
200	бы в	1	2
201	на этой	1	2
202	в данной	1	2
203	в новое	2	2
204	ни в	6	2
205	для них	2	2
206	ни одной	2	2
207	от него	1	2
208	жизни но	1	2
209	лучше всего	1	2
210	и более	1	2
211	и относительно	1	2
212	тому что	1	2
213	в русской	1	2
214	и сама	1	2
215	следовательно и	1	2
216	одна из	2	2
217	людей так	1	2
218	в сознании	3	2
219	у нас	3	2
220	для решения	1	2
221	от их	1	2
222	могут быть	3	2
223	далеко за	1	2
224	к тому	6	2
225	с ее	2	2
226	культуры и	1	2
227	по аналогии	1	2
228	мог бы	2	2
229	подойти к	1	2
230	и даже	5	2
231	о том	8	2
232	художественный образ	2	2
233	и во	2	2
234	что и	4	2
235	говорит он	1	2
236	и только	1	2
237	в литературе	1	2
238	слово может	1	2
239	в двух	1	2
240	что он	6	2
241	именно на	2	2
242	в качестве	4	2
243	и др	1	2
244	и других	7	2
245	всяком случае	2	2
246	так как	4	2
247	мы можем	4	2
248	как раз	3	2
249	тем что	4	2
250	границу между	1	2
251	или иначе	1	2
252	и прежде	1	2
253	нового времени	5	2
254	противоречие между	1	2
255	вот в	1	2
256	одну из	2	2
257	в частности	3	2
258	независимо от	2	2
259	из которых	2	2
260	к своему	1	2
261	для всех	2	2
262	в первой	2	2
263	тех пор	1	2
264	или хотя	1	2
265	этого слова	1	2
266	с этой	1	2
267	в эти	2	2
268	или в	2	2
269	мира и	1	2
270	в свою	2	2
271	но если	1	2
272	не знает	1	2
273	к его	1	2
274	отношению к	3	2
275	борьба и	1	2
276	жизни и	1	2
277	к этой	1	2
278	в своих	2	2
279	именно здесь	1	2
280	в таком	1	2
281	том числе	1	2
282	а между	1	1
283	также и	1	1
284	новое время	3	1
285	и без	2	1
286	место среди	2	1
287	не что	1	1
288	к полному	1	1
289	так уже	1	1
290	тем же	1	1
291	здесь и	2	1
292	и внешних	1	1
293	мировоззрения и	1	1
294	исходит из	1	1
295	случае оно	1	1
296	в театре	1	1
297	из всех	2	1
298	превратилась в	1	1
299	почти все	1	1
300	высказывания в	1	1
301	говорить о	1	1
302	принадлежит к	2	1
303	может отказаться	1	1
304	в целом	3	1
305	в каждой	1	1
306	и самого	2	1
307	которые он	2	1
308	столь же	2	1
309	чуть ли	1	1
310	но конечно	1	1
311	различия между	1	1
312	совсем не	2	1
313	отказ от	1	1
314	а только	1	1
315	не входит	1	1
316	ответ на	1	1
317	в общем	1	1
318	должны были	8	1
319	а и	1	1
320	отношение к	3	1
321	относится к	2	1
322	друга во	1	1
323	и вовсе	1	1
324	материалом для	1	1
325	под его	1	1
326	всей этой	1	1
327	хотя и	3	1
328	оказывается в	1	1
329	том где	1	1
330	всего как	1	1
331	более или	1	1
332	этой цели	2	1
333	представленная в	2	1
334	со своей	2	1
335	жизни эта	1	1
336	что это	1	1
337	тон в	1	1
338	средство для	1	1
339	так или	1	1
340	в этой	7	1
341	в известном	2	1
342	бы только	1	1
343	другом случае	1	1
344	порядок в	1	1
345	не могла	1	1
346	не следует	2	1
347	главным образом	3	1
348	большей или	1	1
349	и вот	4	1
350	нашего времени	1	1
351	подобно тому	1	1
352	способен на	1	1
353	и по	6	1
354	в образе	3	1
355	так например	1	1
356	его до	1	1
