N	3gram	Vygotskiy__2	Freidism
1	с точки зрения	10	11
2	во всяком случае	2	7
3	не может быть	8	7
4	в самом деле	11	6
5	мы знаем что	4	4
6	в зависимости от	1	4
7	то же время	2	4
8	в то же	2	4
9	в данном случае	4	4
10	на самом деле	5	4
11	можно сказать что	1	4
12	для того чтобы	13	3
13	в таком случае	1	3
14	бы то ни	2	3
15	на этот вопрос	2	3
16	узком смысле слова	1	3
17	и тот же	1	3
18	и той же	4	3
19	один и тот	1	3
20	с помощью которых	1	3
21	в свою очередь	2	3
22	с самого начала	1	3
23	в конечном счете	3	3
24	одной и той	4	3
25	а потому и	1	2
26	он не только	1	2
27	то же самое	6	2
28	что же касается	1	2
29	то или иное	1	2
30	до сих пор	5	2
31	и не может	2	2
32	в отличие от	1	2
33	что он сам	1	2
34	не могут быть	1	2
35	а с другой	1	2
36	благодаря тому что	1	2
37	может быть это	1	2
38	во всех своих	1	2
39	в этом отношении	5	2
40	один из способов	1	2
41	зависимости от того	1	2
42	то ни было	1	2
43	в узком смысле	1	2
44	с одной стороны	1	2
45	тем не менее	4	2
46	в высшей степени	1	2
47	в конце концов	3	2
48	том что в	2	1
49	и может быть	1	1
50	нуждается ни в	1	1
51	форма и содержание	1	1
52	только потому что	2	1
53	то ни стало	1	1
54	мы никогда не	1	1
55	все зависит от	1	1
56	жизни человека является	1	1
57	так как в	2	1
58	и даже не	1	1
59	те же самые	2	1
60	в этом случае	1	1
61	во что бы	1	1
62	не нуждается ни	1	1
63	мы находим в	1	1
64	иметь дело с	3	1
65	самом деле что	1	1
66	человек как бы	1	1
67	что все эти	1	1
68	не было бы	1	1
69	только то что	1	1
70	по аналогии с	1	1
71	остается ничего другого	2	1
72	в основе своей	1	1
73	находят свое выражение	1	1
74	по крайней мере	1	1
75	и тем не	1	1
76	он никогда не	1	1
77	фрейд полагает что	1	1
78	не похожи на	1	1
79	не только из	1	1
80	ничего другого как	2	1
81	в чем заключается	1	1
82	что бы то	1	1
83	этой теории фрейд	1	1
84	если же мы	2	1
85	и вот это	1	1
86	же что и	1	1
87	таким образом и	3	1
88	и чувств и	1	1
89	но при этом	1	1
90	как будто бы	1	1
91	по сравнению с	2	1
92	фрейд утверждает что	1	1
93	приходит к выводу	1	1
94	в каком случае	1	1
95	одни и те	2	1
96	вызвать в нас	1	1
97	к той же	1	1
98	ответ на этот	1	1
99	не остается ничего	2	1
100	могут быть изучены	1	1
101	тем что его	2	1
102	бросается в глаза	1	1
103	то увидим что	1	1
104	это было бы	2	1
105	ни в каком	2	1
106	таким образом в	2	1
107	в переводе на	1	1
108	то обстоятельство что	1	1
109	от того что	1	1
110	имеем в виду	1	1
111	в то время	3	1
112	то что мы	1	1
113	он должен был	1	1
114	в область бессознательного	1	1
115	любовь к матери	1	1
116	о том что	4	1
117	ничего общего с	1	1
118	достаточно указать на	1	1
119	в чем состоит	1	1
120	к нему и	1	1
121	к выводу что	1	1
122	не только не	1	1
123	и те же	2	1
124	каком случае не	1	1
125	мы имеем в	1	1
126	в этом смысле	1	1
127	не может если	1	1
128	и что он	1	1
129	и т д	2	1
130	то же что	2	1
131	случае не может	1	1
132	в том что	17	1
133	при этом как	2	1
134	что таким путем	1	1
135	что и в	3	1
136	может быть даже	1	1
137	и все его	1	1
