N	2gram	Bakhtin_Pr_1	Narrotol
1	не только	15	26
2	а не	22	17
3	тогда как	1	15
4	но и	14	15
5	при этом	2	14
6	в том	8	14
7	в качестве	1	14
8	и не	31	14
9	в этом	22	13
10	и в	29	13
11	том что	7	13
12	такого рода	1	12
13	только в	10	11
14	в частности	1	11
15	может быть	24	10
16	в данном	2	10
17	своего рода	1	9
18	так и	7	9
19	к тому	1	9
20	а в	7	9
21	в себе	7	8
22	то что	15	8
23	не в	7	8
24	не может	12	8
25	к себе	2	7
26	у него	5	6
27	в рамках	1	6
28	в своем	8	6
29	все же	9	6
30	и к	2	6
31	но в	7	6
32	в жизни	2	6
33	никогда не	3	6
34	ничего не	5	6
35	данном случае	2	6
36	можно сказать	1	6
37	в его	24	6
38	того что	1	6
39	со стороны	1	6
40	прежде всего	7	6
41	как бы	19	6
42	героя в	4	6
43	я не	3	5
44	ответ на	1	5
45	что он	8	5
46	как в	6	5
47	хотя и	1	5
48	в нем	19	5
49	он не	5	5
50	таким образом	12	5
51	далеко не	3	5
52	точки зрения	19	5
53	в котором	2	5
54	место в	1	5
55	не столько	1	5
56	в то	10	5
57	на него	3	5
58	о том	1	5
59	в форме	7	5
60	по отношению	8	5
61	с другой	3	5
62	себе самому	3	5
63	в той	2	5
64	я в	1	5
65	отношению к	8	5
66	то же	14	4
67	и мира	1	4
68	взаимодействия сознаний	1	4
69	в ее	1	4
70	в этой	4	4
71	перед нами	5	4
72	что это	1	4
73	уже не	13	4
74	в мире	6	4
75	об этом	1	4
76	все его	3	4
77	и уже	2	4
78	в своей	8	4
79	в конце	6	4
80	при всей	1	4
81	но при	1	4
82	в себя	3	4
83	времени и	1	4
84	если бы	9	4
85	как у	1	4
86	в другом	1	4
87	в какой	1	4
88	для него	18	4
89	обо мне	1	4
90	как и	12	4
91	мира в	5	4
92	в литературе	4	4
93	и все	1	4
94	с ним	5	4
95	же в	2	4
96	и у	3	4
97	жизни и	2	4
98	что в	8	4
99	все что	3	4
100	для себя	2	3
101	самом деле	6	3
102	едва ли	1	3
103	а как	7	3
104	мы имеем	1	3
105	с его	9	3
106	но не	9	3
107	что они	1	3
108	в произведениях	3	3
109	как к	3	3
110	в целом	6	3
111	все эти	9	3
112	в известном	1	3
113	и его	14	3
114	так сказать	4	3
115	не следует	1	3
116	и по	1	3
117	того или	1	3
118	он является	1	3
119	характер и	1	3
120	о герое	4	3
121	что я	1	3
122	точку зрения	6	3
123	тому что	3	3
124	одна из	3	3
125	того чтобы	1	3
126	же время	9	3
127	принципиальная особенность	1	3
128	этом отношении	3	3
129	личность не	1	3
130	и когда	1	3
131	и сам	2	3
132	мира и	7	3
133	строго говоря	1	3
134	о нем	9	3
135	за пределами	1	3
136	это не	9	3
137	известном смысле	1	3
138	один из	2	3
139	никак не	2	3
140	между тем	5	3
141	то и	2	3
142	или даже	2	3
143	для других	2	3
144	как раз	6	3
145	и даже	2	3
146	только к	1	3
147	с этой	2	3
148	в аспекте	1	3
149	и для	4	3
150	сказать что	3	3
151	к его	1	3
152	или иного	1	3
153	в таком	1	3
154	и т	4	2
155	личность же	1	2
156	он может	3	2
157	к другому	2	2
158	отношения между	1	2
159	должна быть	5	2
160	мы не	1	2
161	же как	1	2
162	своих героев	2	2
163	в каждой	1	2
164	в ней	2	2
165	еще не	5	2
166	он сам	3	2
167	иного рода	1	2
168	на самом	5	2
169	себе и	3	2
170	как образ	2	2
171	однако не	2	2
172	могли бы	2	2
173	как уже	1	2
174	со своей	1	2
175	в самом	10	2
176	бы с	1	2
177	в нашем	1	2
178	из этих	1	2
179	роль в	1	2
180	как он	1	2
181	в случае	1	2
182	вследствие этого	2	2
183	что она	6	2
184	к миру	1	2
185	чтобы в	2	2
186	мы его	2	2
187	не будет	1	2
188	также является	2	2
189	той же	5	2
190	зрения на	7	2
191	было бы	5	2
192	со своими	2	2
193	несмотря на	6	2
194	ведет к	1	2
195	является его	1	2
196	с точки	13	2
197	и что	2	2
198	часто не	1	2
199	жизни с	1	2
200	и другого	1	2
201	но он	2	2
202	однако в	2	2
203	другого сознания	1	2
204	мира не	2	2
205	не имеет	1	2
206	в процессе	4	2
207	достоевского и	7	2
208	не могло	1	2
209	только не	1	2
210	возникает проблема	1	2
211	потому что	8	2
212	со своим	2	2
213	с таким	1	2
214	в сознании	2	2
215	в области	1	2
216	у нас	1	2
217	личности в	4	2
218	и здесь	3	2
219	все то	4	2
220	я сам	1	2
221	оно не	3	2
222	и он	1	2
223	подобно тому	3	2
224	здесь не	1	2
225	себе самом	9	2
226	что у	1	2
227	можно было	2	2
228	те же	2	2
229	начала и	2	2
230	во второй	1	2
231	все те	2	2
232	что и	4	2
233	важно не	1	2
234	вся жизнь	1	2
235	второй план	1	2
236	себя в	1	2
237	с нею	1	2
238	в начале	1	2
239	не все	1	2
240	у меня	1	2
241	одно из	2	2
242	а то	1	2
243	могло бы	1	2
244	т п	3	2
245	вовсе не	7	2
246	может служить	1	2
247	в других	1	2
248	именно в	5	2
249	бытия в	3	2
250	а с	1	2
251	в настоящем	2	2
252	нового времени	3	2
253	героя и	10	2
254	превращается в	4	2
255	зависит от	1	2
256	в бытии	1	2
257	если не	1	2
258	так же	6	2
259	к своему	1	2
260	автора в	3	2
261	тому как	3	2
262	другого человека	4	2
263	главного героя	1	2
264	но это	4	2
265	к которому	1	2
266	для автора	2	2
267	потому не	1	2
268	в результате	4	2
269	бы в	3	2
270	хотя бы	2	2
271	только что	1	2
272	вступает в	1	2
273	о своем	3	2
274	в свою	1	2
275	точно так	1	2
276	в своих	3	2
277	как на	3	2
278	они не	4	2
279	эта новая	1	1
280	своей значимости	1	1
281	отношения к	3	1
282	не должны	1	1
283	одним из	6	1
284	например в	3	1
285	в движение	1	1
286	относится и	1	1
287	состояниях и	1	1
288	чужую личность	2	1
289	все остальное	2	1
290	мир где	1	1
291	это и	5	1
292	далее и	1	1
293	было как	1	1
294	тем же	1	1
295	из его	2	1
296	противном случае	1	1
297	видеть в	1	1
298	этого оно	1	1
299	в зависимости	5	1
300	рассказ и	1	1
301	и должен	1	1
302	мира концепция	1	1
303	на материале	3	1
304	о способах	2	1
305	мир не	1	1
306	точке соприкосновения	1	1
307	вопрос о	2	1
308	нескольких сознаний	1	1
309	героя но	2	1
310	именно к	1	1
311	не была	1	1
312	часов с	1	1
313	форме рассказа	1	1
314	как во	1	1
315	на себя	2	1
316	на практике	1	1
317	детей не	1	1
318	соприкосновения разных	1	1
319	зависимости от	5	1
320	как свой	2	1
321	и самого	4	1
322	в уста	3	1
323	видения жизни	1	1
324	кругозор героя	2	1
325	сам а	1	1
326	иначе как	1	1
327	во всех	1	1
328	слов не	1	1
329	не входит	3	1
330	непосредственно но	1	1
331	сознания не	4	1
332	о слове	2	1
333	отношение к	2	1
334	и лишает	1	1
335	смысловое единство	1	1
336	за пределы	7	1
337	из таких	1	1
338	относится к	1	1
339	они характеризуют	1	1
340	него только	1	1
341	первый взгляд	1	1
342	в одной	6	1
343	до его	1	1
344	и нет	2	1
345	что касается	1	1
346	в противном	1	1
347	и как	7	1
348	и наконец	4	1
349	его к	2	1
350	пределы своего	1	1
351	более или	1	1
352	себе не	1	1
353	о самом	1	1
354	собственном мире	1	1
355	то в	1	1
356	за собой	1	1
357	даже если	1	1
358	точкой зрения	1	1
359	в которой	2	1
360	бы и	4	1
361	в литературном	1	1
362	так остро	1	1
363	отказывается от	1	1
364	можно не	1	1
365	в главе	1	1
366	по преимуществу	2	1
367	с их	5	1
368	и смысловая	1	1
369	будто и	1	1
370	п все	2	1
371	быть только	1	1
372	разных сознаний	1	1
373	к некоторому	1	1
374	мыслей в	1	1
375	в плане	5	1
376	какой бы	2	1
377	быть самим	1	1
378	из него	1	1
379	смысле как	1	1
380	на этом	1	1
381	его можно	1	1
382	лишь с	1	1
383	прежде чем	1	1
384	такая постановка	1	1
385	здесь мы	2	1
386	выражение и	1	1
387	музыки и	1	1
388	и внутренняя	1	1
389	его не	1	1
390	а его	2	1
391	входит в	7	1
392	по природе	1	1
393	которая как	1	1
394	этом смысле	10	1
395	внутри авторского	1	1
396	истории и	1	1
397	характер не	1	1
398	приходит в	1	1
399	здесь нет	1	1
400	ни в	3	1
401	но уже	1	1
402	личности не	1	1
403	и особенно	1	1
404	не всегда	1	1
405	не убеждает	1	1
406	становится и	1	1
407	до достоевского	2	1
408	должно быть	4	1
409	эти миры	3	1
410	вопроса а	1	1
411	автора и	5	1
412	между ними	2	1
413	одного и	1	1
414	на первый	1	1
415	или менее	1	1
416	породившей его	1	1
417	человек и	2	1
418	всяком случае	3	1
419	некоторого события	1	1
420	знает и	1	1
421	в которых	2	1
422	мысли и	5	1
423	признать что	1	1
424	своем собственном	1	1
425	мир и	5	1
426	есть его	1	1
427	остается вне	1	1
428	что было	4	1
429	наиболее существенных	1	1
430	мира на	1	1
431	совершенно иной	1	1
432	имеет смысл	1	1
433	их в	4	1
434	не могли	1	1
435	приходится искать	1	1
436	связи с	2	1
437	раз и	4	1
438	его внутреннего	1	1
439	ему как	1	1
440	в отношении	2	1
441	между людьми	1	1
442	слова до	1	1
443	при всех	1	1
444	ограничивается лишь	1	1
445	но они	2	1
446	как можно	2	1
447	человека но	2	1
448	с которой	2	1
449	она не	7	1
450	на котором	3	1
451	не делают	1	1
452	и притом	1	1
453	было не	1	1
454	в основе	4	1
455	время как	1	1
456	в единство	9	1
457	иметь в	1	1
458	того и	1	1
459	жизни не	2	1
460	такова что	1	1
461	и лишь	1	1
462	слове и	1	1
463	личностями и	1	1
464	а лишь	2	1
465	рождается в	1	1
466	ничто не	1	1
467	правда мы	1	1
468	эти три	1	1
469	как будто	3	1
470	интенции автора	1	1
471	в каком	1	1
472	может показаться	1	1
473	от ее	2	1
474	к той	1	1
475	настоящего времени	1	1
476	не могут	6	1
477	во все	2	1
478	она принципиально	1	1
479	и вполне	2	1
480	чтобы сделать	1	1
481	же самое	1	1
482	об одном	1	1
483	мысли о	1	1
484	в полной	1	1
485	и возникает	1	1
486	если же	3	1
487	с собственной	1	1
488	как мы	4	1
489	в едином	4	1
490	говорит сам	2	1
491	и о	5	1
492	то она	1	1
493	что все	1	1
494	в виду	1	1
495	одного мира	1	1
496	и образ	1	1
497	и сами	1	1
498	появляется в	1	1
499	то время	1	1
500	приводит к	3	1
501	героя не	5	1
502	его любовь	1	1
503	сознания в	1	1
504	и взаимодействие	2	1
505	как позицию	1	1
506	чужого сознания	2	1
507	которая была	1	1
508	оно как	1	1
509	во многом	1	1
510	сознаний не	1	1
511	и неизбежно	1	1
512	по сравнению	1	1
513	смерти не	1	1
514	благодаря этому	2	1
515	не характер	1	1
516	своей социальной	1	1
517	повествования к	1	1
518	он остается	1	1
519	к прошлому	1	1
