N	3gram	Vinokur_St_2	EvropaiE
1	с точки зрения	2	16
2	в то же	1	15
3	то же время	1	14
4	в отношении к	1	12
5	в том что	16	6
6	так же как	3	5
7	для того чтобы	5	5
8	бы то ни	2	4
9	то ни было	2	4
10	и в этом	2	4
11	в этом смысле	1	3
12	в этом отношении	9	3
13	в известном смысле	1	3
14	во всяком случае	3	3
15	между тем в	1	3
16	как бы ни	1	3
17	не является ли	1	3
18	между прочим и	1	2
19	не говоря уже	1	2
20	то что в	2	2
21	в данном случае	1	2
22	заключается в том	1	2
23	каких бы то	1	2
24	по сравнению с	1	2
25	так и в	2	2
26	с другой стороны	3	2
27	в свою очередь	1	2
28	прежде всего к	1	2
29	в одном из	3	2
30	на то что	2	2
31	во второй половине	1	2
32	как мы видели	1	2
33	в своей идеологии	1	1
34	к участию в	1	1
35	не входя в	1	1
36	в пределах данной	1	1
37	что в этом	1	1
38	дело в том	4	1
39	более или менее	2	1
40	кажется что в	1	1
41	в том же	2	1
42	то что с	1	1
43	что же касается	1	1
44	русской истории и	2	1
45	на своем пути	1	1
46	как и другие	1	1
47	в одной из	2	1
48	не к тому	1	1
49	говоря уже о	1	1
50	в отличие от	2	1
51	с тем что	2	1
52	на этот вопрос	1	1
53	бы ни была	1	1
54	во внимание что	1	1
55	к сожалению не	1	1
56	в значительной степени	2	1
57	по большей части	1	1
58	принадлежат к числу	1	1
59	в связи с	1	1
60	не исключает возможности	1	1
61	друг к другу	1	1
62	мысль о возможности	1	1
63	с другой в	1	1
64	в каком смысле	1	1
65	вместо того чтобы	1	1
66	каждого из них	1	1
67	было связано с	1	1
68	но также и	1	1
69	том смысле что	1	1
70	в то время	1	1
71	речь идет о	3	1
72	но в отношении	1	1
73	именно в той	1	1
74	во многом на	1	1
75	западной европой и	1	1
76	в том числе	1	1
77	к тому что	5	1
78	в том смысле	2	1
79	т е не	1	1
80	при помощи которого	1	1
81	к тому же	2	1
82	поскольку речь идет	1	1
83	и т д	6	1
