N	2gram	Voloshinov_1	FransuaR
1	и в	12	29
2	то есть	1	21
3	таким образом	12	20
4	и не	10	16
5	и все	2	13
6	но в	5	12
7	как и	5	12
8	и т.п	1	12
9	и на	4	11
10	в этом	4	11
11	так и	4	11
12	то же	5	10
13	мы уже	1	10
14	не только	4	10
15	в то	2	10
16	как мы	1	10
17	все эти	3	9
18	и с	3	9
19	его в	4	9
20	вовсе не	1	9
21	но и	3	9
22	же время	1	8
23	и его	13	8
24	в его	2	8
25	прежде всего	8	8
26	как бы	13	8
27	в них	3	7
28	мы видели	1	7
29	в том	6	7
30	так как	9	7
31	так же	3	7
32	в атмосфере	2	6
33	в большинстве	1	6
34	это и	1	5
35	что это	1	5
36	в нем	6	5
37	в своей	3	5
38	до конца	2	5
39	рядом с	1	5
40	и о	1	5
41	это не	2	5
42	все они	2	5
43	у него	1	5
44	далеко не	1	5
45	сказать что	7	5
46	и по	3	5
47	на самом	4	4
48	еще не	3	4
49	с его	2	4
50	с помощью	6	4
51	в нашем	11	4
52	точки зрения	14	4
53	в результате	1	4
54	жизнь и	1	4
55	в литературе	4	4
56	конечно не	3	4
57	с другой	4	4
58	и др	5	4
59	только для	1	4
60	но это	2	4
61	все это	3	4
62	перед нами	1	4
63	то что	5	4
64	жизни и	4	4
65	нужно подчеркнуть	1	3
66	по преимуществу	1	3
67	и здесь	2	3
68	в ней	6	3
69	в чем	2	3
70	как к	3	3
71	в своем	2	3
72	более или	1	3
73	то в	1	3
74	в себе	3	3
75	при этом	6	3
76	он не	2	3
77	и вот	1	3
78	подобно тому	1	3
79	такой же	2	3
80	том что	5	3
81	или менее	1	3
82	самого начала	1	3
83	того чтобы	1	3
84	по своей	1	3
85	и вполне	2	3
86	с ее	1	3
87	здесь не	3	3
88	в ее	1	3
89	с самого	1	3
90	все остальные	1	3
91	там же	1	3
92	к нему	4	3
93	отметить что	1	3
94	но конечно	2	3
95	слов и	1	3
96	все время	6	3
97	того что	3	3
98	что здесь	1	3
99	и так	2	3
100	в качестве	1	3
101	и их	1	3
102	ведь это	1	3
103	мы можем	2	3
104	на эту	1	3
105	там где	2	3
106	тому как	1	3
107	все же	4	3
108	тот же	1	3
109	другой стороны	2	3
110	в частности	1	3
111	с жизнью	1	2
112	и то	2	2
113	в приведенном	1	2
114	с таким	1	2
115	то время	1	2
116	в виду	5	2
117	так называемые	1	2
118	на них	1	2
119	это направление	1	2
120	на их	1	2
121	с одной	2	2
122	но не	2	2
123	что они	1	2
124	один и	1	2
125	в одной	1	2
126	как в	5	2
127	высокий и	1	2
128	кроме того	2	2
129	хотя и	1	2
130	и наконец	3	2
131	и к	4	2
132	бы не	2	2
133	и тот	1	2
134	на этом	1	2
135	может быть	14	2
136	этих форм	1	2
137	и мы	1	2
138	и дает	2	2
139	в жизни	5	2
140	ни в	3	2
141	в этих	2	2
142	в котором	3	2
143	с точки	2	2
144	место в	2	2
145	что я	1	2
146	том же	1	2
147	дело в	4	2
148	весь этот	1	2
149	никогда не	5	2
150	связи с	1	2
151	уже и	1	2
152	как будто	1	2
153	к тому	1	2
154	если же	2	2
155	о том	3	2
156	существенный момент	1	2
157	и это	1	2
158	мы здесь	1	2
159	им в	1	2
160	же не	1	2
161	в себя	2	2
162	же деле	1	2
163	было в	1	2
164	связанных с	1	2
165	с ним	3	2
166	но мы	2	2
167	все в	1	2
168	мы увидим	1	2
169	то он	1	2
170	это же	1	2
171	себя в	1	2
172	это ни	1	2
173	есть в	1	2
174	уже не	4	2
175	уже в	2	2
176	его и	1	2
177	для правильного	1	2
178	друг друга	1	2
179	самом же	1	2
180	даже и	1	2
181	в особенности	2	2
182	где они	1	2
183	именно в	1	2
184	к которому	1	2
185	одной стороны	2	2
186	они не	1	2
187	не на	1	2
188	в слове	1	2
189	это один	1	2
190	о чем	1	2
191	в словах	1	2
192	да и	3	2
193	приведенном нами	1	2
194	подчеркнем еще	1	2
195	и для	3	2
196	формы и	3	2
197	еще раз	2	2
198	в основе	1	2
199	все элементы	1	2
200	жизни в	1	2
201	его к	2	2
202	нет ничего	2	2
203	между ними	2	2
204	от всех	2	2
205	не может	16	2
206	но этот	2	2
207	из этого	3	2
208	но эти	1	2
209	как на	2	2
210	только в	6	2
211	и другие	2	2
212	и эта	1	2
213	к этому	2	2
214	ту же	1	1
215	же как	1	1
216	не хочет	1	1
217	из его	1	1
218	должна быть	5	1
219	в самом	4	1
220	и интересно	1	1
221	со всех	2	1
222	высшую степень	1	1
223	он как	1	1
224	время как	1	1
225	не вполне	1	1
226	и такой	1	1
227	кто же	1	1
228	и он	1	1
229	момент в	1	1
230	литературы и	4	1
231	нему в	1	1
232	бы мы	3	1
233	самом деле	3	1
234	и всего	1	1
235	не перестает	1	1
236	конечном счете	1	1
237	в общем	1	1
238	отношение к	4	1
239	за пределы	4	1
240	относится к	2	1
241	чем мы	1	1
242	стороны и	2	1
243	и различные	1	1
244	кто не	1	1
245	сливается с	2	1
246	в целом	1	1
247	думать что	1	1
248	он думает	1	1
249	только на	3	1
250	тому же	2	1
251	слово это	2	1
252	что слово	2	1
253	жизнью и	2	1
254	ей в	1	1
255	в переводе	1	1
256	эта последняя	2	1
257	к одному	1	1
258	человеческого тела	1	1
259	однако он	1	1
260	которого и	1	1
261	и независимо	1	1
262	или иных	1	1
263	что она	1	1
264	не бывает	1	1
265	одно и	2	1
266	здесь мы	1	1
267	они должны	1	1
268	конечно в	2	1
269	зрения на	1	1
270	или даже	1	1
271	входит в	1	1
272	на протяжении	1	1
273	почти единственным	1	1
274	делает его	2	1
275	автору это	1	1
276	разобранные нами	1	1
277	все разобранные	1	1
278	в данном	2	1
279	мы не	3	1
280	автора и	2	1
281	и тогда	1	1
282	и того	1	1
283	и становится	1	1
284	себе с	1	1
285	нас не	1	1
286	и без	1	1
287	в отношении	2	1
288	нельзя было	1	1
289	переходящее в	1	1
290	которые в	1	1
291	уже сказали	1	1
292	и почти	1	1
293	и вся	1	1
294	между людьми	1	1
295	до известной	2	1
296	в обоих	1	1
297	непосредственно и	1	1
298	необходимо отрешиться	1	1
299	только из	1	1
300	здесь на	1	1
301	на него	2	1
302	своего героя	1	1
303	от двух	1	1
304	чем не	1	1
305	найти в	1	1
306	ничего не	2	1
307	и степень	1	1
308	же он	1	1
309	этом отношении	1	1
310	и делает	1	1
311	от того	4	1
312	у нас	1	1
313	и оно	1	1
314	отрешиться от	1	1
315	теперь когда	1	1
316	что все	1	1
317	моменты жизни	1	1
318	но все	2	1
319	же самое	2	1
320	подчеркнуть что	2	1
321	всех сторон	1	1
322	значения и	2	1
323	который меняет	1	1
324	свою очередь	1	1
325	данном случае	2	1
326	и рождается	1	1
327	можно было	1	1
328	те же	2	1
329	по природе	2	1
330	и всякого	1	1
331	если бы	9	1
332	по мере	1	1
333	только и	1	1
334	быть ни	1	1
335	становится только	1	1
336	но несколько	1	1
337	известной степени	2	1
338	и та	2	1
339	и что	2	1
340	что каждый	1	1
341	здесь слово	1	1
342	можем сказать	2	1
343	можно сказать	5	1
344	звучит так	2	1
345	социальной иерархии	1	1
346	и во	1	1
347	в конечном	1	1
348	работает с	1	1
349	от него	1	1
350	его смысла	1	1
351	которые мы	2	1
352	было на	1	1
353	что и	2	1
354	в форме	2	1
355	ко второму	1	1
356	еще более	1	1
357	них в	1	1
358	и она	1	1
359	социальная группа	2	1
360	в современной	1	1
361	быть и	3	1
362	чистоту и	1	1
363	и жест	1	1
364	не как	1	1
365	дело с	2	1
366	каждый момент	2	1
367	несколько подробнее	2	1
368	и ее	3	1
369	всяких отвлеченных	1	1
370	же акт	1	1
371	события и	1	1
372	как нечто	1	1
373	обычной жизненной	1	1
374	и организует	1	1
375	в виде	1	1
376	на этих	1	1
377	при помощи	1	1
378	нашем же	1	1
379	для него	3	1
380	в одном	1	1
381	но особенно	1	1
382	у нее	1	1
383	как его	1	1
384	этими словами	1	1
385	люди не	1	1
386	характерны для	1	1
387	само собой	1	1
388	др все	1	1
389	без того	1	1
390	до сих	3	1
391	имеет и	1	1
392	момента во-первых	1	1
393	а с	1	1
394	мы еще	1	1
395	говорит о	1	1
396	и самый	1	1
397	в некоторых	3	1
398	они как	1	1
399	художественной формы	5	1
400	что мы	5	1
401	и слово	2	1
402	в руках	1	1
403	и вообще	3	1
404	речь но	1	1
405	видели в	1	1
406	к его	2	1
407	и потому	2	1
408	другая сторона	1	1
409	независимо от	2	1
410	так мы	1	1
411	и глубоко	1	1
412	как существенный	1	1
413	остается в	1	1
414	из этой	1	1
415	культуры в	1	1
416	с этой	2	1
417	слова и	6	1
418	и низкий	1	1
419	в условиях	2	1
420	сих пор	3	1
421	тех или	1	1
422	тела мы	1	1
423	это как	3	1
424	к одной	1	1
425	для нас	7	1
426	вполне понятно	1	1
427	не должен	1	1
428	от всего	1	1
429	них и	1	1
430	в свою	1	1
431	равно как	1	1
432	только внешней	1	1
433	всех других	1	1
434	на это	2	1
435	свои слова	1	1
436	это та	1	1
437	со всей	1	1
438	включает в	1	1
439	этой беседы	1	1
440	что в	2	1
441	в таком	1	1
