N	2gram	Tiupa_Narr_1	StatiiOP
1	и в	19	44
2	в том	18	36
3	что в	3	30
4	том что	14	29
5	в этом	17	21
6	вовсе не	1	19
7	не только	32	18
8	то что	11	18
9	было бы	4	17
10	о том	6	17
11	а в	11	17
12	а не	12	16
13	и не	20	16
14	может быть	25	15
15	в области	2	14
16	в данном	5	14
17	как в	7	13
18	можно было	2	13
19	не в	14	12
20	в тексте	16	12
21	самом деле	2	11
22	в этой	5	11
23	у нас	1	11
24	точки зрения	10	11
25	но в	6	10
26	что он	6	10
27	только в	4	10
28	но и	23	10
29	также и	1	9
30	как и	7	9
31	в то	3	9
32	но также	1	9
33	так и	9	9
34	во второй	2	9
35	если бы	1	9
36	того что	1	9
37	в его	9	9
38	с другой	8	9
39	например в	2	8
40	во всех	1	8
41	все же	7	8
42	это не	2	8
43	из них	3	8
44	с точки	2	8
45	и его	5	8
46	не может	10	8
47	что они	3	7
48	в самом	1	7
49	таким образом	1	7
50	другой стороны	4	7
51	для нас	1	7
52	этом отношении	3	7
53	до сих	1	7
54	прежде всего	4	7
55	сих пор	1	7
56	нас нет	1	7
57	сказать что	4	7
58	по поводу	1	7
59	на самом	1	6
60	со стороны	9	6
61	из этих	3	6
62	потому что	1	6
63	данном случае	4	6
64	что и	1	6
65	для него	2	6
66	именно в	6	6
67	дело в	1	6
68	в той	6	6
69	но это	1	6
70	хотя бы	4	6
71	и то	1	5
72	то же	4	5
73	в обеих	1	5
74	в целом	1	5
75	все эти	2	5
76	в нем	4	5
77	и по	1	5
78	в слове	1	5
79	в котором	1	5
80	в которых	1	5
81	не менее	3	5
82	вплоть до	2	5
83	никогда не	3	5
84	могут быть	3	5
85	тем что	3	5
86	и даже	3	5
87	что мы	2	5
88	текста в	2	5
89	совершенно не	2	5
90	жизни и	3	5
91	так же	2	5
92	речь идет	4	4
93	как это	6	4
94	это и	3	4
95	столь же	3	4
96	в новом	1	4
97	что это	3	4
98	в россии	1	4
99	но все	4	4
100	и сейчас	2	4
101	для изучения	1	4
102	дело не	1	4
103	не имеет	2	4
104	же время	4	4
105	как будто	3	4
