N	3gram	Bakhtin_Fr_3	Marksizm
1	с точки зрения	1	13
2	не может быть	2	10
3	по отношению к	2	8
4	то же время	6	8
5	в то же	6	8
6	в связи с	4	7
7	для того чтобы	3	6
8	в том что	1	6
9	может быть и	1	5
10	но в то	4	5
11	с самого начала	1	5
12	в свою очередь	1	5
13	смысле этого слова	1	4
14	бы то ни	1	4
15	то ни было	1	4
16	в точном смысле	1	4
17	на самом деле	3	4
18	той или иной	2	4
19	в той или	2	3
20	и не может	1	3
21	в отличие от	3	3
22	до сих пор	4	3
23	в высшей степени	1	3
24	о том что	2	3
25	в направлении к	1	3
26	как мы уже	5	3
27	как мы видели	2	3
28	какой бы то	1	2
29	одним и тем	1	2
30	но и в	2	2
31	в собственном смысле	1	2
32	или иной степени	1	2
33	в значительной степени	2	2
34	и тем же	1	2
35	во всяком случае	1	2
36	не знает ни	1	2
37	в данном контексте	1	2
38	в узком смысле	1	2
39	и прежде всего	3	2
40	именно для того	1	2
41	мы встречаем в	2	2
42	в другом месте	1	1
43	приводит его к	1	1
44	на том что	1	1
45	что иное как	1	1
46	вполне понятно что	1	1
47	но как раз	1	1
48	только в пределах	1	1
49	характер по отношению	1	1
50	прежде всего на	1	1
51	и оценивает только	1	1
52	дело в том	1	1
53	с одним из	1	1
54	мы уже сказали	1	1
55	и так сказать	1	1
56	и т.п то	1	1
57	в том числе	3	1
58	сомнению что и	2	1
59	обычном смысле слова	1	1
60	и в более	1	1
61	в этом случае	1	1
62	в нем и	1	1
63	они не могут	1	1
64	о котором говорил	1	1
65	дело вовсе не	1	1
66	в сущности только	3	1
67	еще тем что	1	1
68	от правильного понимания	2	1
69	в той же	4	1
70	как мы увидим	1	1
71	уже названная нами	1	1
72	в этом отношении	2	1
73	том числе и	2	1
74	в сущности почти	1	1
75	слова все это	1	1
76	и в других	2	1
77	уже говорили что	1	1
78	во франции и	1	1
79	и притом лишь	1	1
80	как мы знаем	1	1
81	может быть понято	1	1
82	время это и	1	1
83	нам уже приходилось	1	1
84	в обычном смысле	1	1
85	по сравнению с	2	1
86	во всех этих	1	1
87	или иной форме	1	1
88	мы уже говорили	3	1
89	само по себе	1	1
90	верх и низ	2	1
91	для правильного понимания	1	1
92	с другой стороны	1	1
93	в его целом	1	1
94	имеются существенные различия	1	1
95	одной из важнейших	1	1
96	мы видели что	1	1
97	ко всем этим	1	1
98	и т.п эта	1	1
99	для эпохи возрождения	1	1
100	определяющее влияние на	1	1
101	точном смысле слова	1	1
102	же время это	1	1
103	даже и в	1	1
104	названная нами книга	1	1
105	к нему и	1	1
106	так и других	1	1
107	не что иное	1	1
108	и в особенности	1	1
109	но все же	1	1
110	можно сказать что	2	1
111	быть понято и	1	1
112	но ведь это	1	1
113	мы уже указывали	1	1
114	для него как	1	1
115	в языке но	1	1
116	но также и	1	1
117	однако и здесь	1	1
118	свидетельствует о том	1	1
119	как и в	2	1
120	в отрыве от	1	1
121	не нуждается в	1	1
122	одной из форм	1	1
