N	2gram	Losev_Vesc_1	Dialekti
1	т е	55	46
2	не есть	49	40
3	и не	29	30
4	это –	25	25
5	или от	1	22
6	и есть	26	19
7	а не	19	18
8	и т	19	17
9	ничего не	3	17
10	может быть	16	17
11	то что	27	16
12	т д	19	15
13	стало быть	1	15
14	и в	21	15
15	– в	5	15
16	как бы	12	14
17	точки зрения	5	14
18	так как	7	14
19	что это	13	13
20	по себе	13	13
21	это есть	7	13
22	того что	8	13
23	это не	5	12
24	в этом	4	11
25	и вот	2	11
26	говорить о	6	11
27	ясно что	8	11
28	в том	8	11
29	прежде всего	9	11
30	не может	17	11
31	и все	5	11
32	том что	8	10
33	в основе	3	10
34	потому что	16	10
35	с ее	6	10
36	личности и	1	10
37	она есть	8	10
38	это и	6	9
39	то же	6	9
40	мы не	6	9
41	было бы	14	9
42	с точки	3	9
43	в виду	2	9
44	и –	10	9
45	и что	15	9
46	есть ни	3	9
47	уже не	9	9
48	и пр	6	9
49	значит что	24	9
50	все это	5	9
51	но –	2	8
52	что иное	7	8
53	в чем	6	8
54	не в	5	8
55	в себе	14	8
56	не только	36	8
57	ни в	1	8
58	и это	14	8
59	и о	3	8
60	и ее	18	8
61	иное как	7	8
62	это значит	24	8
63	не что	7	8
64	должна быть	4	7
65	не просто	19	7
66	что именно	1	7
67	что тут	6	7
68	и мы	1	7
69	как и	8	7
70	по крайней	4	7
71	ровно ничего	1	7
72	и его	2	7
73	что оно	8	7
74	только в	14	7
75	крайней мере	4	7
76	что мы	14	7
77	или в	2	7
78	что он	1	7
79	что в	9	7
80	есть просто	5	6
81	перед нами	2	6
82	хотя и	4	6
83	и тем	3	6
84	надо чтобы	1	6
85	если бы	5	6
86	в то	3	6
87	что и	3	6
88	так что	5	6
89	вовсе не	10	6
90	и даже	6	6
91	а именно	1	6
92	в результате	3	6
93	сказать что	17	6
94	ни на	3	6
95	если вы	2	5
96	в сфере	4	5
97	знаете что	1	5
98	той же	2	5
99	мы имеем	7	5
100	в сущности	4	5
101	утверждаю что	3	5
102	быть в	1	5
103	с его	1	5
104	только тогда	3	5
105	сама по	3	5
106	в своем	6	5
107	то в	4	5
108	на то	4	5
109	что она	15	5
110	в нем	2	5
111	есть не	14	5
112	в жизни	3	5
113	сказали мы	1	5
114	что такое	12	5
115	же это	4	5
116	что я	24	5
117	в ней	12	5
118	но что	2	5
119	но только	3	5
120	того чтобы	3	5
121	тогда когда	5	5
122	я не	4	5
123	таким образом	8	5
124	как только	4	5
125	о том	6	5
126	в себя	13	5
127	так и	3	5
128	другими словами	5	5
129	можно сказать	6	5
130	и можно	1	5
131	именно в	1	5
132	в свете	7	5
133	они –	2	5
134	если мы	8	5
135	и чисто	1	5
136	не говорит	2	5
137	для того	2	5
138	как же	3	5
139	личности в	1	5
140	знания и	1	5
141	– не	9	5
142	в меру	1	5
143	– это	1	5
144	– мы	2	5
145	в смысле	12	5
146	и для	9	5
147	но если	8	5
148	есть то	9	5
149	– как	7	5
150	также и	6	4
151	я утверждаю	3	4
152	оно есть	9	4
153	хотя бы	6	4
154	она –	2	4
155	что они	6	4
156	в этой	3	4
157	в течение	1	4
158	и как	8	4
159	бы только	1	4
160	и стало	1	4
161	идеи и	3	4
162	в силу	3	4
163	подобно тому	4	4
164	то ни	4	4
165	и с	8	4
166	с тем	5	4
167	и уже	1	4
168	бытия и	2	4
169	она не	4	4
170	видим что	1	4
171	так то	3	4
172	той или	2	4
173	ничего общего	1	4
174	что все	2	4
175	идет речь	1	4
176	– совершенно	3	4
177	– и	2	4
178	еще не	8	4
179	от вещей	1	4
180	только так	1	4
