N	3gram	Propp_Isto_5	Problema
1	о том что	4	9
2	с точки зрения	1	8
3	в том что	2	8
4	в связи с	4	7
5	тем не менее	4	5
6	с другой стороны	8	5
7	до н э	1	5
8	до некоторой степени	1	4
9	точно так же	1	3
10	вместе с тем	6	3
11	то время как	1	3
12	с одной стороны	7	3
13	в то время	1	3
14	можно сказать что	1	3
15	после того как	3	3
16	только тогда когда	1	3
17	это уже не	2	2
18	потому что он	2	2
19	по отношению к	2	2
20	в том числе	1	2
21	никак не может	1	2
22	до сих пор	2	2
23	но и в	2	2
24	в это время	2	2
25	в данном случае	2	2
26	не может быть	3	2
27	все того же	1	2
28	во всяком случае	1	2
29	но все же	4	2
30	на то что	2	2
31	для того чтобы	3	2
32	все еще не	1	1
33	то здесь мы	1	1
34	но все еще	1	1
35	здесь конечно не	1	1
36	на самом деле	1	1
37	как и его	1	1
38	в самом деле	1	1
39	в благодарность за	1	1
40	и вслед за	1	1
41	свидетельствует о том	1	1
42	о том как	2	1
43	в своей работе	1	1
44	именно на этой	1	1
45	в нем и	3	1
46	из мифа о	1	1
47	в других местах	1	1
48	но для нас	1	1
49	сам по себе	1	1
50	как мы увидим	3	1
51	том числе и	1	1
52	но это не	2	1
53	только тем что	1	1
54	с этой точки	1	1
55	у него нет	1	1
56	о небе и	1	1
57	чем перейти к	1	1
58	только в легенде	1	1
59	таким образом мы	2	1
60	не только в	2	1
61	на задний план	1	1
62	состоит в том	1	1
63	если не считать	2	1
64	и потому что	1	1
65	вместе со своим	1	1
66	как и вообще	1	1
67	указывает на то	1	1
68	еще и потому	1	1
69	что у него	1	1
70	что и здесь	1	1
71	этой точки зрения	1	1
72	и таким образом	2	1
73	остается на месте	1	1
74	ясно что это	1	1
75	то же время	1	1
76	что этот мотив	2	1
77	мы увидим ниже	3	1
78	но тем не	1	1
79	то обстоятельство что	1	1
80	может быть это	1	1
81	что наряду с	1	1
82	и вместе с	2	1
83	с самого начала	1	1
84	хотя бы в	1	1
85	вопрос о том	1	1
86	что представление о	2	1
87	несмотря на всю	1	1
88	она основана на	1	1
89	в то же	1	1
90	в том смысле	1	1
91	и т д	18	1
