N	2gram	Losev_Vesc_1	Problema
1	то что	27	42
2	вовсе не	10	35
3	и в	21	32
4	и не	29	31
5	вещи есть	51	31
6	не есть	49	29
7	есть ее	2	24
8	не просто	19	23
9	в этом	4	19
10	не менее	3	19
11	тем не	3	18
12	не только	36	17
13	потому что	16	16
14	в себе	14	15
15	по себе	13	15
16	в виде	1	15
17	а не	19	15
18	но в	5	14
19	у нас	7	14
20	может быть	16	14
21	как бы	12	14
22	что мы	14	13
23	в нем	2	13
24	и тем	3	13
25	при помощи	2	13
26	как раз	9	13
27	сказать что	17	13
28	вещи и	20	12
29	том что	8	12
30	что в	9	12
31	так и	3	12
32	а именно	1	12
33	и т	19	11
34	также и	6	11
35	есть нечто	6	11
36	так как	7	11
37	о том	6	11
38	и даже	6	11
39	если мы	8	11
40	ничего общего	1	11
41	то же	6	10
42	отнюдь не	5	10
43	в этой	3	10
44	т д	19	10
45	об этом	3	10
46	ничего не	3	10
47	прежде всего	9	10
48	еще не	8	9
49	но не	5	9
50	раз и	1	9
51	то с	3	9
52	того чтобы	3	9
53	же самое	1	9
54	и это	14	9
55	и что	15	9
56	но и	18	9
57	в данном	5	9
58	это есть	7	9
59	что же	8	9
60	в том	8	9
61	так же	1	9
62	и о	3	8
63	и ее	18	8
64	все эти	3	8
65	на то	4	8
66	для того	2	8
67	было бы	14	8
68	он и	1	8
69	в своей	5	8
70	когда мы	6	8
71	есть только	7	8
72	данном случае	2	8
73	как нечто	2	8
74	даже и	4	8
75	не может	17	8
76	но это	10	8
77	сам по	3	7
78	во всех	2	7
79	действительности а	1	7
80	всех этих	1	7
81	содержит в	4	7
82	ни в	1	7
83	между собою	6	7
84	как мы	4	7
85	никогда не	2	7
86	того что	8	7
87	что он	1	7
88	только в	14	7
89	тем что	2	7
90	все это	5	7
91	и все	5	7
92	во всяком	3	7
93	есть обязательно	1	6
94	и то	10	6
95	самом деле	4	6
96	на самом	1	6
97	и есть	26	6
98	есть не	14	6
99	говорить о	6	6
100	и как	8	6
101	в самом	9	6
102	и если	2	6
103	при этом	1	6
104	его в	2	6
105	это не	5	6
106	что такое	12	6
107	в то	3	6
108	таким образом	8	6
109	в виду	2	6
110	и здесь	4	6
111	в его	2	6
112	так что	5	6
113	то и	4	6
114	в конце	2	6
115	о чем	1	6
116	как это	2	6
117	хотя и	4	6
118	всегда есть	3	6
119	совершенно не	5	6
120	действительности и	5	5
121	мы уже	3	5
122	а только	3	5
123	она есть	8	5
124	в своем	6	5
125	перед нами	2	5
126	то в	4	5
127	что она	15	5
128	но уже	3	5
129	все равно	2	5
130	далеко не	1	5
131	с тем	5	5
132	в котором	3	5
133	есть именно	6	5
134	вещи не	8	5
135	есть ни	3	5
136	можно ли	7	5
137	ни о	1	5
138	той или	2	5
139	можно сказать	6	5
140	для нас	2	5
141	есть в	1	5
142	или иной	1	5
143	еще и	8	5
144	выражение вещи	1	5
145	не является	1	5
146	мы должны	2	5
147	это совершенно	4	4
148	мы и	1	4
149	сама по	3	4
150	для получения	1	4
151	в истории	1	4
152	их в	3	4
153	что тут	6	4
154	вещи в	9	4
155	мы говорили	2	4
156	в отдельности	4	4
157	а есть	2	4
158	не в	5	4
159	самое время	1	4
160	тому что	2	4
161	тем самым	1	4
162	мышления и	1	4
163	и притом	3	4
164	и весь	1	4
165	а в	4	4
166	только то	2	4
167	в дальнейшем	1	4
168	если бы	5	4
169	никак не	3	4
170	а также	1	4
171	взятая сама	1	4
172	и только	3	4
173	вообще и	4	4
174	ровно ничего	1	4
175	один из	3	4
176	д и	5	4
177	философии и	1	4
178	даже если	1	4
179	только на	3	4
180	вещи или	3	4
181	мы можем	4	4
182	именно в	1	4
183	и пр	6	4
184	не было	1	4
185	в одно	1	4
186	если не	3	4
187	ни на	3	4
188	для обозначения	1	4
189	и для	9	4
190	или в	2	4
191	и ни	1	4
192	конце концов	2	4
193	же в	1	4
194	по поводу	1	4
195	только потому	1	3
196	этот предмет	1	3
197	но она	3	3
198	того же	5	3
199	не нужно	2	3
200	в чем	6	3
201	не имеющий	1	3
202	в ее	7	3
203	что они	6	3
204	с этим	3	3
205	однако не	2	3
206	более или	1	3
207	в действительности	7	3
208	вещи но	14	3
209	что это	13	3
210	мы получаем	1	3
211	но он	2	3
212	сливаются в	1	3
213	но ведь	2	3
214	как оно	3	3
215	да и	3	3
216	но именно	2	3
217	именно то	1	3
218	и еще	2	3
219	и чисто	1	3
220	его от	1	3
221	что все	2	3
222	действительности в	2	3
223	в жизни	3	3
224	о которых	1	3
225	как и	8	3
226	и уже	1	3
227	несмотря на	1	3
228	на этот	1	3
229	нисколько не	4	3
230	смысл и	9	3
231	или менее	1	3
232	что значит	8	3
233	в этих	1	3
234	точки зрения	5	3
235	с точки	3	3
236	или вернее	1	3
237	вовсе еще	1	3
238	бы мы	1	3
239	есть еще	3	3
240	в отношении	4	3
241	дело в	4	3
242	что вы	3	3
243	только не	2	3
244	в самой	2	3
245	или как	2	3
246	тех или	5	3
247	и его	2	3
248	как будто	1	3
249	и делает	2	3
250	однако это	2	3
251	к тому	3	3
252	что оно	8	3
253	для себя	5	3
254	определенным образом	6	3
255	можно было	2	3
256	ясно что	8	3
257	мы в	1	3
258	для этого	4	3
259	не на	1	3
260	только и	2	3
261	о нем	1	3
262	искусства и	1	3
263	другими словами	5	3
264	к нему	1	3
265	тем или	1	3
266	и во	3	3
267	во всей	1	3
268	мы хотим	1	3
269	и следовательно	7	3
270	вещи как	9	3
271	значит что	24	3
272	оно и	4	3
273	будь то	3	3
274	тоже есть	3	3
275	или другим	1	3
276	никак нельзя	1	3
277	же и	1	3
278	уже не	9	3
279	уже в	1	3
280	свидетельствует о	3	3
281	из них	4	3
282	сущность и	1	3
283	говорит о	1	3
284	всяком случае	2	3
285	сами по	3	3
286	случае не	1	3
287	уже и	1	3
288	есть также	1	3
289	до сих	1	3
290	с другой	6	3
291	не обязательно	1	3
292	а наоборот	1	3
293	как же	3	3
294	оно не	3	3
295	что не	5	3
296	самой действительности	3	3
297	нужно сказать	1	3
298	однако и	1	3
299	быть и	1	3
300	сих пор	1	3
301	от нас	1	3
302	но для	2	3
303	не больше	1	3
304	необходимо чтобы	3	3
305	говорим что	3	3
306	смысл вещи	12	3
307	от всего	12	3
